beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
23J50,23,2.12389492,Intercontinental Airport,0,Robbery,0,1,0,1,1,1,0.3,NA,NA,NA,233,NA,NA,NA,NA,NA
1A10,1,1.74646692,Downtown Central Business District,17000,Robbery,92,90,69,29,63,251,83.7,-25,-31.5,-8.7,-25,541.2,529.4,405.9,370.6,492.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Robbery,88,96,109,47,102,293,97.7,23.9,15.9,-6.4,4,325.9,355.6,403.7,377.8,361.9
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Robbery,71,56,41,20,40,168,56,-42.3,-43.7,-2.4,-29,263,207.4,151.9,148.1,207.4
1A40,1,2.45016686,"Tall Timbers, Royden Oaks, River Oaks, Avalon Place and Oak Estates",7000,Robbery,3,6,8,2,6,17,5.7,166.7,100,-25,5,42.9,85.7,114.3,85.7,81.4
1A50,1,3.04553452,"Post Oak Park, Afton Oaks, Highland Village, Weslayan, Greenway Plaza and The Compaq Center",26000,Robbery,50,53,83,16,50,186,62,66,0,-39.8,-19,192.3,203.8,319.2,192.3,238.5
2A10,2,3.30928608,Irvington and Ryon,18000,Robbery,112,100,71,47,89,283,94.3,-36.6,-20.5,25.4,-6,622.2,555.6,394.4,494.4,523.9
2A20,2,1.8876461,"Sunset Heights, Brooksmith and Stude",11000,Robbery,63,54,29,20,35,146,48.7,-54,-44.4,20.7,-28,572.7,490.9,263.6,318.2,442.7
2A30,2,4.65858171,"Houston Heights, Norhill and Studemont",31000,Robbery,55,48,50,20,42,153,51,-9.1,-23.6,-16,-18,177.4,154.8,161.3,135.5,164.5
2A40,2,1.60546103,Old Sixth Ward and the First Ward,8000,Robbery,23,17,12,8,12,52,17.3,-47.8,-47.8,0,-31,287.5,212.5,150,150,216.2
2A50,2,5.4659844,"Memorial Park, West End, Ashbury and Cottage Grove",29000,Robbery,40,33,55,17,47,128,42.7,37.5,17.5,-14.5,10,137.9,113.8,189.7,162.1,147.2
2A60,2,4.67447346,"Westport, Holly Park, Lazy Brook, Citadel, Shady Acres and Timbergrove",21000,Robbery,25,25,19,17,28,69,23,-24,12,47.4,22,119,119,90.5,133.3,109.5
3B10,3,6.82068773,"Northwest Mall, Brookhollow, White Oak Acres, Oak Forest and Langwood",34000,Robbery,180,193,157,76,160,530,176.7,-12.8,-11.1,1.9,-9,529.4,567.6,461.8,470.6,519.7
3B30,3,5.310372,"White Oak Acres, Brook Hollow, Oak Forest, Garden Oaks and Shepherd Park Plaza",23000,Robbery,54,42,37,18,42,133,44.3,-31.5,-22.2,13.5,-5,234.8,182.6,160.9,182.6,192.6
3B40,3,3.40013561,"Independence Heights, Melrose and Graceland",13000,Robbery,96,100,75,32,81,271,90.3,-21.9,-15.6,8,-10,738.5,769.2,576.9,623.1,694.6
3B50,3,3.85259517,"Northline Mall, Stratton Place, Oakwood, Colonial Gardens, Lindale and Junction City",20000,Robbery,167,141,133,46,110,441,147,-20.4,-34.1,-17.3,-25,835,705,665,550,735
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Robbery,54,34,48,28,64,136,45.3,-11.1,18.5,33.3,41,385.7,242.9,342.9,457.1,323.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Robbery,152,128,98,54,111,378,126,-35.5,-27,13.3,-12,894.1,752.9,576.5,652.9,741.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Robbery,188,149,183,83,176,520,173.3,-2.7,-6.4,-3.8,2,569.7,451.5,554.5,533.3,525.2
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18000,Robbery,93,69,49,32,55,211,70.3,-47.3,-40.9,12.2,-22,516.7,383.3,272.2,305.6,390.6
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",38000,Robbery,136,123,99,59,116,358,119.3,-27.2,-14.7,17.2,-3,357.9,323.7,260.5,305.3,313.9
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20000,Robbery,112,92,85,41,78,289,96.3,-24.1,-30.4,-8.2,-19,560,460,425,390,481.5
22B30,22,2.8264671,Aldine and Imperial Valley,19000,Robbery,182,111,107,61,113,400,133.3,-41.2,-37.9,5.6,-15,957.9,584.2,563.2,594.7,701.6
22B20,22,4.61158268,Greenspoint,24000,Robbery,243,195,163,82,163,601,200.3,-32.9,-32.9,0,-19,1012.5,812.5,679.2,679.2,834.6
7C10,7,3.47828324,"Fifth Ward, North Park and Pinecrest",13000,Robbery,65,82,59,28,58,206,68.7,-9.2,-10.8,-1.7,-16,500,630.8,453.8,446.2,528.5
7C20,7,7.08575157,"Huntington Place, Willshire Place, Kashmere Gardens and Liberty Gardens",21000,Robbery,167,154,142,67,137,463,154.3,-15,-18,-3.5,-11,795.2,733.3,676.2,652.4,734.8
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Robbery,104,114,111,53,111,329,109.7,6.7,6.7,0,1,577.8,633.3,616.7,616.7,609.4
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Robbery,43,32,40,21,44,115,38.3,-7,2.3,10,15,537.5,400,500,550,478.7
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Robbery,49,63,58,19,46,170,56.7,18.4,-6.1,-20.7,-19,445.5,572.7,527.3,418.2,515.5
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Robbery,88,88,98,37,80,274,91.3,11.4,-9.1,-18.4,-12,733.3,733.3,816.7,666.7,760.8
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Robbery,20,28,26,5,14,74,24.7,30,-30,-46.2,-43,285.7,400,371.4,200,352.9
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Robbery,29,40,44,17,35,113,37.7,51.7,20.7,-20.5,-7,263.6,363.6,400,318.2,342.7
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Robbery,16,21,26,5,12,63,21,62.5,-25,-53.8,-43,200,262.5,325,150,262.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Robbery,44,45,40,7,28,129,43,-9.1,-36.4,-30,-35,550,562.5,500,350,537.5
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Robbery,56,57,54,26,59,167,55.7,-3.6,5.4,9.3,6,294.7,300,284.2,310.5,293.2
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Robbery,18,21,16,5,10,55,18.3,-11.1,-44.4,-37.5,-45,300,350,266.7,166.7,305
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Robbery,50,52,39,23,44,141,47,-22,-12,12.8,-6,312.5,325,243.8,275,293.8
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Robbery,34,47,37,14,33,118,39.3,8.8,-2.9,-10.8,-16,377.8,522.2,411.1,366.7,436.7
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Robbery,132,147,111,44,102,390,130,-15.9,-22.7,-8.1,-22,573.9,639.1,482.6,443.5,565.2
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Robbery,30,49,34,19,34,113,37.7,13.3,13.3,0,-10,272.7,445.5,309.1,309.1,342.7
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Robbery,18,26,14,8,17,58,19.3,-22.2,-5.6,21.4,-12,180,260,140,170,193
10H30,10,1.02691154,Near East End,4000,Robbery,34,26,19,9,18,79,26.3,-44.1,-47.1,-5.3,-32,850,650,475,450,657.5
10H40,10,0.99627062,Midtown,8000,Robbery,176,152,130,48,116,458,152.7,-26.1,-34.1,-10.8,-24,2200,1900,1625,1450,1908.8
10H50,10,2.30843079,the University of Houston area,13000,Robbery,101,90,88,38,84,279,93,-12.9,-16.8,-4.5,-10,776.9,692.3,676.9,646.2,715.4
10H60,10,3.08931006,"University Oaks, Riverside Terrace and the Texas Southern University area",20000,Robbery,82,64,63,32,63,209,69.7,-23.2,-23.2,0,-10,410,320,315,315,348.5
10H70,10,3.52217952,"Texas Medical Center, Hermann Park, Houston Zoo and Miller Outdoor Theatre",16000,Robbery,50,51,37,37,55,138,46,-26,10,48.6,20,312.5,318.8,231.2,343.8,287.5
10H80,10,2.73862779,"Southampton, Rice University area, Shadow Lawn and Broad Acres",19000,Robbery,25,20,18,4,13,63,21,-28,-48,-27.8,-38,131.6,105.3,94.7,68.4,110.5
11H10,11,5.31502815,"Mason Park, Forest Hill, Sunnyland and Central Park",28000,Robbery,117,122,114,44,93,353,117.7,-2.6,-20.5,-18.4,-21,417.9,435.7,407.1,332.1,420.4
11H20,11,3.9311161,"Harrisburg, Manchester and Pecan Park",18000,Robbery,66,35,42,15,40,143,47.7,-36.4,-39.4,-4.8,-16,366.7,194.4,233.3,222.2,265
11H30,11,2.84278059,Meadow Brook and Park Place,15000,Robbery,56,81,43,25,46,180,60,-23.2,-17.9,7,-23,373.3,540,286.7,306.7,400
11H40,11,6.14001938,Allendale and Oak Meadows,8000,Robbery,9,12,8,6,12,29,9.7,-11.1,33.3,50,24,112.5,150,100,150,121.2
11H50,11,2.09534157,"Meadow Creek, Ferndale Addition and Glenbrook Industrial",8000,Robbery,16,21,19,9,19,56,18.7,18.8,18.8,0,2,200,262.5,237.5,237.5,233.7
12D10,12,8.55384717,"Almeda Mall, Southridge, Edgebrook and South Houston Gardens",44000,Robbery,197,216,192,104,193,605,201.7,-2.5,-2,0.5,-4,447.7,490.9,436.4,438.6,458.4
12D20,12,3.83700574,Sage,22000,Robbery,46,68,54,14,36,168,56,17.4,-21.7,-33.3,-36,209.1,309.1,245.5,163.6,254.5
12D30,12,3.99301158,Gulf Palms and Beamer,15000,Robbery,19,24,23,6,18,66,22,21.1,-5.3,-21.7,-18,126.7,160,153.3,120,146.7
12D40,12,9.68663455,Scarsdale and Ellington Field,11000,Robbery,23,25,15,8,14,63,21,-34.8,-39.1,-6.7,-33,209.1,227.3,136.4,127.3,190.9
12D50,12,8.93327581,"Bay Glen, Bay Oaks, Brook Forest and Bay Forest",26000,Robbery,11,4,5,3,7,20,6.7,-54.5,-36.4,40,4,42.3,15.4,19.2,26.9,25.8
12D60,12,6.35832041,"NASA's Johnson Space Center, Meadow Green, Oakbrook West and Camino South",22000,Robbery,21,19,14,6,13,54,18,-33.3,-38.1,-7.1,-28,95.5,86.4,63.6,59.1,81.8
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Robbery,37,25,30,12,24,92,30.7,-18.9,-35.1,-20,-22,308.3,208.3,250,200,255.8
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Robbery,160,114,94,43,96,368,122.7,-41.2,-40,2.1,-22,695.7,495.7,408.7,417.4,533.5
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Robbery,223,210,184,80,165,617,205.7,-17.5,-26,-10.3,-20,619.4,583.3,511.1,458.3,571.4
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Robbery,7,2,2,0,0,11,3.7,-71.4,-100,-100,-100,350,100,100,0,185
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Robbery,24,44,30,16,26,98,32.7,25,8.3,-13.3,-20,184.6,338.5,230.8,200,251.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Robbery,148,135,108,47,106,391,130.3,-27,-28.4,-1.9,-19,870.6,794.1,635.3,623.5,766.5
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Robbery,232,167,146,79,154,545,181.7,-37.1,-33.6,5.5,-15,828.6,596.4,521.4,550,648.9
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Robbery,110,63,52,39,62,225,75,-52.7,-43.6,19.2,-17,523.8,300,247.6,295.2,357.1
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Robbery,77,90,82,48,92,249,83,6.5,19.5,12.2,11,366.7,428.6,390.5,438.1,395.2
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Robbery,26,25,35,14,29,86,28.7,34.6,11.5,-17.1,1,288.9,277.8,388.9,322.2,318.9
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Robbery,58,75,64,32,68,197,65.7,10.3,17.2,6.2,4,241.7,312.5,266.7,283.3,273.8
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Robbery,52,57,55,22,42,164,54.7,5.8,-19.2,-23.6,-23,288.9,316.7,305.6,233.3,303.9
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Robbery,75,79,73,27,64,227,75.7,-2.7,-14.7,-12.3,-15,220.6,232.4,214.7,188.2,222.6
15E40,15,10.0079174,"The Astrodome, Six Flags Astroworld, Lakes at 610 and Plaza del Oro",30000,Robbery,147,118,163,46,132,428,142.7,10.9,-10.2,-19,-7,490,393.3,543.3,440,475.7
16E10,16,5.38940818,Canterbury Village and Monarch Estates,15000,Robbery,27,26,19,5,16,72,24,-29.6,-40.7,-15.8,-33,180,173.3,126.7,106.7,160
16E20,16,8.15202134,"Almeda Plaza, South Glen, Dumbarton Oaks and Briarwick",35000,Robbery,92,86,56,43,66,234,78,-39.1,-28.3,17.9,-15,262.9,245.7,160,188.6,222.9
16E30,16,7.00932789,"Greenpark, Southwest Crossing and Windsor Village",22000,Robbery,88,79,59,40,68,226,75.3,-33,-22.7,15.3,-10,400,359.1,268.2,309.1,342.3
16E40,16,7.49721482,"Chasewood, Willowpark, Briarwick, Ridgemont and Quail Run",35000,Robbery,59,56,56,32,65,171,57,-5.1,10.2,16.1,14,168.6,160,160,185.7,162.9
17E10,17,3.3104034,"Southwest Memorial Hospital, Burnett Bayland Park and Westmoreland",51000,Robbery,328,323,259,126,223,910,303.3,-21,-32,-13.9,-26,643.1,633.3,507.8,437.3,594.7
17E20,17,3.92767309,the Houston Baptist University area and Maplewood West,27000,Robbery,112,110,84,42,83,306,102,-25,-25.9,-1.2,-19,414.8,407.4,311.1,307.4,377.8
17E30,17,3.8060455,Braeburn Valley West and Glenshire,21000,Robbery,112,105,92,49,92,309,103,-17.9,-17.9,0,-11,533.3,500,438.1,438.1,490.5
17E40,17,4.70920035,"Creekbend, Southwood and Fondren Southwest",46000,Robbery,207,177,173,86,159,557,185.7,-16.4,-23.2,-8.1,-14,450,384.8,376.1,345.7,403.7
18F10,18,1.95881352,"Saddlebrook, Bayou Woods and Sherwood Forest",7000,Robbery,12,11,10,1,3,33,11,-16.7,-75,-70,-73,171.4,157.1,142.9,42.9,157.1
18F20,18,3.51641691,"The Galleria, Tanglewood, Riverway and Post Oak",24000,Robbery,64,78,93,34,76,235,78.3,45.3,18.8,-18.3,-3,266.7,325,387.5,316.7,326.2
18F30,18,3.80008564,"The Richmond Strip, Briargrove, Post Oak Estates and Westhaven",36000,Robbery,211,194,186,104,188,591,197,-11.8,-10.9,1.1,-5,586.1,538.9,516.7,522.2,547.2
18F40,18,2.9060249,"Rosewood General Hospital, Woodlake and Briarmeadow",35000,Robbery,149,192,167,70,152,508,169.3,12.1,2,-9,-10,425.7,548.6,477.1,434.3,483.7
18F50,18,2.96939217,"Tanglewild, Sharpstown Mall and Regency Square",20000,Robbery,135,143,155,91,167,433,144.3,14.8,23.7,7.7,16,675,715,775,835,721.5
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,28000,Robbery,142,118,107,38,92,367,122.3,-24.6,-35.2,-14,-25,507.1,421.4,382.1,328.6,436.8
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Robbery,257,295,246,148,270,798,266,-4.3,5.1,9.8,2,829,951.6,793.5,871,858.1
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Robbery,97,83,97,23,77,277,92.3,0,-20.6,-20.6,-17,388,332,388,308,369.2
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Robbery,64,41,49,19,39,154,51.3,-23.4,-39.1,-20.4,-24,355.6,227.8,272.2,216.7,285
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Robbery,155,117,112,53,109,384,128,-27.7,-29.7,-2.7,-15,418.9,316.2,302.7,294.6,345.9
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Robbery,120,129,101,52,101,350,116.7,-15.8,-15.8,0,-13,666.7,716.7,561.1,561.1,648.3
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Robbery,200,236,204,97,213,640,213.3,2,6.5,4.4,-0,689.7,813.8,703.4,734.5,735.5
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Robbery,48,36,26,17,33,110,36.7,-45.8,-31.2,26.9,-10,266.7,200,144.4,183.3,203.9
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Robbery,120,132,94,62,110,346,115.3,-21.7,-8.3,17,-5,461.5,507.7,361.5,423.1,443.5
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Robbery,82,76,73,31,66,231,77,-11,-19.5,-9.6,-14,292.9,271.4,260.7,235.7,275
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Robbery,51,48,51,25,48,150,50,0,-5.9,-5.9,-4,242.9,228.6,242.9,228.6,238.1
20G80,20,25.33626534,City Limits,37000,Robbery,77,92,72,24,50,241,80.3,-6.5,-35.1,-30.6,-38,208.1,248.6,194.6,135.1,217
21I10,21,0.00549966,Hobby Airport,0,Robbery,0,0,1,0,1,1,0.3,NA,NA,0,233,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Robbery,3,3,2,1,3,8,2.7,-33.3,0,50,11,NA,NA,NA,NA,NA
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Robbery,74,74,55,20,45,203,67.7,-25.7,-39.2,-18.2,-34,925,925,687.5,562.5,846.2
