beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
5F20,5,5.94082911,Spring Branch and Schwartz Park,42000,Robbery,152,184,139,44,100,475,158.3,-8.6,-34.2,-28.1,-37,361.9,438.1,331,238.1,376.9
4F10,4,4.13606469,"Timber Oaks, Shadow Oaks and Long Point Acres",23000,Robbery,63,62,58,24,53,183,61,-7.9,-15.9,-8.6,-13,273.9,269.6,252.2,230.4,265.2
20G50,20,5.88593521,"Nottingham, Yorkshire, Wilchester, Town and Country Village and Memorial City Shopping Center",30000,Robbery,37,34,32,12,27,103,34.3,-13.5,-27,-15.6,-21,123.3,113.3,106.7,90,114.3
4F20,4,5.85840284,"Claymore Park, Westbranch, Spring Shadows and Kempwood Forest",28000,Robbery,45,56,45,21,46,146,48.7,0,2.2,2.2,-6,160.7,200,160.7,164.3,173.9
20G60,20,4.54207617,"Barkers Landing, Fleetwood, Thornwood and Darrel Tully Stadium",22000,Robbery,33,35,32,20,33,100,33.3,-3,0,3.1,-1,150,159.1,145.5,150,151.4
4F30,4,26.30690179,"Addicks Reservoir Area, Claymore Park, Brittmore Village, Park Ten Place and Mayde Creek Farms",18000,Robbery,26,34,28,9,23,88,29.3,7.7,-11.5,-17.9,-22,144.4,188.9,155.6,127.8,162.8
24C10,24,5.44044978,Kingwood,13000,Robbery,9,8,10,1,6,27,9,11.1,-33.3,-40,-33,69.2,61.5,76.9,46.2,69.2
24C20,24,6.8291794,Kingwood,18000,Robbery,5,2,5,0,3,12,4,0,-40,-40,-25,27.8,11.1,27.8,16.7,22.2
24C30,24,9.78735527,Kingwood,29000,Robbery,2,5,4,1,1,11,3.7,100,-50,-75,-73,6.9,17.2,13.8,3.4,12.8
24C40,24,35.7992771,Kingwood,6000,Robbery,2,4,6,1,3,12,4,200,50,-50,-25,33.3,66.7,100,50,66.7
24C50,24,7.51791807,Kingwood,5000,Robbery,9,8,4,4,6,21,7,-55.6,-33.3,50,-14,180,160,80,120,140
24C60,24,4.86823328,Kingwood,21000,Robbery,3,5,0,2,2,8,2.7,-100,-33.3,NA,-26,14.3,23.8,0,9.5,12.9
HCC1,NA,NA,NA,NA,Robbery,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
HCC5,NA,NA,NA,NA,Robbery,1,0,0,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA
HCC7,NA,NA,NA,NA,Robbery,1,2,0,0,0,3,1,-100,-100,NA,-100,NA,NA,NA,NA,NA
HCSO,NA,NA,NA,NA,Robbery,31,27,5,2,3,63,21,-83.9,-90.3,-40,-86,NA,NA,NA,NA,NA
OOJ,NA,NA,NA,NA,Robbery,27,32,3,3,4,62,20.7,-88.9,-85.2,33.3,-81,NA,NA,NA,NA,NA
UH-3PD,NA,NA,NA,NA,Robbery,0,1,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
Unknown,NA,NA,NA,NA,Robbery,1,1,1,0,0,3,1,0,-100,-100,-100,NA,NA,NA,NA,NA
