beat,district,area_sq_mi,placename,population,offense_type,nibrs_class,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Disorderly conduct,90C,0,10,8,9,13,18,6,NA,NA,62.5,117,0,71.4,57.1,92.9,42.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Driving under the influence,90D,0,66,57,32,48,123,41,NA,NA,-15.8,17,0,471.4,407.1,342.9,292.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Drug equipment violations,35B,10,4,9,3,6,23,7.7,-10,-40,-33.3,-22,71.4,28.6,64.3,42.9,55
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"Drug, narcotic violations",35A,68,59,34,25,36,161,53.7,-50,-47.1,5.9,-33,485.7,421.4,242.9,257.1,383.6
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Drunkenness,90E,0,3,0,1,1,3,1,NA,NA,NA,0,0,21.4,0,7.1,7.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Embezzlement,270,5,4,8,3,4,17,5.7,60,-20,-50,-30,35.7,28.6,57.1,28.6,40.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"Extortion, Blackmail",210,1,1,4,1,4,6,2,300,300,0,100,7.1,7.1,28.6,28.6,14.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"False pretenses, swindle",26A,21,10,8,8,8,39,13,-61.9,-61.9,0,-38,150,71.4,57.1,57.1,92.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"Family offenses, no violence",90F,0,3,1,0,0,4,1.3,NA,NA,-100,-100,0,21.4,7.1,0,9.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Forcible fondling,11D,3,2,4,2,4,9,3,33.3,33.3,0,33,21.4,14.3,28.6,28.6,21.4
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Forcible rape,11A,4,2,4,2,3,10,3.3,0,-25,-25,-9,28.6,14.3,28.6,21.4,23.6
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Forcible sodomy,11B,3,1,3,1,1,7,2.3,0,-66.7,-66.7,-57,21.4,7.1,21.4,7.1,16.4
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,From coin-operated machine or device,23E,1,1,0,0,0,2,0.7,-100,-100,NA,-100,7.1,7.1,0,0,5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Gambling equipment violations,39C,1,0,0,0,0,1,0.3,-100,-100,NA,-100,7.1,0,0,0,2.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Hacking/Computer Invasion,26G,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,7.1,0,0,2.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Identify theft,26F,16,13,21,18,25,50,16.7,31.2,56.2,19,50,114.3,92.9,150,178.6,119.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Impersonation,26C,1,1,0,0,0,2,0.7,-100,-100,NA,-100,7.1,7.1,0,0,5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Intimidation,13C,72,104,104,75,119,280,93.3,44.4,65.3,14.4,28,514.3,742.9,742.9,850,666.4
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"Kidnapping, abduction",100,0,2,0,1,1,2,0.7,NA,NA,NA,43,0,14.3,0,7.1,5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Liquor law violations,90G,0,0,2,0,1,2,0.7,NA,NA,-50,43,0,0,14.3,7.1,5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Motor vehicle theft,240,100,112,94,65,101,306,102,-6,1,7.4,-1,714.3,800,671.4,721.4,728.6
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"Murder, non-negligent",09A,0,0,4,0,3,4,1.3,NA,NA,-25,131,0,0,28.6,21.4,9.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Peeping tom,90H,0,1,1,0,1,2,0.7,NA,NA,0,43,0,7.1,7.1,7.1,5
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Pocket-picking,23A,1,1,1,1,1,3,1,0,0,0,0,7.1,7.1,7.1,7.1,7.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,"Pornographs, obscene material",370,2,1,3,0,2,6,2,50,0,-33.3,0,14.3,7.1,21.4,14.3,14.3
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Prostitution,40A,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,7.1,0
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Purse-snatching,23B,2,0,1,1,1,3,1,-50,-50,0,0,14.3,0,7.1,7.1,7.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Robbery,120,54,34,48,38,66,136,45.3,-11.1,22.2,37.5,46,385.7,242.9,342.9,471.4,323.6
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Shoplifting,23C,86,255,176,97,181,517,172.3,104.7,110.5,2.8,5,614.3,1821.4,1257.1,1292.9,1230.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Simple assault,13B,173,115,135,103,154,423,141,-22,-11,14.1,9,1235.7,821.4,964.3,1100,1007.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Statutory rape,36B,1,0,0,1,1,1,0.3,-100,0,NA,233,7.1,0,0,7.1,2.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Stolen property offenses,280,4,2,1,0,0,7,2.3,-75,-100,-100,-100,28.6,14.3,7.1,0,16.4
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Theft from building,23D,24,24,14,4,9,62,20.7,-41.7,-62.5,-35.7,-57,171.4,171.4,100,64.3,147.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Theft from motor vehicle,23F,222,162,137,100,162,521,173.7,-38.3,-27,18.2,-7,1585.7,1157.1,978.6,1157.1,1240.7
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Theft of motor vehicle parts or accessory,23G,66,73,111,135,174,250,83.3,68.2,163.6,56.8,109,471.4,521.4,792.9,1242.9,595
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Trespass of real property,90J,0,19,23,30,40,42,14,NA,NA,73.9,186,0,135.7,164.3,285.7,100
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Weapon law violations,520,9,15,13,12,15,37,12.3,44.4,66.7,15.4,22,64.3,107.1,92.9,107.1,87.9
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Welfare fraud,26D,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,7.1,0,0,2.1
5F10,5,3.25978513,Afton Village and Pine Terrace,14000,Wire fraud,26E,0,0,3,0,2,3,1,NA,NA,-33.3,100,0,0,21.4,14.3,7.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Aggravated Assault,13A,149,207,216,152,204,572,190.7,45,36.9,-5.6,7,876.5,1217.6,1270.6,1200,1121.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,All other larceny,23H,274,244,255,190,277,773,257.7,-6.9,1.1,8.6,7,1611.8,1435.3,1500,1629.4,1515.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,All other offenses,90Z,0,132,166,117,172,298,99.3,NA,NA,3.6,73,0,776.5,976.5,1011.8,584.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Animal Cruelty,720,2,1,6,5,8,9,3,200,300,33.3,167,11.8,5.9,35.3,47.1,17.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Arson,200,3,5,6,7,9,14,4.7,100,200,50,91,17.6,29.4,35.3,52.9,27.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Assisting or promoting prostitution,40B,1,1,0,0,0,2,0.7,-100,-100,NA,-100,5.9,5.9,0,0,4.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Bad checks,90A,0,3,1,0,0,4,1.3,NA,NA,-100,-100,0,17.6,5.9,0,7.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Burglary, Breaking and Entering",220,235,227,218,116,191,680,226.7,-7.2,-18.7,-12.4,-16,1382.4,1335.3,1282.4,1123.5,1333.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Counterfeiting, forgery",250,60,41,24,24,27,125,41.7,-60,-55,12.5,-35,352.9,241.2,141.2,158.8,245.3
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Credit card, ATM fraud",26B,48,36,27,17,29,111,37,-43.8,-39.6,7.4,-22,282.4,211.8,158.8,170.6,217.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Curfew, loitering, vagrancy violations",90B,0,2,0,2,2,2,0.7,NA,NA,NA,186,0,11.8,0,11.8,4.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Destruction, damage, vandalism",290,355,354,362,228,342,1071,357,2,-3.7,-5.5,-4,2088.2,2082.4,2129.4,2011.8,2100
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Disorderly conduct,90C,0,20,23,12,17,43,14.3,NA,NA,-26.1,19,0,117.6,135.3,100,84.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Driving under the influence,90D,0,130,122,61,93,252,84,NA,NA,-23.8,11,0,764.7,717.6,547.1,494.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Drug equipment violations,35B,16,17,20,13,19,53,17.7,25,18.8,-5,7,94.1,100,117.6,111.8,104.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Drug, narcotic violations",35A,116,126,117,74,102,359,119.7,0.9,-12.1,-12.8,-15,682.4,741.2,688.2,600,704.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Drunkenness,90E,0,9,1,2,3,10,3.3,NA,NA,200,-9,0,52.9,5.9,17.6,19.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Embezzlement,270,21,14,4,6,6,39,13,-81,-71.4,50,-54,123.5,82.4,23.5,35.3,76.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Extortion, Blackmail",210,1,3,4,2,5,8,2.7,300,400,25,85,5.9,17.6,23.5,29.4,15.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"False pretenses, swindle",26A,56,33,39,18,30,128,42.7,-30.4,-46.4,-23.1,-30,329.4,194.1,229.4,176.5,251.2
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Family offenses, no violence",90F,0,8,5,4,7,13,4.3,NA,NA,40,63,0,47.1,29.4,41.2,25.3
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Forcible fondling,11D,7,5,11,5,7,23,7.7,57.1,0,-36.4,-9,41.2,29.4,64.7,41.2,45.3
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Forcible rape,11A,8,7,5,6,7,20,6.7,-37.5,-12.5,40,4,47.1,41.2,29.4,41.2,39.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Forcible sodomy,11B,5,3,3,2,2,11,3.7,-40,-60,-33.3,-46,29.4,17.6,17.6,11.8,21.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,From coin-operated machine or device,23E,0,5,2,1,2,7,2.3,NA,NA,0,-13,0,29.4,11.8,11.8,13.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Hacking/Computer Invasion,26G,3,2,3,2,3,8,2.7,0,0,0,11,17.6,11.8,17.6,17.6,15.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Human Trafficking/Commercial Sex Act,64A,2,1,2,0,0,5,1.7,0,-100,-100,-100,11.8,5.9,11.8,0,10
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Identify theft,26F,47,33,23,25,34,103,34.3,-51.1,-27.7,47.8,-1,276.5,194.1,135.3,200,201.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Impersonation,26C,11,4,1,2,3,16,5.3,-90.9,-72.7,200,-43,64.7,23.5,5.9,17.6,31.2
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Intimidation,13C,194,225,251,145,225,670,223.3,29.4,16,-10.4,1,1141.2,1323.5,1476.5,1323.5,1313.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Kidnapping, abduction",100,6,3,1,0,0,10,3.3,-83.3,-100,-100,-100,35.3,17.6,5.9,0,19.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Kidnapping, Abduction",100,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,11.8,0
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Liquor law violations,90G,0,1,6,1,3,7,2.3,NA,NA,-50,30,0,5.9,35.3,17.6,13.5
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Motor vehicle theft,240,293,317,289,196,294,899,299.7,-1.4,0.3,1.7,-2,1723.5,1864.7,1700,1729.4,1762.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Murder, non-negligent",09A,7,4,2,2,2,13,4.3,-71.4,-71.4,0,-53,41.2,23.5,11.8,11.8,25.3
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Negligent manslaughter,09B,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,1.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Pocket-picking,23A,3,2,5,4,7,10,3.3,66.7,133.3,40,112,17.6,11.8,29.4,41.2,19.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,"Pornographs, obscene material",370,4,6,4,4,7,14,4.7,0,75,75,49,23.5,35.3,23.5,41.2,27.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Prostitution,40A,3,0,0,4,4,3,1,-100,33.3,NA,300,17.6,0,0,23.5,5.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Purchasing prostitution,40C,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,1.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Purse-snatching,23B,9,6,3,4,6,18,6,-66.7,-33.3,100,0,52.9,35.3,17.6,35.3,35.3
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Robbery,120,152,128,98,83,120,378,126,-35.5,-21.1,22.4,-5,894.1,752.9,576.5,705.9,741.2
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Runaway,90I,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,5.9,5.9,1.8
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Sexual assault with an object,11C,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,5.9,5.9,0,4.1
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Shoplifting,23C,364,336,320,202,306,1020,340,-12.1,-15.9,-4.4,-10,2141.2,1976.5,1882.4,1800,2000
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Simple assault,13B,357,364,401,211,355,1122,374,12.3,-0.6,-11.5,-5,2100,2141.2,2358.8,2088.2,2200
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Statutory rape,36B,3,2,0,2,2,5,1.7,-100,-33.3,NA,18,17.6,11.8,0,11.8,10
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Stolen property offenses,280,14,9,9,6,8,32,10.7,-35.7,-42.9,-11.1,-25,82.4,52.9,52.9,47.1,62.9
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Theft from building,23D,66,44,34,20,32,144,48,-48.5,-51.5,-5.9,-33,388.2,258.8,200,188.2,282.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Theft from motor vehicle,23F,782,588,425,321,476,1795,598.3,-45.7,-39.1,12,-20,4600,3458.8,2500,2800,3519.4
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Theft of motor vehicle parts or accessory,23G,193,230,453,329,485,876,292,134.7,151.3,7.1,66,1135.3,1352.9,2664.7,2852.9,1717.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Trespass of real property,90J,0,55,37,53,63,92,30.7,NA,NA,70.3,105,0,323.5,217.6,370.6,180.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Weapon law violations,520,12,35,40,26,32,87,29,233.3,166.7,-20,10,70.6,205.9,235.3,188.2,170.6
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",17000,Welfare fraud,26D,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,5.9,0,1.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Aggravated Assault,13A,223,344,305,176,277,872,290.7,36.8,24.2,-9.2,-5,675.8,1042.4,924.2,839.4,880.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,All other larceny,23H,196,191,155,120,176,542,180.7,-20.9,-10.2,13.5,-3,593.9,578.8,469.7,533.3,547.6
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,All other offenses,90Z,0,195,231,133,202,426,142,NA,NA,-12.6,42,0,590.9,700,612.1,430.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Animal Cruelty,720,3,2,4,7,9,9,3,33.3,200,125,200,9.1,6.1,12.1,27.3,9.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Arson,200,7,6,6,6,8,19,6.3,-14.3,14.3,33.3,27,21.2,18.2,18.2,24.2,19.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Assisting or promoting prostitution,40B,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,3,0,0.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Bad checks,90A,0,1,2,0,0,3,1,NA,NA,-100,-100,0,3,6.1,0,3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Betting/wagering,39A,1,0,0,0,0,1,0.3,-100,-100,NA,-100,3,0,0,0,0.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Bribery,510,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,3,0,0.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Burglary, Breaking and Entering",220,175,156,178,124,182,509,169.7,1.7,4,2.2,7,530.3,472.7,539.4,551.5,514.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Counterfeiting, forgery",250,28,15,25,13,19,68,22.7,-10.7,-32.1,-24,-16,84.8,45.5,75.8,57.6,68.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Credit card, ATM fraud",26B,34,28,17,19,24,79,26.3,-50,-29.4,41.2,-9,103,84.8,51.5,72.7,79.7
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Curfew, loitering, vagrancy violations",90B,0,0,4,2,4,4,1.3,NA,NA,0,208,0,0,12.1,12.1,3.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Destruction, damage, vandalism",290,268,322,296,175,279,886,295.3,10.4,4.1,-5.7,-6,812.1,975.8,897,845.5,894.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Disorderly conduct,90C,0,42,43,30,45,85,28.3,NA,NA,4.7,59,0,127.3,130.3,136.4,85.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Driving under the influence,90D,0,168,130,84,130,298,99.3,NA,NA,0,31,0,509.1,393.9,393.9,300.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Drug equipment violations,35B,19,18,22,25,33,59,19.7,15.8,73.7,50,68,57.6,54.5,66.7,100,59.7
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Drug, narcotic violations",35A,119,130,161,103,150,410,136.7,35.3,26.1,-6.8,10,360.6,393.9,487.9,454.5,414.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Drunkenness,90E,0,12,5,0,1,17,5.7,NA,NA,-80,-82,0,36.4,15.2,3,17.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Embezzlement,270,3,3,0,3,3,6,2,-100,0,NA,50,9.1,9.1,0,9.1,6.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Extortion, Blackmail",210,2,3,5,3,6,10,3.3,150,200,20,82,6.1,9.1,15.2,18.2,10
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"False pretenses, swindle",26A,28,21,17,22,28,66,22,-39.3,0,64.7,27,84.8,63.6,51.5,84.8,66.7
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Family offenses, no violence",90F,0,9,9,10,11,18,6,NA,NA,22.2,83,0,27.3,27.3,33.3,18.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Forcible fondling,11D,5,12,14,6,12,31,10.3,180,140,-14.3,17,15.2,36.4,42.4,36.4,31.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Forcible rape,11A,6,7,7,6,11,20,6.7,16.7,83.3,57.1,64,18.2,21.2,21.2,33.3,20.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Forcible sodomy,11B,8,11,7,3,7,26,8.7,-12.5,-12.5,0,-20,24.2,33.3,21.2,21.2,26.4
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,From coin-operated machine or device,23E,6,3,0,1,1,9,3,-100,-83.3,NA,-67,18.2,9.1,0,3,9.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Hacking/Computer Invasion,26G,1,0,1,3,3,2,0.7,0,200,200,329,3,0,3,9.1,2.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Human Trafficking/Commercial Sex Act,64A,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,3,0,0.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Identify theft,26F,21,17,27,19,26,65,21.7,28.6,23.8,-3.7,20,63.6,51.5,81.8,78.8,65.8
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Impersonation,26C,8,2,1,0,0,11,3.7,-87.5,-100,-100,-100,24.2,6.1,3,0,11.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Intimidation,13C,242,285,319,159,249,846,282,31.8,2.9,-21.9,-12,733.3,863.6,966.7,754.5,854.5
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Kidnapping, abduction",100,1,4,6,1,3,11,3.7,500,200,-50,-19,3,12.1,18.2,9.1,11.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Kidnapping, Abduction",100,0,0,0,4,4,0,0,NA,NA,NA,NA,0,0,0,12.1,0
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Liquor law violations,90G,0,2,3,0,2,5,1.7,NA,NA,-33.3,18,0,6.1,9.1,6.1,5.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Motor vehicle theft,240,306,354,304,186,271,964,321.3,-0.7,-11.4,-10.9,-16,927.3,1072.7,921.2,821.2,973.6
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Murder, non-negligent",09A,7,8,9,5,6,24,8,28.6,-14.3,-33.3,-25,21.2,24.2,27.3,18.2,24.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Negligent manslaughter,09B,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3,0,0,0.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Pocket-picking,23A,4,4,4,1,3,12,4,0,-25,-25,-25,12.1,12.1,12.1,9.1,12.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,"Pornographs, obscene material",370,5,4,5,4,5,14,4.7,0,0,0,6,15.2,12.1,15.2,15.2,14.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Purse-snatching,23B,10,4,3,4,4,17,5.7,-70,-60,33.3,-30,30.3,12.1,9.1,12.1,17.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Robbery,120,188,149,183,101,153,520,173.3,-2.7,-18.6,-16.4,-12,569.7,451.5,554.5,463.6,525.2
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Sexual assault with an object,11C,1,0,1,0,0,2,0.7,0,-100,-100,-100,3,0,3,0,2.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Shoplifting,23C,143,204,94,92,116,441,147,-34.3,-18.9,23.4,-21,433.3,618.2,284.8,351.5,445.5
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Simple assault,13B,481,469,476,248,443,1426,475.3,-1,-7.9,-6.9,-7,1457.6,1421.2,1442.4,1342.4,1440.3
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Statutory rape,36B,0,2,0,0,0,2,0.7,NA,NA,NA,-100,0,6.1,0,0,2.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Stolen property offenses,280,11,14,11,10,13,36,12,0,18.2,18.2,8,33.3,42.4,33.3,39.4,36.4
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Theft from building,23D,29,34,35,18,29,98,32.7,20.7,0,-17.1,-11,87.9,103,106.1,87.9,99.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Theft from motor vehicle,23F,245,247,179,138,194,671,223.7,-26.9,-20.8,8.4,-13,742.4,748.5,542.4,587.9,677.9
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33000,Theft of motor vehicle parts or accessory,23G,81,94,152,90,135,327,109,87.7,66.7,-11.2,24,245.5,284.8,460.6,409.1,330.3
