beat,district,area_sq_mi,placename,population,offense_type,nibrs_class,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
23J40,23,3.03933481,Intercontinental Airport,0,All other larceny,23H,2,0,1,0,1,3,1,-50,-50,0,0,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,"Burglary, Breaking and Entering",220,1,0,0,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,"Counterfeiting, forgery",250,1,0,0,1,1,1,0.3,-100,0,NA,233,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,"Credit card, ATM fraud",26B,1,0,0,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Driving under the influence,90D,0,1,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Intimidation,13C,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,"Pornographs, obscene material",370,1,0,0,0,0,1,0.3,-100,-100,NA,-100,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Simple assault,13B,0,0,0,2,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Theft from building,23D,1,1,0,0,0,2,0.7,-100,-100,NA,-100,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Theft from motor vehicle,23F,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Theft of motor vehicle parts or accessory,23G,0,1,1,0,0,2,0.7,NA,NA,-100,-100,NA,NA,NA,NA,NA
23J40,23,3.03933481,Intercontinental Airport,0,Trespass of real property,90J,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Aggravated Assault,13A,4,6,1,2,3,11,3.7,-75,-25,200,-19,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,All other larceny,23H,49,26,39,33,47,114,38,-20.4,-4.1,20.5,24,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,All other offenses,90Z,0,22,37,30,44,59,19.7,NA,NA,18.9,123,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Arson,200,0,0,1,0,0,1,0.3,NA,NA,-100,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Burglary, Breaking and Entering",220,4,0,0,1,1,4,1.3,-100,-75,NA,-23,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Counterfeiting, forgery",250,3,4,2,1,1,9,3,-33.3,-66.7,-50,-67,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Credit card, ATM fraud",26B,4,3,2,1,2,9,3,-50,-50,0,-33,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Curfew, loitering, vagrancy violations",90B,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Destruction, damage, vandalism",290,10,13,12,18,22,35,11.7,20,120,83.3,88,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Disorderly conduct,90C,0,3,9,1,6,12,4,NA,NA,-33.3,50,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Driving under the influence,90D,0,3,3,1,1,6,2,NA,NA,-66.7,-50,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Drug equipment violations,35B,4,2,3,1,1,9,3,-25,-75,-66.7,-67,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Drug, narcotic violations",35A,19,21,19,30,36,59,19.7,0,89.5,89.5,83,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Drunkenness,90E,0,8,5,3,5,13,4.3,NA,NA,0,16,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Embezzlement,270,2,0,1,1,2,3,1,-50,0,100,100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"False pretenses, swindle",26A,6,6,5,10,11,17,5.7,-16.7,83.3,120,93,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Family offenses, no violence",90F,0,1,1,0,0,2,0.7,NA,NA,-100,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Forcible fondling,11D,0,1,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Hacking/Computer Invasion,26G,0,1,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Identify theft,26F,1,4,0,0,0,5,1.7,-100,-100,NA,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Intimidation,13C,13,5,14,8,11,32,10.7,7.7,-15.4,-21.4,3,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Motor vehicle theft,240,19,14,32,24,35,65,21.7,68.4,84.2,9.4,61,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Pocket-picking,23A,1,0,0,1,1,1,0.3,-100,0,NA,233,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,"Pornographs, obscene material",370,1,0,1,0,1,2,0.7,0,0,0,43,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Purse-snatching,23B,0,1,0,0,0,1,0.3,NA,NA,NA,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Robbery,120,0,1,0,1,1,1,0.3,NA,NA,NA,233,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Shoplifting,23C,0,0,3,1,3,3,1,NA,NA,0,200,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Simple assault,13B,16,10,22,20,25,48,16,37.5,56.2,13.6,56,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Stolen property offenses,280,0,0,1,0,0,1,0.3,NA,NA,-100,-100,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Theft from building,23D,25,10,10,9,14,45,15,-60,-44,40,-7,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Theft from motor vehicle,23F,10,11,6,7,9,27,9,-40,-10,50,0,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Theft of motor vehicle parts or accessory,23G,27,9,25,22,28,61,20.3,-7.4,3.7,12,38,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Trespass of real property,90J,0,63,73,43,67,136,45.3,NA,NA,-8.2,48,NA,NA,NA,NA,NA
23J50,23,2.12389492,Intercontinental Airport,0,Weapon law violations,520,72,50,79,80,112,201,67,9.7,55.6,41.8,67,NA,NA,NA,NA,NA
1A10,1,1.74646692,Downtown Central Business District,17000,Aggravated Assault,13A,182,180,193,118,180,555,185,6,-1.1,-6.7,-3,1070.6,1058.8,1135.3,1058.8,1088.2
1A10,1,1.74646692,Downtown Central Business District,17000,All other larceny,23H,600,318,337,277,404,1255,418.3,-43.8,-32.7,19.9,-3,3529.4,1870.6,1982.4,2376.5,2460.6
1A10,1,1.74646692,Downtown Central Business District,17000,All other offenses,90Z,0,327,401,216,348,728,242.7,NA,NA,-13.2,43,0,1923.5,2358.8,2047.1,1427.6
1A10,1,1.74646692,Downtown Central Business District,17000,Animal Cruelty,720,3,3,6,1,3,12,4,100,0,-50,-25,17.6,17.6,35.3,17.6,23.5
1A10,1,1.74646692,Downtown Central Business District,17000,Arson,200,2,6,17,4,8,25,8.3,750,300,-52.9,-4,11.8,35.3,100,47.1,48.8
1A10,1,1.74646692,Downtown Central Business District,17000,Assisting or promoting prostitution,40B,4,1,2,0,1,7,2.3,-50,-75,-50,-57,23.5,5.9,11.8,5.9,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,Bad checks,90A,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,5.9,5.9,0,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,Bribery,510,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,"Burglary, Breaking and Entering",220,76,77,65,56,76,218,72.7,-14.5,0,16.9,5,447.1,452.9,382.4,447.1,427.6
1A10,1,1.74646692,Downtown Central Business District,17000,"Counterfeiting, forgery",250,61,22,37,39,54,120,40,-39.3,-11.5,45.9,35,358.8,129.4,217.6,317.6,235.3
1A10,1,1.74646692,Downtown Central Business District,17000,"Credit card, ATM fraud",26B,63,25,35,31,46,123,41,-44.4,-27,31.4,12,370.6,147.1,205.9,270.6,241.2
1A10,1,1.74646692,Downtown Central Business District,17000,"Curfew, loitering, vagrancy violations",90B,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,5.9,5.9,0,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,"Destruction, damage, vandalism",290,292,335,301,212,311,928,309.3,3.1,6.5,3.3,1,1717.6,1970.6,1770.6,1829.4,1819.4
1A10,1,1.74646692,Downtown Central Business District,17000,Disorderly conduct,90C,0,70,55,41,56,125,41.7,NA,NA,1.8,34,0,411.8,323.5,329.4,245.3
1A10,1,1.74646692,Downtown Central Business District,17000,Driving under the influence,90D,0,129,171,72,120,300,100,NA,NA,-29.8,20,0,758.8,1005.9,705.9,588.2
1A10,1,1.74646692,Downtown Central Business District,17000,Drug equipment violations,35B,10,19,24,10,18,53,17.7,140,80,-25,2,58.8,111.8,141.2,105.9,104.1
1A10,1,1.74646692,Downtown Central Business District,17000,"Drug, narcotic violations",35A,106,114,193,97,161,413,137.7,82.1,51.9,-16.6,17,623.5,670.6,1135.3,947.1,810
1A10,1,1.74646692,Downtown Central Business District,17000,Drunkenness,90E,0,43,28,4,10,71,23.7,NA,NA,-64.3,-58,0,252.9,164.7,58.8,139.4
1A10,1,1.74646692,Downtown Central Business District,17000,Embezzlement,270,5,7,4,1,2,16,5.3,-20,-60,-50,-62,29.4,41.2,23.5,11.8,31.2
1A10,1,1.74646692,Downtown Central Business District,17000,"Extortion, Blackmail",210,1,3,3,1,1,7,2.3,200,0,-66.7,-57,5.9,17.6,17.6,5.9,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,"False pretenses, swindle",26A,105,48,63,44,63,216,72,-40,-40,0,-12,617.6,282.4,370.6,370.6,423.5
1A10,1,1.74646692,Downtown Central Business District,17000,"Family offenses, no violence",90F,0,1,4,4,6,5,1.7,NA,NA,50,253,0,5.9,23.5,35.3,10
1A10,1,1.74646692,Downtown Central Business District,17000,Forcible fondling,11D,7,4,12,8,14,23,7.7,71.4,100,16.7,82,41.2,23.5,70.6,82.4,45.3
1A10,1,1.74646692,Downtown Central Business District,17000,Forcible rape,11A,13,12,10,4,10,35,11.7,-23.1,-23.1,0,-15,76.5,70.6,58.8,58.8,68.8
1A10,1,1.74646692,Downtown Central Business District,17000,Forcible sodomy,11B,6,8,11,4,5,25,8.3,83.3,-16.7,-54.5,-40,35.3,47.1,64.7,29.4,48.8
1A10,1,1.74646692,Downtown Central Business District,17000,From coin-operated machine or device,23E,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,5.9,0,0,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,Gambling equipment violations,39C,1,0,1,1,1,2,0.7,0,0,0,43,5.9,0,5.9,5.9,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,Hacking/Computer Invasion,26G,3,3,3,3,4,9,3,0,33.3,33.3,33,17.6,17.6,17.6,23.5,17.6
1A10,1,1.74646692,Downtown Central Business District,17000,Human Trafficking/Commercial Sex Act,64A,4,1,3,1,2,8,2.7,-25,-50,-33.3,-26,23.5,5.9,17.6,11.8,15.9
1A10,1,1.74646692,Downtown Central Business District,17000,Human Trafficking/Involuntary Servitude,64B,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,5.9,5.9,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,Identify theft,26F,50,52,101,34,56,203,67.7,102,12,-44.6,-17,294.1,305.9,594.1,329.4,398.2
1A10,1,1.74646692,Downtown Central Business District,17000,Impersonation,26C,17,3,4,2,2,24,8,-76.5,-88.2,-50,-75,100,17.6,23.5,11.8,47.1
1A10,1,1.74646692,Downtown Central Business District,17000,Intimidation,13C,204,226,237,186,263,667,222.3,16.2,28.9,11,18,1200,1329.4,1394.1,1547.1,1307.6
1A10,1,1.74646692,Downtown Central Business District,17000,"Kidnapping, abduction",100,1,2,4,0,2,7,2.3,300,100,-50,-13,5.9,11.8,23.5,11.8,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,"Kidnapping, Abduction",100,0,0,0,5,5,0,0,NA,NA,NA,NA,0,0,0,29.4,0
1A10,1,1.74646692,Downtown Central Business District,17000,Liquor law violations,90G,0,1,2,6,6,3,1,NA,NA,200,500,0,5.9,11.8,35.3,5.9
1A10,1,1.74646692,Downtown Central Business District,17000,Motor vehicle theft,240,155,146,237,186,284,538,179.3,52.9,83.2,19.8,58,911.8,858.8,1394.1,1670.6,1054.7
1A10,1,1.74646692,Downtown Central Business District,17000,"Murder, non-negligent",09A,2,2,3,2,3,7,2.3,50,50,0,30,11.8,11.8,17.6,17.6,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,Pocket-picking,23A,29,13,9,3,4,51,17,-69,-86.2,-55.6,-76,170.6,76.5,52.9,23.5,100
1A10,1,1.74646692,Downtown Central Business District,17000,"Pornographs, obscene material",370,45,53,50,45,56,148,49.3,11.1,24.4,12,14,264.7,311.8,294.1,329.4,290
1A10,1,1.74646692,Downtown Central Business District,17000,Prostitution,40A,21,3,22,8,20,46,15.3,4.8,-4.8,-9.1,31,123.5,17.6,129.4,117.6,90
1A10,1,1.74646692,Downtown Central Business District,17000,Purchasing prostitution,40C,5,5,0,4,4,10,3.3,-100,-20,NA,21,29.4,29.4,0,23.5,19.4
1A10,1,1.74646692,Downtown Central Business District,17000,Purse-snatching,23B,12,8,13,5,13,33,11,8.3,8.3,0,18,70.6,47.1,76.5,76.5,64.7
1A10,1,1.74646692,Downtown Central Business District,17000,Robbery,120,92,90,69,47,63,251,83.7,-25,-31.5,-8.7,-25,541.2,529.4,405.9,370.6,492.4
1A10,1,1.74646692,Downtown Central Business District,17000,Sexual assault with an object,11C,1,1,0,0,0,2,0.7,-100,-100,NA,-100,5.9,5.9,0,0,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,Shoplifting,23C,79,91,138,79,134,308,102.7,74.7,69.6,-2.9,30,464.7,535.3,811.8,788.2,604.1
1A10,1,1.74646692,Downtown Central Business District,17000,Simple assault,13B,548,299,399,298,426,1246,415.3,-27.2,-22.3,6.8,3,3223.5,1758.8,2347.1,2505.9,2442.9
1A10,1,1.74646692,Downtown Central Business District,17000,Statutory rape,36B,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,5.9,0,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,Stolen property offenses,280,3,5,9,6,6,17,5.7,200,100,-33.3,5,17.6,29.4,52.9,35.3,33.5
1A10,1,1.74646692,Downtown Central Business District,17000,Theft from building,23D,150,54,58,27,53,262,87.3,-61.3,-64.7,-8.6,-39,882.4,317.6,341.2,311.8,513.5
1A10,1,1.74646692,Downtown Central Business District,17000,Theft from motor vehicle,23F,601,361,275,384,504,1237,412.3,-54.2,-16.1,83.3,22,3535.3,2123.5,1617.6,2964.7,2425.3
1A10,1,1.74646692,Downtown Central Business District,17000,Theft of motor vehicle parts or accessory,23G,33,32,97,91,133,162,54,193.9,303,37.1,146,194.1,188.2,570.6,782.4,317.6
1A10,1,1.74646692,Downtown Central Business District,17000,Trespass of real property,90J,0,156,207,167,234,363,121,NA,NA,13,93,0,917.6,1217.6,1376.5,711.8
1A10,1,1.74646692,Downtown Central Business District,17000,Weapon law violations,520,15,27,37,16,25,79,26.3,146.7,66.7,-32.4,-5,88.2,158.8,217.6,147.1,154.7
1A10,1,1.74646692,Downtown Central Business District,17000,Wire fraud,26E,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,1.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Aggravated Assault,13A,112,115,186,110,160,413,137.7,66.1,42.9,-14,16,414.8,425.9,688.9,592.6,510
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,All other larceny,23H,419,386,432,255,404,1237,412.3,3.1,-3.6,-6.5,-2,1551.9,1429.6,1600,1496.3,1527
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,All other offenses,90Z,0,173,181,130,186,354,118,NA,NA,2.8,58,0,640.7,670.4,688.9,437
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Animal Cruelty,720,3,2,3,2,2,8,2.7,0,-33.3,-33.3,-26,11.1,7.4,11.1,7.4,10
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Arson,200,4,5,2,2,2,11,3.7,-50,-50,0,-46,14.8,18.5,7.4,7.4,13.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Assisting or promoting prostitution,40B,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3.7,0,0,1.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Bad checks,90A,0,1,1,0,1,2,0.7,NA,NA,0,43,0,3.7,3.7,3.7,2.6
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Burglary, Breaking and Entering",220,309,304,217,130,214,830,276.7,-29.8,-30.7,-1.4,-23,1144.4,1125.9,803.7,792.6,1024.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Counterfeiting, forgery",250,35,33,52,32,47,120,40,48.6,34.3,-9.6,18,129.6,122.2,192.6,174.1,148.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Credit card, ATM fraud",26B,81,42,50,35,53,173,57.7,-38.3,-34.6,6,-8,300,155.6,185.2,196.3,213.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Destruction, damage, vandalism",290,326,352,413,254,374,1091,363.7,26.7,14.7,-9.4,3,1207.4,1303.7,1529.6,1385.2,1347
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Disorderly conduct,90C,0,45,39,28,43,84,28,NA,NA,10.3,54,0,166.7,144.4,159.3,103.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Driving under the influence,90D,0,117,151,89,138,268,89.3,NA,NA,-8.6,55,0,433.3,559.3,511.1,330.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Drug equipment violations,35B,31,28,18,19,27,77,25.7,-41.9,-12.9,50,5,114.8,103.7,66.7,100,95.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Drug, narcotic violations",35A,75,60,54,40,58,189,63,-28,-22.7,7.4,-8,277.8,222.2,200,214.8,233.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Drunkenness,90E,0,29,27,8,13,56,18.7,NA,NA,-51.9,-30,0,107.4,100,48.1,69.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Embezzlement,270,4,4,2,2,4,10,3.3,-50,0,100,21,14.8,14.8,7.4,14.8,12.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Extortion, Blackmail",210,0,5,2,4,5,7,2.3,NA,NA,150,117,0,18.5,7.4,18.5,8.5
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"False pretenses, swindle",26A,57,46,45,30,45,148,49.3,-21.1,-21.1,0,-9,211.1,170.4,166.7,166.7,182.6
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Family offenses, no violence",90F,0,3,4,2,3,7,2.3,NA,NA,-25,30,0,11.1,14.8,11.1,8.5
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Forcible fondling,11D,8,7,13,6,12,28,9.3,62.5,50,-7.7,29,29.6,25.9,48.1,44.4,34.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Forcible rape,11A,11,11,7,6,7,29,9.7,-36.4,-36.4,0,-28,40.7,40.7,25.9,25.9,35.9
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Forcible sodomy,11B,10,6,6,8,10,22,7.3,-40,0,66.7,37,37,22.2,22.2,37,27
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,From coin-operated machine or device,23E,3,1,1,1,1,5,1.7,-66.7,-66.7,0,-41,11.1,3.7,3.7,3.7,6.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Hacking/Computer Invasion,26G,0,3,3,2,4,6,2,NA,NA,33.3,100,0,11.1,11.1,14.8,7.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Human Trafficking/Commercial Sex Act,64A,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3.7,0,0,1.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Identify theft,26F,39,37,59,40,55,135,45,51.3,41,-6.8,22,144.4,137,218.5,203.7,166.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Impersonation,26C,5,0,5,1,3,10,3.3,0,-40,-40,-9,18.5,0,18.5,11.1,12.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Intimidation,13C,142,210,219,126,198,571,190.3,54.2,39.4,-9.6,4,525.9,777.8,811.1,733.3,704.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Kidnapping, abduction",100,5,2,1,0,1,8,2.7,-80,-80,0,-63,18.5,7.4,3.7,3.7,10
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Kidnapping, Abduction",100,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,7.4,0
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Liquor law violations,90G,0,2,1,6,7,3,1,NA,NA,600,600,0,7.4,3.7,25.9,3.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Motor vehicle theft,240,179,199,264,246,335,642,214,47.5,87.2,26.9,57,663,737,977.8,1240.7,792.6
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Murder, non-negligent",09A,2,3,4,2,3,9,3,100,50,-25,0,7.4,11.1,14.8,11.1,11.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Pocket-picking,23A,12,6,12,8,12,30,10,0,0,0,20,44.4,22.2,44.4,44.4,37
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Pornographs, obscene material",370,2,4,4,5,6,10,3.3,100,200,50,82,7.4,14.8,14.8,22.2,12.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Prostitution,40A,2,0,1,1,2,3,1,-50,0,100,100,7.4,0,3.7,7.4,3.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Purse-snatching,23B,8,4,10,2,5,22,7.3,25,-37.5,-50,-32,29.6,14.8,37,18.5,27
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Robbery,120,88,96,109,68,96,293,97.7,23.9,9.1,-11.9,-2,325.9,355.6,403.7,355.6,361.9
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Sexual assault with an object,11C,2,0,1,0,0,3,1,-50,-100,-100,-100,7.4,0,3.7,0,3.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Shoplifting,23C,158,306,154,94,131,618,206,-2.5,-17.1,-14.9,-36,585.2,1133.3,570.4,485.2,763
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Simple assault,13B,414,335,378,262,388,1127,375.7,-8.7,-6.3,2.6,3,1533.3,1240.7,1400,1437,1391.5
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Stolen property offenses,280,1,0,3,3,3,4,1.3,200,200,0,131,3.7,0,11.1,11.1,4.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Theft from building,23D,79,38,64,35,54,181,60.3,-19,-31.6,-15.6,-10,292.6,140.7,237,200,223.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Theft from motor vehicle,23F,1663,1225,1338,850,1272,4226,1408.7,-19.5,-23.5,-4.9,-10,6159.3,4537,4955.6,4711.1,5217.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Theft of motor vehicle parts or accessory,23G,58,90,215,198,279,363,121,270.7,381,29.8,131,214.8,333.3,796.3,1033.3,448.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Trespass of real property,90J,0,137,152,151,204,289,96.3,NA,NA,34.2,112,0,507.4,563,755.6,356.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Weapon law violations,520,9,13,27,15,22,49,16.3,200,144.4,-18.5,35,33.3,48.1,100,81.5,60.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Wire fraud,26E,1,0,1,1,1,2,0.7,0,0,0,43,3.7,0,3.7,3.7,2.6
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Aggravated Assault,13A,74,81,88,60,98,243,81,18.9,32.4,11.4,21,274.1,300,325.9,363,300
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,All other larceny,23H,252,232,208,165,230,692,230.7,-17.5,-8.7,10.6,-0,933.3,859.3,770.4,851.9,854.4
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,All other offenses,90Z,0,177,126,104,154,303,101,NA,NA,22.2,52,0,655.6,466.7,570.4,374.1
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Animal Cruelty,720,4,0,2,2,2,6,2,-50,-50,0,0,14.8,0,7.4,7.4,7.4
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Arson,200,2,3,4,2,3,9,3,100,50,-25,0,7.4,11.1,14.8,11.1,11.1
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Assisting or promoting prostitution,40B,1,0,1,0,0,2,0.7,0,-100,-100,-100,3.7,0,3.7,0,2.6
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Bad checks,90A,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,3.7,3.7,0,2.6
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Bribery,510,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3.7,0,0,1.1
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,"Burglary, Breaking and Entering",220,236,205,182,92,166,623,207.7,-22.9,-29.7,-8.8,-20,874.1,759.3,674.1,614.8,769.3
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,"Counterfeiting, forgery",250,35,31,56,50,72,122,40.7,60,105.7,28.6,77,129.6,114.8,207.4,266.7,150.7
