beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,NA,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Arson,1,0,2,1,0,0,3,1,100,-100,-100,-100,8.3,0,16.7,0,8.3
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Assault,254,313,304,150,0,0,871,290.3,19.7,-100,-100,-100,2116.7,2608.3,2533.3,0,2419.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Auto Theft,111,131,215,94,0,0,457,152.3,93.7,-100,-100,-100,925,1091.7,1791.7,0,1269.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Burglary,82,90,96,54,0,0,268,89.3,17.1,-100,-100,-100,683.3,750,800,0,744.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Drug Offenses,27,17,26,14,0,0,70,23.3,-3.7,-100,-100,-100,225,141.7,216.7,0,194.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Kidnapping,0,1,0,1,0,0,1,0.3,NA,NA,NA,-100,0,8.3,0,0,2.5
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Murder,0,2,1,1,0,0,3,1,NA,NA,-100,-100,0,16.7,8.3,0,8.3
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Other,321,376,408,145,0,0,1105,368.3,27.1,-100,-100,-100,2675,3133.3,3400,0,3069.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Robbery,37,25,30,12,0,0,92,30.7,-18.9,-100,-100,-100,308.3,208.3,250,0,255.8
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Sexual Assault,8,7,8,8,0,0,23,7.7,0,-100,-100,-100,66.7,58.3,66.7,0,64.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Theft,934,863,901,489,0,0,2698,899.3,-3.5,-100,-100,-100,7783.3,7191.7,7508.3,0,7494.2
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Arson,4,7,4,3,0,0,15,5,0,-100,-100,-100,17.4,30.4,17.4,0,21.7
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Assault,632,735,660,377,0,0,2027,675.7,4.4,-100,-100,-100,2747.8,3195.7,2869.6,0,2937.8
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Auto Theft,289,279,274,134,0,0,842,280.7,-5.2,-100,-100,-100,1256.5,1213,1191.3,0,1220.4
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Burglary,166,171,116,46,0,0,453,151,-30.1,-100,-100,-100,721.7,743.5,504.3,0,656.5
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Drug Offenses,127,65,104,54,0,0,296,98.7,-18.1,-100,-100,-100,552.2,282.6,452.2,0,429.1
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Kidnapping,6,4,1,3,0,0,11,3.7,-83.3,-100,-100,-100,26.1,17.4,4.3,0,16.1
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Murder,2,4,6,5,0,0,12,4,200,-100,-100,-100,8.7,17.4,26.1,0,17.4
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Other,438,793,640,328,0,0,1871,623.7,46.1,-100,-100,-100,1904.3,3447.8,2782.6,0,2711.7
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Robbery,160,114,94,43,0,0,368,122.7,-41.2,-100,-100,-100,695.7,495.7,408.7,0,533.5
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Sexual Assault,30,20,25,8,0,0,75,25,-16.7,-100,-100,-100,130.4,87,108.7,0,108.7
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Theft,572,615,614,310,0,0,1801,600.3,7.3,-100,-100,-100,2487,2673.9,2669.6,0,2610
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Arson,11,7,5,0,0,0,23,7.7,-54.5,-100,-100,-100,30.6,19.4,13.9,0,21.4
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Assault,1173,1252,1012,566,0,0,3437,1145.7,-13.7,-100,-100,-100,3258.3,3477.8,2811.1,0,3182.5
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Auto Theft,262,351,321,140,0,0,934,311.3,22.5,-100,-100,-100,727.8,975,891.7,0,864.7
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Burglary,328,256,243,133,0,0,827,275.7,-25.9,-100,-100,-100,911.1,711.1,675,0,765.8
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Drug Offenses,221,240,235,84,0,0,696,232,6.3,-100,-100,-100,613.9,666.7,652.8,0,644.4
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Kidnapping,4,7,2,2,0,0,13,4.3,-50,-100,-100,-100,11.1,19.4,5.6,0,11.9
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Murder,11,4,14,7,0,0,29,9.7,27.3,-100,-100,-100,30.6,11.1,38.9,0,26.9
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Other,802,1263,1237,634,0,0,3302,1100.7,54.2,-100,-100,-100,2227.8,3508.3,3436.1,0,3057.5
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Robbery,223,210,184,80,0,0,617,205.7,-17.5,-100,-100,-100,619.4,583.3,511.1,0,571.4
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Sexual Assault,31,31,22,18,0,0,84,28,-29,-100,-100,-100,86.1,86.1,61.1,0,77.8
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Theft,937,872,878,437,0,0,2687,895.7,-6.3,-100,-100,-100,2602.8,2422.2,2438.9,0,2488.1
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Arson,1,0,1,0,0,0,2,0.7,0,-100,-100,-100,50,0,50,0,35
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Assault,49,52,56,27,0,0,157,52.3,14.3,-100,-100,-100,2450,2600,2800,0,2615
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Auto Theft,64,41,68,15,0,0,173,57.7,6.2,-100,-100,-100,3200,2050,3400,0,2885
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Burglary,12,10,13,6,0,0,35,11.7,8.3,-100,-100,-100,600,500,650,0,585
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Drug Offenses,13,21,16,6,0,0,50,16.7,23.1,-100,-100,-100,650,1050,800,0,835
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Murder,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,50,0,0,15
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Other,43,143,109,48,0,0,295,98.3,153.5,-100,-100,-100,2150,7150,5450,0,4915
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Robbery,7,2,2,0,0,0,11,3.7,-71.4,-100,-100,-100,350,100,100,0,185
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Sexual Assault,5,1,0,1,0,0,6,2,-100,-100,NA,-100,250,50,0,0,100
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Theft,52,71,59,33,0,0,182,60.7,13.5,-100,-100,-100,2600,3550,2950,0,3035
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Arson,2,1,3,0,0,0,6,2,50,-100,-100,-100,15.4,7.7,23.1,0,15.4
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Assault,185,227,204,116,0,0,616,205.3,10.3,-100,-100,-100,1423.1,1746.2,1569.2,0,1579.2
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Auto Theft,67,90,95,49,0,0,252,84,41.8,-100,-100,-100,515.4,692.3,730.8,0,646.2
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Burglary,66,77,35,33,0,0,178,59.3,-47,-100,-100,-100,507.7,592.3,269.2,0,456.2
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Drug Offenses,24,22,18,12,0,0,64,21.3,-25,-100,-100,-100,184.6,169.2,138.5,0,163.8
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Kidnapping,0,3,2,0,0,0,5,1.7,NA,NA,-100,-100,0,23.1,15.4,0,13.1
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Murder,0,3,1,2,0,0,4,1.3,NA,NA,-100,-100,0,23.1,7.7,0,10
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Other,109,206,224,105,0,0,539,179.7,105.5,-100,-100,-100,838.5,1584.6,1723.1,0,1382.3
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Robbery,24,44,30,16,0,0,98,32.7,25,-100,-100,-100,184.6,338.5,230.8,0,251.5
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Sexual Assault,8,15,1,4,0,0,24,8,-87.5,-100,-100,-100,61.5,115.4,7.7,0,61.5
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Theft,253,249,252,122,0,0,754,251.3,-0.4,-100,-100,-100,1946.2,1915.4,1938.5,0,1933.1
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Arson,12,12,10,3,0,0,34,11.3,-16.7,-100,-100,-100,70.6,70.6,58.8,0,66.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Assault,1140,1209,1040,492,0,0,3389,1129.7,-8.8,-100,-100,-100,6705.9,7111.8,6117.6,0,6645.3
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Auto Theft,119,94,105,44,0,0,318,106,-11.8,-100,-100,-100,700,552.9,617.6,0,623.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Burglary,242,205,126,68,0,0,573,191,-47.9,-100,-100,-100,1423.5,1205.9,741.2,0,1123.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Drug Offenses,251,210,139,54,0,0,600,200,-44.6,-100,-100,-100,1476.5,1235.3,817.6,0,1176.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Kidnapping,0,5,5,1,0,0,10,3.3,NA,NA,-100,-100,0,29.4,29.4,0,19.4
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Murder,11,14,13,3,0,0,38,12.7,18.2,-100,-100,-100,64.7,82.4,76.5,0,74.7
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Other,520,851,1071,491,0,0,2442,814,106,-100,-100,-100,3058.8,5005.9,6300,0,4788.2
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Robbery,148,135,108,47,0,0,391,130.3,-27,-100,-100,-100,870.6,794.1,635.3,0,766.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Sexual Assault,21,31,19,8,0,0,71,23.7,-9.5,-100,-100,-100,123.5,182.4,111.8,0,139.4
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Theft,708,543,501,255,0,0,1752,584,-29.2,-100,-100,-100,4164.7,3194.1,2947.1,0,3435.3
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Arson,27,12,10,7,0,0,49,16.3,-63,-100,-100,-100,96.4,42.9,35.7,0,58.2
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Assault,1828,2056,1856,892,0,0,5740,1913.3,1.5,-100,-100,-100,6528.6,7342.9,6628.6,0,6833.2
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Auto Theft,150,160,132,95,0,0,442,147.3,-12,-100,-100,-100,535.7,571.4,471.4,0,526.1
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Burglary,409,291,285,120,0,0,985,328.3,-30.3,-100,-100,-100,1460.7,1039.3,1017.9,0,1172.5
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Drug Offenses,350,342,277,130,0,0,969,323,-20.9,-100,-100,-100,1250,1221.4,989.3,0,1153.6
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Kidnapping,9,9,1,0,0,0,19,6.3,-88.9,-100,-100,-100,32.1,32.1,3.6,0,22.5
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Murder,15,22,18,7,0,0,55,18.3,20,-100,-100,-100,53.6,78.6,64.3,0,65.4
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Other,913,1479,1784,826,0,0,4176,1392,95.4,-100,-100,-100,3260.7,5282.1,6371.4,0,4971.4
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Robbery,232,167,146,79,0,0,545,181.7,-37.1,-100,-100,-100,828.6,596.4,521.4,0,648.9
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Sexual Assault,43,38,37,11,0,0,118,39.3,-14,-100,-100,-100,153.6,135.7,132.1,0,140.4
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Theft,802,731,547,362,0,0,2080,693.3,-31.8,-100,-100,-100,2864.3,2610.7,1953.6,0,2476.1
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Arson,7,8,11,2,0,0,26,8.7,57.1,-100,-100,-100,33.3,38.1,52.4,0,41.4
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Assault,883,946,876,426,0,0,2705,901.7,-0.8,-100,-100,-100,4204.8,4504.8,4171.4,0,4293.8
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Auto Theft,76,102,82,50,0,0,260,86.7,7.9,-100,-100,-100,361.9,485.7,390.5,0,412.9
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Burglary,184,155,126,64,0,0,465,155,-31.5,-100,-100,-100,876.2,738.1,600,0,738.1
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Drug Offenses,161,139,110,62,0,0,410,136.7,-31.7,-100,-100,-100,766.7,661.9,523.8,0,651
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Kidnapping,3,4,4,6,0,0,11,3.7,33.3,-100,-100,-100,14.3,19,19,0,17.6
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Murder,6,7,8,5,0,0,21,7,33.3,-100,-100,-100,28.6,33.3,38.1,0,33.3
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Other,414,769,803,431,0,0,1986,662,94,-100,-100,-100,1971.4,3661.9,3823.8,0,3152.4
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Robbery,110,63,52,39,0,0,225,75,-52.7,-100,-100,-100,523.8,300,247.6,0,357.1
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Sexual Assault,21,14,8,7,0,0,43,14.3,-61.9,-100,-100,-100,100,66.7,38.1,0,68.1
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Theft,334,319,268,127,0,0,921,307,-19.8,-100,-100,-100,1590.5,1519,1276.2,0,1461.9
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Arson,10,15,7,3,0,0,32,10.7,-30,-100,-100,-100,47.6,71.4,33.3,0,51
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Assault,715,777,766,378,0,0,2258,752.7,7.1,-100,-100,-100,3404.8,3700,3647.6,0,3584.3
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Auto Theft,73,71,85,48,0,0,229,76.3,16.4,-100,-100,-100,347.6,338.1,404.8,0,363.3
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Burglary,115,116,87,60,0,0,318,106,-24.3,-100,-100,-100,547.6,552.4,414.3,0,504.8
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Drug Offenses,63,68,60,42,0,0,191,63.7,-4.8,-100,-100,-100,300,323.8,285.7,0,303.3
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Kidnapping,2,4,3,0,0,0,9,3,50,-100,-100,-100,9.5,19,14.3,0,14.3
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Murder,4,8,2,5,0,0,14,4.7,-50,-100,-100,-100,19,38.1,9.5,0,22.4
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Other,325,550,610,306,0,0,1485,495,87.7,-100,-100,-100,1547.6,2619,2904.8,0,2357.1
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Robbery,77,90,82,48,0,0,249,83,6.5,-100,-100,-100,366.7,428.6,390.5,0,395.2
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Sexual Assault,23,18,13,10,0,0,54,18,-43.5,-100,-100,-100,109.5,85.7,61.9,0,85.7
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Theft,376,358,317,146,0,0,1051,350.3,-15.7,-100,-100,-100,1790.5,1704.8,1509.5,0,1668.1
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Arson,7,3,5,3,0,0,15,5,-28.6,-100,-100,-100,77.8,33.3,55.6,0,55.6
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Assault,209,294,299,164,0,0,802,267.3,43.1,-100,-100,-100,2322.2,3266.7,3322.2,0,2970
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Auto Theft,44,40,64,34,0,0,148,49.3,45.5,-100,-100,-100,488.9,444.4,711.1,0,547.8
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Burglary,91,58,59,23,0,0,208,69.3,-35.2,-100,-100,-100,1011.1,644.4,655.6,0,770
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Drug Offenses,25,14,24,16,0,0,63,21,-4,-100,-100,-100,277.8,155.6,266.7,0,233.3
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Kidnapping,2,4,2,1,0,0,8,2.7,0,-100,-100,-100,22.2,44.4,22.2,0,30
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Murder,3,1,3,3,0,0,7,2.3,0,-100,-100,-100,33.3,11.1,33.3,0,25.6
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Other,117,203,217,134,0,0,537,179,85.5,-100,-100,-100,1300,2255.6,2411.1,0,1988.9
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Robbery,26,25,35,14,0,0,86,28.7,34.6,-100,-100,-100,288.9,277.8,388.9,0,318.9
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Sexual Assault,3,7,4,2,0,0,14,4.7,33.3,-100,-100,-100,33.3,77.8,44.4,0,52.2
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Theft,186,173,144,84,0,0,503,167.7,-22.6,-100,-100,-100,2066.7,1922.2,1600,0,1863.3
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Arson,1,2,0,0,0,0,3,1,-100,-100,NA,-100,4.2,8.3,0,0,4.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Assault,395,440,487,207,0,0,1322,440.7,23.3,-100,-100,-100,1645.8,1833.3,2029.2,0,1836.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Auto Theft,73,61,65,33,0,0,199,66.3,-11,-100,-100,-100,304.2,254.2,270.8,0,276.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Burglary,201,102,122,65,0,0,425,141.7,-39.3,-100,-100,-100,837.5,425,508.3,0,590.4
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Drug Offenses,41,31,44,25,0,0,116,38.7,7.3,-100,-100,-100,170.8,129.2,183.3,0,161.3
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Kidnapping,0,0,2,2,0,0,2,0.7,NA,NA,-100,-100,0,0,8.3,0,2.9
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Murder,2,0,5,2,0,0,7,2.3,150,-100,-100,-100,8.3,0,20.8,0,9.6
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Other,304,443,460,232,0,0,1207,402.3,51.3,-100,-100,-100,1266.7,1845.8,1916.7,0,1676.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Robbery,58,75,64,32,0,0,197,65.7,10.3,-100,-100,-100,241.7,312.5,266.7,0,273.8
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Sexual Assault,5,8,10,3,0,0,23,7.7,100,-100,-100,-100,20.8,33.3,41.7,0,32.1
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Theft,654,680,524,294,0,0,1858,619.3,-19.9,-100,-100,-100,2725,2833.3,2183.3,0,2580.4
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Arson,5,1,3,0,0,0,9,3,-40,-100,-100,-100,27.8,5.6,16.7,0,16.7
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Assault,312,350,300,144,0,0,962,320.7,-3.8,-100,-100,-100,1733.3,1944.4,1666.7,0,1781.7
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Auto Theft,62,51,55,30,0,0,168,56,-11.3,-100,-100,-100,344.4,283.3,305.6,0,311.1
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Burglary,102,69,91,18,0,0,262,87.3,-10.8,-100,-100,-100,566.7,383.3,505.6,0,485
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Drug Offenses,67,48,46,28,0,0,161,53.7,-31.3,-100,-100,-100,372.2,266.7,255.6,0,298.3
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Kidnapping,0,4,6,0,0,0,10,3.3,NA,NA,-100,-100,0,22.2,33.3,0,18.3
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Murder,0,1,1,1,0,0,2,0.7,NA,NA,-100,-100,0,5.6,5.6,0,3.9
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Other,195,312,344,176,0,0,851,283.7,76.4,-100,-100,-100,1083.3,1733.3,1911.1,0,1576.1
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Robbery,52,57,55,22,0,0,164,54.7,5.8,-100,-100,-100,288.9,316.7,305.6,0,303.9
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Sexual Assault,8,16,3,2,0,0,27,9,-62.5,-100,-100,-100,44.4,88.9,16.7,0,50
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Theft,319,439,349,176,0,0,1107,369,9.4,-100,-100,-100,1772.2,2438.9,1938.9,0,2050
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Arson,2,3,3,3,0,0,8,2.7,50,-100,-100,-100,5.9,8.8,8.8,0,7.9
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Assault,475,542,523,279,0,0,1540,513.3,10.1,-100,-100,-100,1397.1,1594.1,1538.2,0,1509.7
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Auto Theft,112,159,128,86,0,0,399,133,14.3,-100,-100,-100,329.4,467.6,376.5,0,391.2
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Burglary,269,210,165,75,0,0,644,214.7,-38.7,-100,-100,-100,791.2,617.6,485.3,0,631.5
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Drug Offenses,52,71,61,22,0,0,184,61.3,17.3,-100,-100,-100,152.9,208.8,179.4,0,180.3
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Kidnapping,1,2,2,0,0,0,5,1.7,100,-100,-100,-100,2.9,5.9,5.9,0,5
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Murder,1,1,7,2,0,0,9,3,600,-100,-100,-100,2.9,2.9,20.6,0,8.8
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Other,372,613,605,257,0,0,1590,530,62.6,-100,-100,-100,1094.1,1802.9,1779.4,0,1558.8
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Robbery,75,79,73,27,0,0,227,75.7,-2.7,-100,-100,-100,220.6,232.4,214.7,0,222.6
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Sexual Assault,17,9,16,5,0,0,42,14,-5.9,-100,-100,-100,50,26.5,47.1,0,41.2
