beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,NA,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Auto Theft,192,253,265,169,0,0,710,236.7,38,-100,-100,-100,1745.5,2300,2409.1,0,2151.8
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Burglary,119,112,126,71,0,0,357,119,5.9,-100,-100,-100,1081.8,1018.2,1145.5,0,1081.8
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Drug Offenses,80,59,105,53,0,0,244,81.3,31.2,-100,-100,-100,727.3,536.4,954.5,0,739.1
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Kidnapping,1,0,1,2,0,0,2,0.7,0,-100,-100,-100,9.1,0,9.1,0,6.4
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Murder,3,2,2,2,0,0,7,2.3,-33.3,-100,-100,-100,27.3,18.2,18.2,0,20.9
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Other,352,558,737,370,0,0,1647,549,109.4,-100,-100,-100,3200,5072.7,6700,0,4990.9
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Robbery,49,63,58,19,0,0,170,56.7,18.4,-100,-100,-100,445.5,572.7,527.3,0,515.5
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Sexual Assault,11,14,15,5,0,0,40,13.3,36.4,-100,-100,-100,100,127.3,136.4,0,120.9
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Theft,749,719,1069,651,0,0,2537,845.7,42.7,-100,-100,-100,6809.1,6536.4,9718.2,0,7688.2
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Arson,6,7,7,3,0,0,20,6.7,16.7,-100,-100,-100,50,58.3,58.3,0,55.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Assault,885,1001,870,464,0,0,2756,918.7,-1.7,-100,-100,-100,7375,8341.7,7250,0,7655.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Auto Theft,83,93,100,55,0,0,276,92,20.5,-100,-100,-100,691.7,775,833.3,0,766.7
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Burglary,182,95,142,64,0,0,419,139.7,-22,-100,-100,-100,1516.7,791.7,1183.3,0,1164.2
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Drug Offenses,218,97,210,132,0,0,525,175,-3.7,-100,-100,-100,1816.7,808.3,1750,0,1458.3
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Kidnapping,5,4,2,1,0,0,11,3.7,-60,-100,-100,-100,41.7,33.3,16.7,0,30.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Murder,6,3,9,2,0,0,18,6,50,-100,-100,-100,50,25,75,0,50
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Other,393,687,818,416,0,0,1898,632.7,108.1,-100,-100,-100,3275,5725,6816.7,0,5272.5
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Robbery,88,88,98,37,0,0,274,91.3,11.4,-100,-100,-100,733.3,733.3,816.7,0,760.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Sexual Assault,12,14,19,7,0,0,45,15,58.3,-100,-100,-100,100,116.7,158.3,0,125
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Theft,507,473,348,158,0,0,1328,442.7,-31.4,-100,-100,-100,4225,3941.7,2900,0,3689.2
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Arson,6,9,8,5,0,0,23,7.7,33.3,-100,-100,-100,85.7,128.6,114.3,0,110
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Assault,363,409,403,168,0,0,1175,391.7,11,-100,-100,-100,5185.7,5842.9,5757.1,0,5595.7
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Auto Theft,46,62,54,38,0,0,162,54,17.4,-100,-100,-100,657.1,885.7,771.4,0,771.4
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Burglary,69,47,61,29,0,0,177,59,-11.6,-100,-100,-100,985.7,671.4,871.4,0,842.9
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Drug Offenses,57,35,58,19,0,0,150,50,1.8,-100,-100,-100,814.3,500,828.6,0,714.3
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Kidnapping,2,0,3,1,0,0,5,1.7,50,-100,-100,-100,28.6,0,42.9,0,24.3
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Murder,3,2,2,1,0,0,7,2.3,-33.3,-100,-100,-100,42.9,28.6,28.6,0,32.9
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Other,145,311,403,172,0,0,859,286.3,177.9,-100,-100,-100,2071.4,4442.9,5757.1,0,4090
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Robbery,20,28,26,5,0,0,74,24.7,30,-100,-100,-100,285.7,400,371.4,0,352.9
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Sexual Assault,5,3,6,0,0,0,14,4.7,20,-100,-100,-100,71.4,42.9,85.7,0,67.1
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Theft,144,173,156,71,0,0,473,157.7,8.3,-100,-100,-100,2057.1,2471.4,2228.6,0,2252.9
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Arson,8,9,11,4,0,0,28,9.3,37.5,-100,-100,-100,72.7,81.8,100,0,84.5
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Assault,501,626,554,245,0,0,1681,560.3,10.6,-100,-100,-100,4554.5,5690.9,5036.4,0,5093.6
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Auto Theft,77,78,92,58,0,0,247,82.3,19.5,-100,-100,-100,700,709.1,836.4,0,748.2
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Burglary,112,83,84,48,0,0,279,93,-25,-100,-100,-100,1018.2,754.5,763.6,0,845.5
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Drug Offenses,68,40,72,26,0,0,180,60,5.9,-100,-100,-100,618.2,363.6,654.5,0,545.5
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Kidnapping,2,2,2,0,0,0,6,2,0,-100,-100,-100,18.2,18.2,18.2,0,18.2
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Murder,2,3,3,3,0,0,8,2.7,50,-100,-100,-100,18.2,27.3,27.3,0,24.5
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Other,202,456,555,211,0,0,1213,404.3,174.8,-100,-100,-100,1836.4,4145.5,5045.5,0,3675.5
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Robbery,29,40,44,17,0,0,113,37.7,51.7,-100,-100,-100,263.6,363.6,400,0,342.7
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Sexual Assault,4,10,10,4,0,0,24,8,150,-100,-100,-100,36.4,90.9,90.9,0,72.7
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Theft,240,284,251,150,0,0,775,258.3,4.6,-100,-100,-100,2181.8,2581.8,2281.8,0,2348.2
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Arson,3,1,7,3,0,0,11,3.7,133.3,-100,-100,-100,37.5,12.5,87.5,0,46.2
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Assault,229,234,235,100,0,0,698,232.7,2.6,-100,-100,-100,2862.5,2925,2937.5,0,2908.8
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Auto Theft,42,32,42,21,0,0,116,38.7,0,-100,-100,-100,525,400,525,0,483.8
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Burglary,54,32,27,13,0,0,113,37.7,-50,-100,-100,-100,675,400,337.5,0,471.3
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Drug Offenses,26,10,27,5,0,0,63,21,3.8,-100,-100,-100,325,125,337.5,0,262.5
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Kidnapping,0,0,1,0,0,0,1,0.3,NA,NA,-100,-100,0,0,12.5,0,3.7
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Murder,0,1,3,1,0,0,4,1.3,NA,NA,-100,-100,0,12.5,37.5,0,16.2
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Other,113,191,202,72,0,0,506,168.7,78.8,-100,-100,-100,1412.5,2387.5,2525,0,2108.8
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Robbery,16,21,26,5,0,0,63,21,62.5,-100,-100,-100,200,262.5,325,0,262.5
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Sexual Assault,5,6,1,0,0,0,12,4,-80,-100,-100,-100,62.5,75,12.5,0,50
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Theft,108,103,117,74,0,0,328,109.3,8.3,-100,-100,-100,1350,1287.5,1462.5,0,1366.2
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Arson,3,6,5,2,0,0,14,4.7,66.7,-100,-100,-100,37.5,75,62.5,0,58.8
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Assault,564,612,571,222,0,0,1747,582.3,1.2,-100,-100,-100,7050,7650,7137.5,0,7278.7
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Auto Theft,43,57,61,36,0,0,161,53.7,41.9,-100,-100,-100,537.5,712.5,762.5,0,671.3
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Burglary,93,58,59,29,0,0,210,70,-36.6,-100,-100,-100,1162.5,725,737.5,0,875
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Drug Offenses,54,37,51,22,0,0,142,47.3,-5.6,-100,-100,-100,675,462.5,637.5,0,591.2
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Kidnapping,0,6,2,0,0,0,8,2.7,NA,NA,-100,-100,0,75,25,0,33.8
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Murder,2,3,2,1,0,0,7,2.3,0,-100,-100,-100,25,37.5,25,0,28.8
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Other,203,410,406,146,0,0,1019,339.7,100,-100,-100,-100,2537.5,5125,5075,0,4246.2
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Robbery,44,45,40,7,0,0,129,43,-9.1,-100,-100,-100,550,562.5,500,0,537.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Sexual Assault,7,9,11,4,0,0,27,9,57.1,-100,-100,-100,87.5,112.5,137.5,0,112.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Theft,250,209,215,74,0,0,674,224.7,-14,-100,-100,-100,3125,2612.5,2687.5,0,2808.8
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Arson,3,10,10,6,0,0,23,7.7,233.3,-100,-100,-100,15.8,52.6,52.6,0,40.5
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Assault,792,926,720,344,0,0,2438,812.7,-9.1,-100,-100,-100,4168.4,4873.7,3789.5,0,4277.4
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Auto Theft,80,131,101,50,0,0,312,104,26.2,-100,-100,-100,421.1,689.5,531.6,0,547.4
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Burglary,140,102,109,56,0,0,351,117,-22.1,-100,-100,-100,736.8,536.8,573.7,0,615.8
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Drug Offenses,142,78,119,43,0,0,339,113,-16.2,-100,-100,-100,747.4,410.5,626.3,0,594.7
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Kidnapping,1,4,5,1,0,0,10,3.3,400,-100,-100,-100,5.3,21.1,26.3,0,17.4
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Murder,1,0,3,3,0,0,4,1.3,200,-100,-100,-100,5.3,0,15.8,0,6.8
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Other,318,676,722,288,0,0,1716,572,127,-100,-100,-100,1673.7,3557.9,3800,0,3010.5
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Robbery,56,57,54,26,0,0,167,55.7,-3.6,-100,-100,-100,294.7,300,284.2,0,293.2
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Sexual Assault,18,14,17,4,0,0,49,16.3,-5.6,-100,-100,-100,94.7,73.7,89.5,0,85.8
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Theft,340,374,281,141,0,0,995,331.7,-17.4,-100,-100,-100,1789.5,1968.4,1478.9,0,1745.8
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Arson,4,2,4,1,0,0,10,3.3,0,-100,-100,-100,66.7,33.3,66.7,0,55
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Assault,215,272,220,88,0,0,707,235.7,2.3,-100,-100,-100,3583.3,4533.3,3666.7,0,3928.3
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Auto Theft,37,45,35,13,0,0,117,39,-5.4,-100,-100,-100,616.7,750,583.3,0,650
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Burglary,36,33,40,27,0,0,109,36.3,11.1,-100,-100,-100,600,550,666.7,0,605
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Drug Offenses,28,20,34,13,0,0,82,27.3,21.4,-100,-100,-100,466.7,333.3,566.7,0,455
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Kidnapping,0,1,0,0,0,0,1,0.3,NA,NA,NA,-100,0,16.7,0,0,5
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Murder,1,4,6,1,0,0,11,3.7,500,-100,-100,-100,16.7,66.7,100,0,61.7
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Other,94,240,227,94,0,0,561,187,141.5,-100,-100,-100,1566.7,4000,3783.3,0,3116.7
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Robbery,18,21,16,5,0,0,55,18.3,-11.1,-100,-100,-100,300,350,266.7,0,305
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Sexual Assault,4,4,10,1,0,0,18,6,150,-100,-100,-100,66.7,66.7,166.7,0,100
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Theft,90,76,86,55,0,0,252,84,-4.4,-100,-100,-100,1500,1266.7,1433.3,0,1400
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Arson,6,6,9,2,0,0,21,7,50,-100,-100,-100,37.5,37.5,56.2,0,43.8
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Assault,470,519,499,215,0,0,1488,496,6.2,-100,-100,-100,2937.5,3243.8,3118.8,0,3100
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Auto Theft,107,103,85,37,0,0,295,98.3,-20.6,-100,-100,-100,668.8,643.8,531.2,0,614.4
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Burglary,109,91,70,41,0,0,270,90,-35.8,-100,-100,-100,681.2,568.8,437.5,0,562.5
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Drug Offenses,67,38,69,27,0,0,174,58,3,-100,-100,-100,418.8,237.5,431.3,0,362.5
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Kidnapping,3,2,1,1,0,0,6,2,-66.7,-100,-100,-100,18.8,12.5,6.2,0,12.5
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Murder,2,7,4,1,0,0,13,4.3,100,-100,-100,-100,12.5,43.8,25,0,26.9
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Other,206,503,511,237,0,0,1220,406.7,148.1,-100,-100,-100,1287.5,3143.8,3193.8,0,2541.9
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Robbery,50,52,39,23,0,0,141,47,-22,-100,-100,-100,312.5,325,243.8,0,293.8
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Sexual Assault,11,11,9,9,0,0,31,10.3,-18.2,-100,-100,-100,68.8,68.8,56.2,0,64.4
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Theft,304,359,267,193,0,0,930,310,-12.2,-100,-100,-100,1900,2243.8,1668.8,0,1937.5
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Arson,5,0,0,1,0,0,5,1.7,-100,-100,NA,-100,55.6,0,0,0,18.9
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Assault,265,320,326,170,0,0,911,303.7,23,-100,-100,-100,2944.4,3555.6,3622.2,0,3374.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Auto Theft,102,153,108,50,0,0,363,121,5.9,-100,-100,-100,1133.3,1700,1200,0,1344.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Burglary,54,72,50,17,0,0,176,58.7,-7.4,-100,-100,-100,600,800,555.6,0,652.2
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Drug Offenses,38,33,46,20,0,0,117,39,21.1,-100,-100,-100,422.2,366.7,511.1,0,433.3
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Kidnapping,0,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Murder,1,3,4,2,0,0,8,2.7,300,-100,-100,-100,11.1,33.3,44.4,0,30
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Other,191,400,420,214,0,0,1011,337,119.9,-100,-100,-100,2122.2,4444.4,4666.7,0,3744.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Robbery,34,47,37,14,0,0,118,39.3,8.8,-100,-100,-100,377.8,522.2,411.1,0,436.7
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Sexual Assault,9,11,17,3,0,0,37,12.3,88.9,-100,-100,-100,100,122.2,188.9,0,136.7
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Theft,521,434,392,245,0,0,1347,449,-24.8,-100,-100,-100,5788.9,4822.2,4355.6,0,4988.9
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Arson,9,2,6,2,0,0,17,5.7,-33.3,-100,-100,-100,39.1,8.7,26.1,0,24.8
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Assault,821,890,824,334,0,0,2535,845,0.4,-100,-100,-100,3569.6,3869.6,3582.6,0,3673.9
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Auto Theft,230,323,247,154,0,0,800,266.7,7.4,-100,-100,-100,1000,1404.3,1073.9,0,1159.6
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Burglary,188,181,163,83,0,0,532,177.3,-13.3,-100,-100,-100,817.4,787,708.7,0,770.9
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Drug Offenses,83,84,97,45,0,0,264,88,16.9,-100,-100,-100,360.9,365.2,421.7,0,382.6
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Kidnapping,5,5,7,4,0,0,17,5.7,40,-100,-100,-100,21.7,21.7,30.4,0,24.8
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Murder,7,4,6,3,0,0,17,5.7,-14.3,-100,-100,-100,30.4,17.4,26.1,0,24.8
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Other,492,783,808,394,0,0,2083,694.3,64.2,-100,-100,-100,2139.1,3404.3,3513,0,3018.7
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Robbery,132,147,111,44,0,0,390,130,-15.9,-100,-100,-100,573.9,639.1,482.6,0,565.2
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Sexual Assault,20,15,15,17,0,0,50,16.7,-25,-100,-100,-100,87,65.2,65.2,0,72.6
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Theft,745,826,773,399,0,0,2344,781.3,3.8,-100,-100,-100,3239.1,3591.3,3360.9,0,3397
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Arson,2,5,4,1,0,0,11,3.7,100,-100,-100,-100,18.2,45.5,36.4,0,33.6
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Assault,363,307,319,152,0,0,989,329.7,-12.1,-100,-100,-100,3300,2790.9,2900,0,2997.3
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Auto Theft,49,55,59,51,0,0,163,54.3,20.4,-100,-100,-100,445.5,500,536.4,0,493.6
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Burglary,53,87,64,29,0,0,204,68,20.8,-100,-100,-100,481.8,790.9,581.8,0,618.2
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Drug Offenses,15,19,37,21,0,0,71,23.7,146.7,-100,-100,-100,136.4,172.7,336.4,0,215.5
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Kidnapping,0,0,2,2,0,0,2,0.7,NA,NA,-100,-100,0,0,18.2,0,6.4
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Murder,1,2,2,0,0,0,5,1.7,100,-100,-100,-100,9.1,18.2,18.2,0,15.5
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Other,147,236,285,147,0,0,668,222.7,93.9,-100,-100,-100,1336.4,2145.5,2590.9,0,2024.5
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Robbery,30,49,34,19,0,0,113,37.7,13.3,-100,-100,-100,272.7,445.5,309.1,0,342.7
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Sexual Assault,10,5,11,2,0,0,26,8.7,10,-100,-100,-100,90.9,45.5,100,0,79.1
10H10,10,2.81830654,Oak Lawn and Ranger,11000,Theft,216,240,230,154,0,0,686,228.7,6.5,-100,-100,-100,1963.6,2181.8,2090.9,0,2079.1
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Arson,1,2,3,2,0,0,6,2,200,-100,-100,-100,10,20,30,0,20
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Assault,226,261,270,162,0,0,757,252.3,19.5,-100,-100,-100,2260,2610,2700,0,2523
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Auto Theft,42,55,47,19,0,0,144,48,11.9,-100,-100,-100,420,550,470,0,480
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Burglary,62,86,59,34,0,0,207,69,-4.8,-100,-100,-100,620,860,590,0,690
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Drug Offenses,23,20,12,14,0,0,55,18.3,-47.8,-100,-100,-100,230,200,120,0,183
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Kidnapping,1,0,0,1,0,0,1,0.3,-100,-100,NA,-100,10,0,0,0,3
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Murder,0,0,1,0,0,0,1,0.3,NA,NA,-100,-100,0,0,10,0,3
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Other,112,212,213,121,0,0,537,179,90.2,-100,-100,-100,1120,2120,2130,0,1790
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Robbery,18,26,14,8,0,0,58,19.3,-22.2,-100,-100,-100,180,260,140,0,193
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Sexual Assault,5,6,3,3,0,0,14,4.7,-40,-100,-100,-100,50,60,30,0,47
10H20,10,1.75743169,Eastwood and Broadmoor,10000,Theft,290,257,202,111,0,0,749,249.7,-30.3,-100,-100,-100,2900,2570,2020,0,2497
10H30,10,1.02691154,Near East End,4000,Arson,1,2,1,1,0,0,4,1.3,0,-100,-100,-100,25,50,25,0,32.5
10H30,10,1.02691154,Near East End,4000,Assault,162,190,204,109,0,0,556,185.3,25.9,-100,-100,-100,4050,4750,5100,0,4632.5
10H30,10,1.02691154,Near East End,4000,Auto Theft,54,47,85,42,0,0,186,62,57.4,-100,-100,-100,1350,1175,2125,0,1550
10H30,10,1.02691154,Near East End,4000,Burglary,51,50,47,22,0,0,148,49.3,-7.8,-100,-100,-100,1275,1250,1175,0,1232.5
10H30,10,1.02691154,Near East End,4000,Drug Offenses,35,17,16,11,0,0,68,22.7,-54.3,-100,-100,-100,875,425,400,0,567.5
10H30,10,1.02691154,Near East End,4000,Kidnapping,1,1,0,0,0,0,2,0.7,-100,-100,NA,-100,25,25,0,0,17.5
10H30,10,1.02691154,Near East End,4000,Murder,0,1,0,2,0,0,1,0.3,NA,NA,NA,-100,0,25,0,0,7.5
10H30,10,1.02691154,Near East End,4000,Other,111,222,253,171,0,0,586,195.3,127.9,-100,-100,-100,2775,5550,6325,0,4882.5
10H30,10,1.02691154,Near East End,4000,Robbery,34,26,19,9,0,0,79,26.3,-44.1,-100,-100,-100,850,650,475,0,657.5
10H30,10,1.02691154,Near East End,4000,Sexual Assault,8,5,6,2,0,0,19,6.3,-25,-100,-100,-100,200,125,150,0,157.5
10H30,10,1.02691154,Near East End,4000,Theft,674,430,498,332,0,0,1602,534,-26.1,-100,-100,-100,16850,10750,12450,0,13350
10H40,10,0.99627062,Midtown,8000,Arson,3,3,2,1,0,0,8,2.7,-33.3,-100,-100,-100,37.5,37.5,25,0,33.8
10H40,10,0.99627062,Midtown,8000,Assault,677,609,580,297,0,0,1866,622,-14.3,-100,-100,-100,8462.5,7612.5,7250,0,7775
10H40,10,0.99627062,Midtown,8000,Auto Theft,86,77,111,59,0,0,274,91.3,29.1,-100,-100,-100,1075,962.5,1387.5,0,1141.2
10H40,10,0.99627062,Midtown,8000,Burglary,141,151,102,61,0,0,394,131.3,-27.7,-100,-100,-100,1762.5,1887.5,1275,0,1641.2
