beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Drug Offenses,127,65,104,61,116,296,98.7,-18.1,-8.7,11.5,18,552.2,282.6,452.2,504.3,429.1
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Drug Offenses,221,240,235,95,196,696,232,6.3,-11.3,-16.6,-16,613.9,666.7,652.8,544.4,644.4
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Drug Offenses,13,21,16,8,11,50,16.7,23.1,-15.4,-31.2,-34,650,1050,800,550,835
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Drug Offenses,24,22,18,14,20,64,21.3,-25,-16.7,11.1,-6,184.6,169.2,138.5,153.8,163.8
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Drug Offenses,251,210,139,61,111,600,200,-44.6,-55.8,-20.1,-44,1476.5,1235.3,817.6,652.9,1176.5
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28000,Drug Offenses,350,342,277,162,278,969,323,-20.9,-20.6,0.4,-14,1250,1221.4,989.3,992.9,1153.6
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Drug Offenses,161,139,110,71,104,410,136.7,-31.7,-35.4,-5.5,-24,766.7,661.9,523.8,495.2,651
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Drug Offenses,63,68,60,51,63,191,63.7,-4.8,0,5,-1,300,323.8,285.7,300,303.3
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Drug Offenses,25,14,24,18,26,63,21,-4,4,8.3,24,277.8,155.6,266.7,288.9,233.3
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Drug Offenses,41,31,44,30,48,116,38.7,7.3,17.1,9.1,24,170.8,129.2,183.3,200,161.3
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Drug Offenses,67,48,46,30,48,161,53.7,-31.3,-28.4,4.3,-11,372.2,266.7,255.6,266.7,298.3
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34000,Drug Offenses,52,71,61,23,50,184,61.3,17.3,-3.8,-18,-18,152.9,208.8,179.4,147.1,180.3
15E40,15,10.0079174,"The Astrodome, Six Flags Astroworld, Lakes at 610 and Plaza del Oro",30000,Drug Offenses,97,142,146,90,159,385,128.3,50.5,63.9,8.9,24,323.3,473.3,486.7,530,427.7
16E10,16,5.38940818,Canterbury Village and Monarch Estates,15000,Drug Offenses,12,8,9,5,8,29,9.7,-25,-33.3,-11.1,-18,80,53.3,60,53.3,64.7
16E20,16,8.15202134,"Almeda Plaza, South Glen, Dumbarton Oaks and Briarwick",35000,Drug Offenses,73,73,78,27,53,224,74.7,6.8,-27.4,-32.1,-29,208.6,208.6,222.9,151.4,213.4
16E30,16,7.00932789,"Greenpark, Southwest Crossing and Windsor Village",22000,Drug Offenses,96,82,86,65,100,264,88,-10.4,4.2,16.3,14,436.4,372.7,390.9,454.5,400
16E40,16,7.49721482,"Chasewood, Willowpark, Briarwick, Ridgemont and Quail Run",35000,Drug Offenses,46,51,54,25,52,151,50.3,17.4,13,-3.7,3,131.4,145.7,154.3,148.6,143.7
17E10,17,3.3104034,"Southwest Memorial Hospital, Burnett Bayland Park and Westmoreland",51000,Drug Offenses,174,192,163,86,147,529,176.3,-6.3,-15.5,-9.8,-17,341.2,376.5,319.6,288.2,345.7
17E20,17,3.92767309,the Houston Baptist University area and Maplewood West,27000,Drug Offenses,55,65,79,45,69,199,66.3,43.6,25.5,-12.7,4,203.7,240.7,292.6,255.6,245.6
17E30,17,3.8060455,Braeburn Valley West and Glenshire,21000,Drug Offenses,109,113,129,77,125,351,117,18.3,14.7,-3.1,7,519,538.1,614.3,595.2,557.1
17E40,17,4.70920035,"Creekbend, Southwood and Fondren Southwest",46000,Drug Offenses,177,205,204,99,173,586,195.3,15.3,-2.3,-15.2,-11,384.8,445.7,443.5,376.1,424.6
18F10,18,1.95881352,"Saddlebrook, Bayou Woods and Sherwood Forest",7000,Drug Offenses,4,5,14,1,6,23,7.7,250,50,-57.1,-22,57.1,71.4,200,85.7,110
18F20,18,3.51641691,"The Galleria, Tanglewood, Riverway and Post Oak",24000,Drug Offenses,72,74,92,50,84,238,79.3,27.8,16.7,-8.7,6,300,308.3,383.3,350,330.4
18F30,18,3.80008564,"The Richmond Strip, Briargrove, Post Oak Estates and Westhaven",36000,Drug Offenses,123,99,107,61,98,329,109.7,-13,-20.3,-8.4,-11,341.7,275,297.2,272.2,304.7
18F40,18,2.9060249,"Rosewood General Hospital, Woodlake and Briarmeadow",35000,Drug Offenses,126,91,125,97,143,342,114,-0.8,13.5,14.4,25,360,260,357.1,408.6,325.7
18F50,18,2.96939217,"Tanglewild, Sharpstown Mall and Regency Square",20000,Drug Offenses,112,124,168,99,170,404,134.7,50,51.8,1.2,26,560,620,840,850,673.5
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,28000,Drug Offenses,83,48,73,45,75,204,68,-12,-9.6,2.7,10,296.4,171.4,260.7,267.9,242.9
19G10,19,2.74020376,Concourse South and Westwood Mall,31000,Drug Offenses,209,201,203,123,215,613,204.3,-2.9,2.9,5.9,5,674.2,648.4,654.8,693.5,659
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",25000,Drug Offenses,109,87,116,51,106,312,104,6.4,-2.8,-8.6,2,436,348,464,424,416
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18000,Drug Offenses,47,45,45,32,51,137,45.7,-4.3,8.5,13.3,12,261.1,250,250,283.3,253.9
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37000,Drug Offenses,93,104,80,49,79,277,92.3,-14,-15.1,-1.2,-14,251.4,281.1,216.2,213.5,249.5
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",18000,Drug Offenses,97,108,93,58,91,298,99.3,-4.1,-6.2,-2.2,-8,538.9,600,516.7,505.6,551.7
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",29000,Drug Offenses,83,92,115,85,132,290,96.7,38.6,59,14.8,37,286.2,317.2,396.6,455.2,333.4
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18000,Drug Offenses,29,47,40,35,46,116,38.7,37.9,58.6,15,19,161.1,261.1,222.2,255.6,215
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26000,Drug Offenses,161,159,244,170,294,564,188,51.6,82.6,20.5,56,619.2,611.5,938.5,1130.8,723.1
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",28000,Drug Offenses,50,41,81,39,75,172,57.3,62,50,-7.4,31,178.6,146.4,289.3,267.9,204.6
20G70,20,2.38283582,Westpark Village and Ashford Point,21000,Drug Offenses,38,33,30,23,33,101,33.7,-21.1,-13.2,10,-2,181,157.1,142.9,157.1,160.5
20G80,20,25.33626534,City Limits,37000,Drug Offenses,32,47,58,17,34,137,45.7,81.2,6.2,-41.4,-26,86.5,127,156.8,91.9,123.5
21I10,21,0.00549966,Hobby Airport,0,Drug Offenses,15,12,18,11,20,45,15,20,33.3,11.1,33,NA,NA,NA,NA,NA
21I40,21,0.00923163,Hobby Airport,0,Drug Offenses,0,0,2,0,1,2,0.7,NA,NA,-50,43,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Drug Offenses,45,45,83,58,99,173,57.7,84.4,120,19.3,72,NA,NA,NA,NA,NA
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8000,Drug Offenses,41,33,38,24,32,112,37.3,-7.3,-22,-15.8,-14,512.5,412.5,475,400,466.2
5F20,5,5.94082911,Spring Branch and Schwartz Park,42000,Drug Offenses,101,93,79,47,80,273,91,-21.8,-20.8,1.3,-12,240.5,221.4,188.1,190.5,216.7
4F10,4,4.13606469,"Timber Oaks, Shadow Oaks and Long Point Acres",23000,Drug Offenses,57,38,58,32,51,153,51,1.8,-10.5,-12.1,0,247.8,165.2,252.2,221.7,221.7
20G50,20,5.88593521,"Nottingham, Yorkshire, Wilchester, Town and Country Village and Memorial City Shopping Center",30000,Drug Offenses,35,30,48,28,44,113,37.7,37.1,25.7,-8.3,17,116.7,100,160,146.7,125.7
4F20,4,5.85840284,"Claymore Park, Westbranch, Spring Shadows and Kempwood Forest",28000,Drug Offenses,56,35,43,21,41,134,44.7,-23.2,-26.8,-4.7,-8,200,125,153.6,146.4,159.6
20G60,20,4.54207617,"Barkers Landing, Fleetwood, Thornwood and Darrel Tully Stadium",22000,Drug Offenses,46,62,55,23,38,163,54.3,19.6,-17.4,-30.9,-30,209.1,281.8,250,172.7,246.8
4F30,4,26.30690179,"Addicks Reservoir Area, Claymore Park, Brittmore Village, Park Ten Place and Mayde Creek Farms",18000,Drug Offenses,59,55,49,22,36,163,54.3,-16.9,-39,-26.5,-34,327.8,305.6,272.2,200,301.7
24C10,24,5.44044978,Kingwood,13000,Drug Offenses,11,7,9,4,8,27,9,-18.2,-27.3,-11.1,-11,84.6,53.8,69.2,61.5,69.2
24C20,24,6.8291794,Kingwood,18000,Drug Offenses,13,0,7,2,5,20,6.7,-46.2,-61.5,-28.6,-25,72.2,0,38.9,27.8,37.2
24C30,24,9.78735527,Kingwood,29000,Drug Offenses,15,6,6,1,4,27,9,-60,-73.3,-33.3,-56,51.7,20.7,20.7,13.8,31
24C40,24,35.7992771,Kingwood,6000,Drug Offenses,8,1,2,0,0,11,3.7,-75,-100,-100,-100,133.3,16.7,33.3,0,61.7
24C50,24,7.51791807,Kingwood,5000,Drug Offenses,13,17,10,6,8,40,13.3,-23.1,-38.5,-20,-40,260,340,200,160,266
24C60,24,4.86823328,Kingwood,21000,Drug Offenses,2,0,2,0,2,4,1.3,0,0,0,54,9.5,0,9.5,9.5,6.2
21I60,21,0.01236886,Hobby Airport,0,Drug Offenses,4,1,1,4,5,6,2,-75,25,400,150,NA,NA,NA,NA,NA
HCC4,NA,NA,NA,NA,Drug Offenses,1,1,0,0,0,2,0.7,-100,-100,NA,-100,NA,NA,NA,NA,NA
HCC5,NA,NA,NA,NA,Drug Offenses,1,4,1,2,3,6,2,0,200,200,50,NA,NA,NA,NA,NA
HCC7,NA,NA,NA,NA,Drug Offenses,0,2,1,0,0,3,1,NA,NA,-100,-100,NA,NA,NA,NA,NA
HCSO,NA,NA,NA,NA,Drug Offenses,197,220,46,24,35,463,154.3,-76.6,-82.2,-23.9,-77,NA,NA,NA,NA,NA
OOJ,NA,NA,NA,NA,Drug Offenses,58,92,24,14,23,174,58,-58.6,-60.3,-4.2,-60,NA,NA,NA,NA,NA
Unknown,NA,NA,NA,NA,Drug Offenses,41,33,31,12,31,105,35,-24.4,-24.4,0,-11,NA,NA,NA,NA,NA
