Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2014-08-02T00:00:00Z,02,Theft,10H10,Residence or House,3300-3399,PRESTON,ST,-,1
2014-08-05T00:00:00Z,17,Theft,10H10,Driveway,5400-5499,CAPITOL,ST,-,1
2014-08-05T00:00:00Z,21,Aggravated Assault,10H10,Apartment Parking Lot,1900-1999,RUNNELS,-,-,1
2014-08-08T00:00:00Z,18,Aggravated Assault,10H10,,5300-5399,HARRISBURG,-,-,1
2014-08-10T00:00:00Z,00,Theft,10H10,Bar or Night Club Parking Lot,4800-4899,CANAL,ST,-,1
2014-08-14T00:00:00Z,09,Theft,10H10,Convenience Store,3300-3399,NAVIGATION,-,-,1
2014-08-16T00:00:00Z,00,Theft,10H10,Bar or Night Club Parking Lot,3500-3599,HARRISBURG,-,-,1
2014-08-18T00:00:00Z,05,Burglary,10H10,"Vacant Storage Fac (Barn,Garage,Warehouse)",100-199,EVERTON,ST,-,1
2014-08-21T00:00:00Z,17,Theft,10H10,Department or Discount Store,3400-3499,NAVIGATION,-,-,1
2014-08-22T00:00:00Z,13,Theft,10H10,Warehouse,6200-6299,NAVIGATION,-,-,1
2014-08-23T00:00:00Z,00,Theft,10H10,,UNK,ENNIS,ST,N,1
2014-08-25T00:00:00Z,12,Theft,10H10,,100-199,LOCKWOOD,DR,-,1
2014-08-26T00:00:00Z,02,Theft,10H10,Strip Business Center Parking Lot,300-399,JENSEN,DR,S,1
2014-08-01T00:00:00Z,09,Theft,10H10,"Factory, Manufacturing, or Industrial",3400-3499,COMMERCE,ST,-,1
2014-08-02T00:00:00Z,18,Theft,10H10,,200-299,ROBERTS,ST,-,1
2014-08-03T00:00:00Z,05,Burglary,10H10,Residence or House,100-199,YORK,-,N,1
2014-08-11T00:00:00Z,23,Theft,10H10,Warehouse,2400-2499,COMMERCE,ST,-,1
2014-08-23T00:00:00Z,00,Theft,10H10,Other Parking Lot,UNK,ENNIS,ST,N,1
2014-08-27T00:00:00Z,17,Auto Theft,10H10,Apartment,2100-2199,RUNNELS,-,-,1
2014-08-28T00:00:00Z,09,Auto Theft,10H10,Vehicle/Auto Sales/Lease/Auto Parts Store,5700-5799,HARRISBURG,-,-,1
2014-08-28T00:00:00Z,09,Theft,10H10,Residence or House,3300-3399,PRESTON,ST,-,1
2014-08-02T00:00:00Z,08,Aggravated Assault,10H10,"Road, Street, or Sidewalk",3800-3899,CANAL,ST,-,1
2014-08-03T00:00:00Z,06,Auto Theft,10H10,"Road, Street, or Sidewalk",200-299,ENGEL,ST,-,1
2014-08-05T00:00:00Z,15,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2014-08-05T00:00:00Z,10,Burglary,10H10,Vacant Building (Commercial),2800-2899,CANAL,ST,-,1
2014-08-12T00:00:00Z,09,Burglary,10H10,Condominium,3000-3099,COMMERCE,ST,-,1
2014-08-13T00:00:00Z,09,Theft,10H10,"Factory, Manufacturing, or Industrial",4000-4099,NAVIGATION,-,-,1
2014-08-17T00:00:00Z,09,Theft,10H10,"Road, Street, or Sidewalk",2900-2999,COMMERCE,ST,-,1
2014-08-23T00:00:00Z,23,Theft,10H10,"Road, Street, or Sidewalk",3000-3099,CANAL,ST,-,1
2014-08-28T00:00:00Z,04,Theft,10H10,"Road, Street, or Sidewalk",3100-3199,SHERMAN,-,-,1
2014-08-28T00:00:00Z,06,Burglary,10H10,Miscellaneous Business (Non-Specific),200-299,NAGLE,-,-,1
2014-08-30T00:00:00Z,11,Aggravated Assault,10H10,Convenience Store Parking Lot,2300-2399,RUNNELS,-,-,1
2014-08-02T00:00:00Z,19,Robbery,10H10,Other Parking Lot,300-399,JENSEN,DR,S,1
2014-08-06T00:00:00Z,23,Theft,10H10,Residence or House,2100-2199,CANAL,ST,-,1
2014-08-09T00:00:00Z,11,Theft,10H10,Commercial Parking Lot or Garage,200-299,NORWOOD,ST,N,1
2014-08-16T00:00:00Z,19,Robbery,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
2014-08-21T00:00:00Z,16,Burglary,10H10,Garage or Carport,300-399,EVERTON,ST,-,1
2014-08-23T00:00:00Z,20,Burglary,10H10,Residence or House,300-399,CLIFTON,-,-,1
2014-08-26T00:00:00Z,21,Theft,10H10,Miscellaneous Business (Non-Specific),4900-4999,HARRISBURG,-,-,1
2014-07-27T00:00:00Z,15,Aggravated Assault,10H10,,3900-3999,BERING,-,-,1
2014-08-04T00:00:00Z,02,Aggravated Assault,10H10,Residence or House,400-499,LATHAM,-,-,1
2014-08-04T00:00:00Z,10,Theft,10H10,Apartment Parking Lot,2300-2399,CANAL,ST,-,1
2014-08-14T00:00:00Z,05,Auto Theft,10H10,Driveway,400-499,EVERTON,ST,N,1
2014-08-16T00:00:00Z,18,Theft,10H10,Residence or House,300-399,ALTIC,ST,-,1
2014-08-19T00:00:00Z,13,Theft,10H10,,1900-1999,RUNNELS,-,-,1
2014-08-22T00:00:00Z,20,Burglary,10H10,"Multi-Plex Home (Duplex,Triplex Etc.)",5300-5399,HARRISBURG,-,-,1
2014-08-30T00:00:00Z,20,Robbery,10H10,Laundry or Dry Cleaners Parking Lot,5500-5599,SHERMAN,-,-,1
2014-08-05T00:00:00Z,22,Theft,10H10,Residence or House,3300-3399,PRESTON,ST,-,1
2014-08-11T00:00:00Z,07,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2014-08-13T00:00:00Z,05,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2014-08-13T00:00:00Z,11,Theft,10H10,,6200-6299,CANAL,ST,-,1
2014-08-14T00:00:00Z,12,Burglary,10H10,Apartment,2100-2199,RUNNELS,-,-,1
