Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2015-04-14T00:00:00Z,16,Theft,10H30,Residence or House,1500-1599,HUTCHINS,-,-,1
2015-04-14T00:00:00Z,22,Theft,10H30,Bar or Night Club Parking Lot,2200-2299,MCKINNEY,ST,-,1
2015-04-10T00:00:00Z,23,Aggravated Assault,10H30,"Field, Woods, Forest, Park",2300-2399,PEASE,-,-,1
2015-04-03T00:00:00Z,10,Theft,10H30,"Road, Street, or Sidewalk",800-899,PAIGE,-,-,1
2015-04-20T00:00:00Z,11,Theft,10H30,Commercial Parking Lot or Garage,2100-2199,RUSK,ST,-,1
2015-04-21T00:00:00Z,16,Theft,10H30,Restaurant or Cafeteria,2000-2099,COMMERCE,ST,-,1
2015-04-06T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,LIVE OAK,-,-,1
2015-04-11T00:00:00Z,01,Aggravated Assault,10H30,Residence or House,3700-3799,BELL,ST,-,1
2015-04-07T00:00:00Z,13,Theft,10H30,Auto Repair,2500-2599,GULF,FWY,-,1
2015-04-17T00:00:00Z,23,Theft,10H30,Commercial Parking Lot or Garage,1000-1099,SAINT EMANUEL,ST,-,1
2015-04-25T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",1200-1299,DOWLING,ST,-,1
2015-04-05T00:00:00Z,10,Theft,10H30,Commercial Parking Lot or Garage,2300-2399,MCKINNEY,ST,-,1
2015-04-15T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,WALKER,ST,-,1
2015-04-18T00:00:00Z,14,Theft,10H30,"Other, Unknown, or Not Listed",1700-1799,ENNIS,ST,-,1
2015-04-26T00:00:00Z,01,Robbery,10H30,"Road, Street, or Sidewalk",1200-1299,HUTCHINS,-,-,1
2015-04-24T00:00:00Z,04,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
2015-04-12T00:00:00Z,21,Theft,10H30,Other Parking Lot,2200-2299,PRESTON,ST,-,1
2015-04-02T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,MCKINNEY,ST,-,1
2015-04-04T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,LEELAND,-,-,1
2015-04-04T00:00:00Z,18,Theft,10H30,Other Parking Lot,600-699,CHARTRES,-,-,1
2015-04-26T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
2015-04-16T00:00:00Z,19,Theft,10H30,Service or Gas Station,1900-1999,DOWLING,ST,-,1
2015-03-01T00:00:00Z,15,Theft,10H30,Service or Gas Station,400-499,DOWLING,ST,-,1
2015-04-14T00:00:00Z,15,Burglary,10H30,Residence or House,1700-1799,ADEN,DR,-,1
2015-04-23T00:00:00Z,18,Theft,10H30,,2800-2899,RUSK,ST,-,1
2015-04-25T00:00:00Z,21,Theft,10H30,"Stadium, Sports Arena, Race Track",2200-2299,TEXAS,ST,-,1
2015-04-15T00:00:00Z,18,Auto Theft,10H30,Other Parking Lot,1800-1899,MILBY,-,-,1
2015-04-16T00:00:00Z,18,Theft,10H30,Government or Public Building,800-899,DELANO,-,-,1
2015-04-17T00:00:00Z,23,Theft,10H30,Bar or Night Club Parking Lot,900-999,SAINT EMANUEL,ST,-,1
2015-04-11T00:00:00Z,08,Theft,10H30,Miscellaneous Business (Non-Specific),2000-2099,MILBY,-,-,1
2015-04-07T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,HUTCHINS,-,-,1
2015-04-03T00:00:00Z,18,Burglary,10H30,Residence or House,3100-3199,DALLAS,ST,-,1
2015-04-19T00:00:00Z,05,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,LEELAND,-,-,1
2015-04-19T00:00:00Z,13,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,LEELAND,-,-,1
2015-04-23T00:00:00Z,13,Theft,10H30,"Road, Street, or Sidewalk",2900-2999,MCKINNEY,ST,-,1
2015-04-28T00:00:00Z,20,Theft,10H30,Bar or Night Club,800-899,SAINT EMANUEL,ST,-,1
2015-04-07T00:00:00Z,13,Theft,10H30,Construction Site,2200-2299,JEFFERSON,ST,-,1
2015-04-05T00:00:00Z,08,Aggravated Assault,10H30,"Road, Street, or Sidewalk",2100-2199,FRANKLIN,ST,-,1
2015-04-08T00:00:00Z,16,Theft,10H30,"Road, Street, or Sidewalk",2600-2699,MCKINNEY,ST,-,1
2015-04-11T00:00:00Z,02,Theft,10H30,Other Parking Lot,1600-1699,SAINT EMANUEL,ST,-,1
2015-04-23T00:00:00Z,17,Aggravated Assault,10H30,Driveway,2000-2099,DALLAS,ST,-,1
2015-04-24T00:00:00Z,10,Theft,10H30,Commercial Building,2000-2099,MILBY,-,-,1
2015-04-24T00:00:00Z,20,Theft,10H30,"Vacant Single Occ Resd(House,Townhs,Dplex)",700-799,DELANO,-,-,1
2015-04-25T00:00:00Z,14,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
2015-04-26T00:00:00Z,05,Theft,10H30,"Factory, Manufacturing, or Industrial",1900-1999,MILLER,-,-,1
2015-04-16T00:00:00Z,07,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,MCKINNEY,ST,-,1
2015-04-27T00:00:00Z,21,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,COMMERCE,ST,-,1
2015-04-28T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,SAINT EMANUEL,ST,-,1
2015-04-28T00:00:00Z,13,Theft,10H40,Commercial Parking Lot or Garage,1000-1099,ELGIN,ST,-,1
2015-04-14T00:00:00Z,19,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,ELGIN,ST,-,1
2015-04-18T00:00:00Z,15,Aggravated Assault,10H40,"Road, Street, or Sidewalk",1100-1199,HOLMAN,-,-,1
2015-04-18T00:00:00Z,16,Theft,10H40,Apartment,1600-1699,HOLMAN,-,-,1
2015-04-20T00:00:00Z,12,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-24T00:00:00Z,18,Theft,10H40,Light Rail Platform,4500-4599,MAIN,ST,-,1
2015-04-23T00:00:00Z,17,Theft,10H40,Office Building,2500-2599,FANNIN,ST,-,1
2015-04-21T00:00:00Z,10,Theft,10H40,Garage or Carport,2400-2499,MILAM,-,-,1
2015-04-12T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",2900-2999,TRAVIS,-,-,1
2015-04-08T00:00:00Z,04,Theft,10H40,Convenience Store Parking Lot,400-499,RICHMOND,AVE,-,1
2015-04-08T00:00:00Z,09,Theft,10H40,Apartment Parking Lot,1600-1699,ELGIN,ST,-,1
2015-04-10T00:00:00Z,08,Burglary,10H40,Residence or House,1800-1899,DENNIS,ST,-,1
2015-04-04T00:00:00Z,07,Theft,10H40,Driveway,1800-1899,MCILHENNY,ST,-,1
2015-04-02T00:00:00Z,18,Theft,10H40,Residence or House,1800-1899,ROSALIE,-,-,1
2015-03-26T00:00:00Z,18,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2015-04-19T00:00:00Z,13,Theft,10H40,"Road, Street, or Sidewalk",2200-2299,LA BRANCH,-,-,1
2015-04-04T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,MAIN,ST,-,1
2015-04-04T00:00:00Z,16,Theft,10H40,Bus Stop,1200-1299,TUAM,-,-,1
2015-03-23T00:00:00Z,19,Theft,10H40,Apartment,2400-2499,MILAM,-,-,1
2015-04-07T00:00:00Z,14,Theft,10H40,,1400-1499,TUAM,-,-,1
2015-04-09T00:00:00Z,18,Theft,10H40,,2700-2799,TRAVIS,-,-,1
2015-04-12T00:00:00Z,16,Theft,10H40,Driveway,1800-1899,DREW,ST,-,1
2015-04-16T00:00:00Z,07,Theft,10H40,Miscellaneous Business (Non-Specific),3600-3699,MAIN,ST,-,1
2015-04-21T00:00:00Z,08,Burglary,10H40,Construction Site,2300-2399,MAIN,ST,-,1
2015-04-29T00:00:00Z,04,Theft,10H40,"Multi-Plex Home (Duplex,Triplex Etc.)",1700-1799,HOLMAN,-,-,1
2015-04-24T00:00:00Z,07,Robbery,10H40,"Road, Street, or Sidewalk",3100-3199,FANNIN,ST,-,1
2015-04-22T00:00:00Z,17,Theft,10H40,Other Parking Lot,2800-2899,CAROLINE,ST,-,1
2015-04-12T00:00:00Z,11,Auto Theft,10H40,"Hotel, Motel, Inn, Etc.",2500-2599,HAMILTON,ST,-,1
2015-04-12T00:00:00Z,14,Theft,10H40,"Other, Unknown, or Not Listed",4000-4099,FANNIN,ST,-,1
2015-04-08T00:00:00Z,13,Theft,10H40,Clothing Store,4200-4299,MAIN,ST,-,1
2015-04-07T00:00:00Z,19,Burglary,10H40,,1500-1599,ANITA,ST,-,1
2015-03-31T00:00:00Z,08,Theft,10H40,Other Parking Lot,1700-1799,ELGIN,ST,-,1
2015-04-02T00:00:00Z,20,Aggravated Assault,10H40,Apartment,4500-4599,TRAVIS,-,-,1
2015-04-05T00:00:00Z,07,Burglary,10H40,Driveway,1800-1899,HADLEY,ST,-,1
2015-04-16T00:00:00Z,17,Auto Theft,10H40,"Road, Street, or Sidewalk",1100-1199,BREMOND,ST,-,1
2015-04-16T00:00:00Z,11,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2100-2199,MILAM,-,-,1
2015-04-17T00:00:00Z,17,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-14T00:00:00Z,12,Theft,10H40,Apartment Parking Lot,2700-2799,TRAVIS,-,-,1
2015-04-15T00:00:00Z,14,Aggravated Assault,10H40,Social Services or Public Charities,2900-2999,CRAWFORD,ST,-,1
2015-04-18T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",1300-1399,HADLEY,ST,-,1
2015-04-19T00:00:00Z,08,Theft,10H40,"Road, Street, or Sidewalk",1800-1899,ALABAMA,ST,-,1
2015-04-20T00:00:00Z,19,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-27T00:00:00Z,09,Auto Theft,10H40,"Road, Street, or Sidewalk",1600-1699,HOLMAN,-,-,1
2015-04-28T00:00:00Z,01,Theft,10H40,Bar or Night Club Parking Lot,1000-1099,MCGOWEN,ST,-,1
2015-04-28T00:00:00Z,12,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
2015-04-23T00:00:00Z,16,Aggravated Assault,10H40,Other Parking Lot,1300-1399,GRAY,-,-,1
2015-04-24T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,TRAVIS,-,-,1
2015-04-03T00:00:00Z,11,Theft,10H40,Vacant School or College/University,1300-1399,HOLMAN,-,-,1
2015-04-05T00:00:00Z,07,Theft,10H40,Apartment Parking Lot,2500-2599,TRAVIS,-,-,1
2015-04-05T00:00:00Z,15,Theft,10H40,Bar or Night Club,UNK,HADLEY,ST,-,1
2015-04-01T00:00:00Z,21,Burglary,10H40,Driveway,1800-1899,HADLEY,ST,-,1
2015-04-11T00:00:00Z,13,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-09T00:00:00Z,22,Theft,10H40,University or College,UNK,AUSTIN,ST,-,1
2015-04-10T00:00:00Z,14,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-07T00:00:00Z,07,Burglary,10H40,Residence or House,2500-2599,JACKSON,ST,-,1
2015-04-07T00:00:00Z,22,Theft,10H40,Bar or Night Club Parking Lot,2600-2699,TRAVIS,-,-,1
2015-04-29T00:00:00Z,11,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-25T00:00:00Z,13,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,-,-,1
2015-04-25T00:00:00Z,08,Theft,10H40,"Vacant Church, Synagogue, or Temple",1000-1099,HOLMAN,-,-,1
2015-04-17T00:00:00Z,16,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-16T00:00:00Z,10,Theft,10H40,Apartment Parking Lot,1700-1799,ELGIN,ST,-,1
2015-04-05T00:00:00Z,07,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,CHENEVERT,-,-,1
2015-04-06T00:00:00Z,11,Theft,10H40,Driveway,1400-1499,TUAM,-,-,1
2015-04-04T00:00:00Z,10,Auto Theft,10H40,Vehicle/Auto Sales/Lease/Auto Parts Store,2500-2599,MILAM,-,-,1
2015-02-28T00:00:00Z,06,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,-,-,1
2015-03-10T00:00:00Z,11,Theft,10H40,Residence or House,3500-3599,MOSLEY,CT,-,1
2015-04-11T00:00:00Z,10,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-27T00:00:00Z,20,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-22T00:00:00Z,00,Theft,10H40,Commercial Parking Lot or Garage,100-199,WINBERN,-,-,1
2015-04-21T00:00:00Z,12,Theft,10H40,Miscellaneous Business (Non-Specific),2400-2499,JACKSON,ST,-,1
2015-04-23T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",700-799,GRAY,-,-,1
2015-04-24T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,-,-,1
2015-04-19T00:00:00Z,20,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-20T00:00:00Z,13,Theft,10H40,Residence or House,4600-4699,MAIN,ST,-,1
2015-04-17T00:00:00Z,08,Theft,10H40,"Church, Synagogue, or Temple Parking Lot",1800-1899,ALABAMA,ST,-,1
2015-04-06T00:00:00Z,22,Aggravated Assault,10H40,"Road, Street, or Sidewalk",1100-1199,STUART,-,-,1
2015-04-07T00:00:00Z,11,Auto Theft,10H40,Apartment Parking Lot,2100-2199,CHENEVERT,-,-,1
2015-04-08T00:00:00Z,08,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2100-2199,JACKSON,ST,-,1
2015-04-09T00:00:00Z,20,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-12T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",2700-2799,AUSTIN,ST,-,1
2015-04-05T00:00:00Z,07,Burglary,10H40,Garage or Carport,1800-1899,MCILHENNY,ST,-,1
2015-04-06T00:00:00Z,07,Theft,10H40,Bus Station,4500-4599,MAIN,ST,-,1
2015-04-29T00:00:00Z,16,Robbery,10H40,Office Building,2100-2199,TRAVIS,-,-,1
2015-04-12T00:00:00Z,10,Theft,10H40,Social Services or Public Charities,3400-3499,FANNIN,ST,-,1
2015-04-07T00:00:00Z,12,Theft,10H40,Vehicle/Auto Sales/Lease/Auto Parts Store,2500-2599,MAIN,ST,-,1
2015-04-07T00:00:00Z,14,Theft,10H40,"Road, Street, or Sidewalk",1400-1499,TUAM,-,-,1
2015-04-06T00:00:00Z,13,Theft,10H40,Clothing Store,4200-4299,MAIN,ST,-,1
2015-04-04T00:00:00Z,05,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,TRAVIS,-,-,1
2015-04-21T00:00:00Z,18,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-23T00:00:00Z,03,Burglary,10H40,Bar or Night Club,3100-3199,SAN JACINTO,-,-,1
2015-04-20T00:00:00Z,16,Theft,10H40,Clothing Store,4200-4299,MAIN,ST,-,1
2015-04-17T00:00:00Z,17,Theft,10H40,Service or Gas Station,3800-3899,SAN JACINTO,-,-,1
2015-04-26T00:00:00Z,17,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-27T00:00:00Z,15,Theft,10H40,Hospital,1000-1099,GRAY,-,-,1
2015-04-25T00:00:00Z,16,Theft,10H40,Bus Station,4200-4299,SAN JACINTO,-,-,1
2015-04-03T00:00:00Z,11,Theft,10H40,Residence or House,2700-2799,LA BRANCH,-,-,1
2015-04-04T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,TRUXILLO,-,-,1
2015-04-05T00:00:00Z,20,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,FANNIN,ST,-,1
2015-04-06T00:00:00Z,12,Auto Theft,10H40,Apartment Parking Lot,4100-4199,FANNIN,ST,-,1
2015-04-01T00:00:00Z,07,Theft,10H40,Driveway,3000-3099,AUSTIN,ST,-,1
2015-04-01T00:00:00Z,11,Burglary,10H40,Residence or House,1600-1699,FRANCIS,ST,-,1
2015-04-12T00:00:00Z,00,Robbery,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
2015-04-12T00:00:00Z,14,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-08T00:00:00Z,06,Burglary,10H40,Residence or House,3200-3299,JACKSON,ST,-,1
2015-04-14T00:00:00Z,10,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-16T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",3900-3999,AUSTIN,ST,-,1
2015-04-16T00:00:00Z,14,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2015-04-26T00:00:00Z,14,Auto Theft,10H40,Apartment Parking Lot,4000-4099,FANNIN,ST,-,1
2015-04-21T00:00:00Z,19,Burglary,10H40,Residence or House,1400-1499,CLEBURNE,ST,-,1
2015-04-27T00:00:00Z,07,Theft,10H40,Apartment,3800-3899,MAIN,ST,-,1
2015-04-27T00:00:00Z,15,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-04-28T00:00:00Z,11,Theft,10H40,Government or Public Building,1500-1599,HADLEY,ST,-,1
2015-04-26T00:00:00Z,23,Burglary,10H50,Residence or House,3500-3599,COBB,ST,-,1
2015-04-24T00:00:00Z,17,Theft,10H50,Bus Stop,3400-3499,CLEBURNE,ST,-,1
2015-04-18T00:00:00Z,21,Robbery,10H50,"Road, Street, or Sidewalk",3500-3599,BREMOND,ST,-,1
2015-04-10T00:00:00Z,07,Theft,10H50,"Road, Street, or Sidewalk",3800-3899,ROSALIE,-,-,1
2015-04-01T00:00:00Z,19,Robbery,10H50,Service or Gas Station,3000-3099,SAUER,-,-,1
2015-04-05T00:00:00Z,10,Theft,10H50,Driveway,3000-3099,NAGLE,-,-,1
2015-04-24T00:00:00Z,16,Theft,10H50,Restaurant or Cafeteria,3700-3799,SCOTT,ST,-,1
2015-04-15T00:00:00Z,17,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,MCGOWEN,ST,-,1
2015-04-19T00:00:00Z,06,Aggravated Assault,10H50,Residence or House,3400-3499,DELANO,-,-,1
2015-04-19T00:00:00Z,10,Theft,10H50,"Other, Unknown, or Not Listed",3300-3399,ALABAMA,ST,-,1
2015-04-21T00:00:00Z,13,Theft,10H50,Driveway,3600-3699,SCOTT,ST,-,1
2015-04-06T00:00:00Z,16,Burglary,10H50,Rental Storage Facility,3400-3499,DOWLING,ST,-,1
2015-04-01T00:00:00Z,14,Aggravated Assault,10H50,"Road, Street, or Sidewalk",3000-3099,BRAILSFORT,-,-,1
2015-04-07T00:00:00Z,15,Aggravated Assault,10H50,Apartment,3300-3399,ALABAMA,ST,-,1
2015-04-08T00:00:00Z,07,Aggravated Assault,10H50,Apartment,3800-3899,BURKETT,ST,-,1
2015-04-09T00:00:00Z,00,Theft,10H50,Service or Gas Station,3600-3699,ELGIN,ST,-,1
2015-04-14T00:00:00Z,09,Theft,10H50,Residence or House,3400-3499,TUAM,-,-,1
2015-04-30T00:00:00Z,10,Robbery,10H50,"Road, Street, or Sidewalk",3300-3399,DENNIS,ST,-,1
2015-04-06T00:00:00Z,06,Burglary,10H50,Construction Site,2200-2299,FRANCIS,ST,-,1
2015-04-01T00:00:00Z,23,Aggravated Assault,10H50,"Field, Woods, Forest, Park",2400-2499,ELGIN,ST,-,1
2015-04-13T00:00:00Z,01,Theft,10H50,Driveway,3700-3799,ROSALIE,-,-,1
2015-04-10T00:00:00Z,16,Robbery,10H50,"Road, Street, or Sidewalk",3300-3399,VELASCO,-,-,1
2015-04-20T00:00:00Z,04,Theft,10H50,Apartment,3700-3799,BREMOND,ST,-,1
