beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,total23,2024,last12mos,total_prior4years,avg_prior4years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior4yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior4years
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Arson,13,5,4,7,1,0,0,29,7.2,-46.2,-100,-100,-100,72.2,27.8,22.2,38.9,0,40
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Assault,759,893,941,694,758,77,799,3287,821.8,-8.6,5.3,15.1,-2.8,4216.7,4961.1,5227.8,3855.6,4438.9,4565.6
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Auto Theft,146,154,145,174,190,20,196,619,154.8,19.2,34.2,12.6,26.6,811.1,855.6,805.6,966.7,1088.9,860
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Burglary,155,159,117,136,127,18,138,567,141.8,-12.3,-11,1.5,-2.7,861.1,883.3,650,755.6,766.7,787.8
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Drug Offenses,160,141,149,232,238,0,210,682,170.5,45,31.2,-9.5,23.2,888.9,783.3,827.8,1288.9,1166.7,947.2
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Kidnapping,2,6,0,7,6,0,6,15,3.8,250,200,-14.3,57.9,11.1,33.3,0,38.9,33.3,21.1
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Murder,1,5,4,5,7,0,4,15,3.8,400,300,-20,5.3,5.6,27.8,22.2,27.8,22.2,21.1
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Other,359,810,874,784,879,30,832,2827,706.8,118.4,131.8,6.1,17.7,1994.4,4500,4855.6,4355.6,4622.2,3926.7
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Robbery,104,114,111,88,103,15,114,417,104.2,-15.4,9.6,29.5,9.4,577.8,633.3,616.7,488.9,633.3,578.9
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Sexual Assault,22,19,23,16,27,1,24,80,20,-27.3,9.1,50,20,122.2,105.6,127.8,88.9,133.3,111.1
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18000,Theft,394,447,475,414,450,50,476,1730,432.5,5.1,20.8,15,10.1,2188.9,2483.3,2638.9,2300,2644.4,2402.8
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Arson,6,1,6,2,1,0,1,15,3.8,-66.7,-83.3,-50,-73.7,75,12.5,75,25,12.5,47.5
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Assault,254,256,275,243,199,22,203,1028,257,-4.3,-20.1,-16.5,-21,3175,3200,3437.5,3037.5,2537.5,3212.5
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Auto Theft,106,114,109,162,148,17,152,491,122.8,52.8,43.4,-6.2,23.8,1325,1425,1362.5,2025,1900,1535
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Burglary,45,56,47,40,39,4,42,188,47,-11.1,-6.7,5,-10.6,562.5,700,587.5,500,525,587.5
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Drug Offenses,61,45,38,50,33,0,28,194,48.5,-18,-54.1,-44,-42.3,762.5,562.5,475,625,350,606.2
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Kidnapping,2,1,1,2,1,0,1,6,1.5,0,-50,-50,-33.3,25,12.5,12.5,25,12.5,18.8
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Murder,2,1,0,3,1,0,1,6,1.5,50,-50,-66.7,-33.3,25,12.5,0,37.5,12.5,18.8
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Other,124,206,239,237,222,11,213,806,201.5,91.1,71.8,-10.1,5.7,1550,2575,2987.5,2962.5,2662.5,2518.8
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Robbery,43,32,40,43,32,2,30,158,39.5,0,-30.2,-30.2,-24.1,537.5,400,500,537.5,375,493.8
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Sexual Assault,6,7,2,12,10,0,10,27,6.8,100,66.7,-16.7,47.1,75,87.5,25,150,125,85
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8000,Theft,224,174,193,204,243,31,261,795,198.8,-8.9,16.5,27.9,31.3,2800,2175,2412.5,2550,3262.5,2485
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Arson,3,14,4,3,4,1,5,24,6,0,66.7,66.7,-16.7,27.3,127.3,36.4,27.3,45.5,54.5
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Assault,415,447,591,671,533,26,529,2124,531,61.7,27.5,-21.2,-0.4,3772.7,4063.6,5372.7,6100,4809.1,4827.3
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Auto Theft,192,253,265,378,505,19,495,1088,272,96.9,157.8,31,82,1745.5,2300,2409.1,3436.4,4500,2472.7
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Burglary,119,112,126,133,98,9,99,490,122.5,11.8,-16.8,-25.6,-19.2,1081.8,1018.2,1145.5,1209.1,900,1113.6
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Drug Offenses,80,59,105,111,113,0,106,355,88.8,38.8,32.5,-4.5,19.4,727.3,536.4,954.5,1009.1,963.6,807.3
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Kidnapping,1,0,1,6,5,0,5,8,2,500,400,-16.7,150,9.1,0,9.1,54.5,45.5,18.2
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Murder,3,2,2,5,2,0,1,12,3,66.7,-66.7,-80,-66.7,27.3,18.2,18.2,45.5,9.1,27.3
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Other,352,558,737,700,723,10,681,2347,586.8,98.9,93.5,-2.7,16.1,3200,5072.7,6700,6363.6,6190.9,5334.5
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Robbery,49,63,58,37,48,2,49,207,51.8,-24.5,0,32.4,-5.4,445.5,572.7,527.3,336.4,445.5,470.9
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Sexual Assault,11,14,15,10,7,1,8,50,12.5,-9.1,-27.3,-20,-36,100,127.3,136.4,90.9,72.7,113.6
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11000,Theft,749,719,1069,1312,1171,55,1145,3849,962.2,75.2,52.9,-12.7,19,6809.1,6536.4,9718.2,11927.3,10409.1,8747.3
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Arson,6,7,7,11,6,4,10,31,7.8,83.3,66.7,-9.1,28.2,50,58.3,58.3,91.7,83.3,65
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Assault,885,1001,870,853,726,93,774,3609,902.2,-3.6,-12.5,-9.3,-14.2,7375,8341.7,7250,7108.3,6450,7518.3
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Auto Theft,83,93,100,106,129,17,142,382,95.5,27.7,71.1,34,48.7,691.7,775,833.3,883.3,1183.3,795.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Burglary,182,95,142,117,132,25,146,536,134,-35.7,-19.8,24.8,9,1516.7,791.7,1183.3,975,1216.7,1116.7
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Drug Offenses,218,97,210,257,190,0,171,782,195.5,17.9,-21.6,-33.5,-12.5,1816.7,808.3,1750,2141.7,1425,1629.2
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Kidnapping,5,4,2,6,6,0,6,17,4.2,20,20,0,42.9,41.7,33.3,16.7,50,50,35
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Murder,6,3,9,6,8,0,8,24,6,0,33.3,33.3,33.3,50,25,75,50,66.7,50
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Other,393,687,818,768,792,24,759,2666,666.5,95.4,93.1,-1.2,13.9,3275,5725,6816.7,6400,6325,5554.2
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Robbery,88,88,98,72,76,12,86,346,86.5,-18.2,-2.3,19.4,-0.6,733.3,733.3,816.7,600,716.7,720.8
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Sexual Assault,12,14,19,17,27,4,30,62,15.5,41.7,150,76.5,93.5,100,116.7,158.3,141.7,250,129.2
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",12000,Theft,507,473,348,306,375,75,433,1634,408.5,-39.6,-14.6,41.5,6,4225,3941.7,2900,2550,3608.3,3404.2
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Arson,6,9,8,6,1,0,1,29,7.2,0,-83.3,-83.3,-86.1,85.7,128.6,114.3,85.7,14.3,102.9
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Assault,363,409,403,340,371,17,357,1515,378.8,-6.3,-1.7,5,-5.8,5185.7,5842.9,5757.1,4857.1,5100,5411.4
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Auto Theft,46,62,54,78,66,8,68,240,60,69.6,47.8,-12.8,13.3,657.1,885.7,771.4,1114.3,971.4,857.1
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Burglary,69,47,61,59,81,8,87,236,59,-14.5,26.1,47.5,47.5,985.7,671.4,871.4,842.9,1242.9,842.9
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Drug Offenses,57,35,58,40,28,0,25,190,47.5,-29.8,-56.1,-37.5,-47.4,814.3,500,828.6,571.4,357.1,678.6
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Kidnapping,2,0,3,3,4,0,4,8,2,50,100,33.3,100,28.6,0,42.9,42.9,57.1,28.6
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Murder,3,2,2,1,3,0,2,8,2,-66.7,-33.3,100,0,42.9,28.6,28.6,14.3,28.6,28.6
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Other,145,311,403,306,262,8,253,1165,291.2,111,74.5,-17.3,-13.1,2071.4,4442.9,5757.1,4371.4,3614.3,4160
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Robbery,20,28,26,18,19,0,19,92,23,-10,-5,5.6,-17.4,285.7,400,371.4,257.1,271.4,328.6
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Sexual Assault,5,3,6,2,6,0,6,16,4,-60,20,200,50,71.4,42.9,85.7,28.6,85.7,57.1
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7000,Theft,144,173,156,172,132,13,138,645,161.2,19.4,-4.2,-19.8,-14.4,2057.1,2471.4,2228.6,2457.1,1971.4,2302.9
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Arson,8,9,11,5,6,4,9,33,8.2,-37.5,12.5,80,9.8,72.7,81.8,100,45.5,81.8,74.5
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Assault,501,626,554,531,440,34,442,2212,553,6,-11.8,-16.8,-20.1,4554.5,5690.9,5036.4,4827.3,4018.2,5027.3
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Auto Theft,77,78,92,130,151,8,148,377,94.2,68.8,92.2,13.8,57.1,700,709.1,836.4,1181.8,1345.5,856.4
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Burglary,112,83,84,103,155,12,159,382,95.5,-8,42,54.4,66.5,1018.2,754.5,763.6,936.4,1445.5,868.2
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Drug Offenses,68,40,72,53,39,0,33,233,58.2,-22.1,-51.5,-37.7,-43.3,618.2,363.6,654.5,481.8,300,529.1
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Kidnapping,2,2,2,0,3,0,0,6,1.5,-100,-100,NA,-100,18.2,18.2,18.2,0,0,13.6
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Murder,2,3,3,6,4,0,4,14,3.5,200,100,-33.3,14.3,18.2,27.3,27.3,54.5,36.4,31.8
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Other,202,456,555,440,494,23,480,1653,413.2,117.8,137.6,9.1,16.2,1836.4,4145.5,5045.5,4000,4363.6,3756.4
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Robbery,29,40,44,32,38,10,46,145,36.2,10.3,58.6,43.8,27.1,263.6,363.6,400,290.9,418.2,329.1
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Sexual Assault,4,10,10,7,10,0,9,31,7.8,75,125,28.6,15.4,36.4,90.9,90.9,63.6,81.8,70.9
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",11000,Theft,240,284,251,263,294,35,307,1038,259.5,9.6,27.9,16.7,18.3,2181.8,2581.8,2281.8,2390.9,2790.9,2359.1
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Arson,3,1,7,4,4,0,3,15,3.8,33.3,0,-25,-21.1,37.5,12.5,87.5,50,37.5,47.5
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Assault,229,234,235,171,201,11,190,869,217.2,-25.3,-17,11.1,-12.5,2862.5,2925,2937.5,2137.5,2375,2715
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Auto Theft,42,32,42,53,41,7,47,169,42.2,26.2,11.9,-11.3,11.4,525,400,525,662.5,587.5,527.5
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Burglary,54,32,27,25,43,4,43,138,34.5,-53.7,-20.4,72,24.6,675,400,337.5,312.5,537.5,431.3
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Drug Offenses,26,10,27,10,11,0,11,73,18.2,-61.5,-57.7,10,-39.6,325,125,337.5,125,137.5,227.5
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Kidnapping,0,0,1,0,0,0,0,1,0.2,NA,NA,NA,-100,0,0,12.5,0,0,2.5
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Murder,0,0,3,2,1,2,3,5,1.2,NA,NA,50,150,0,0,37.5,25,37.5,15
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Other,113,192,202,130,148,2,135,637,159.2,15,19.5,3.8,-15.2,1412.5,2400,2525,1625,1687.5,1990
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Robbery,16,21,26,12,13,0,12,75,18.8,-25,-25,0,-36.2,200,262.5,325,150,150,235
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Sexual Assault,5,6,1,1,5,0,5,13,3.2,-80,0,400,56.2,62.5,75,12.5,12.5,62.5,40
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",8000,Theft,108,103,117,134,97,11,99,462,115.5,24.1,-8.3,-26.1,-14.3,1350,1287.5,1462.5,1675,1237.5,1443.8
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Arson,3,6,5,3,3,0,2,17,4.2,0,-33.3,-33.3,-52.4,37.5,75,62.5,37.5,25,52.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Assault,564,612,571,457,484,43,483,2204,551,-19,-14.4,5.7,-12.3,7050,7650,7137.5,5712.5,6037.5,6887.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Auto Theft,43,57,61,69,72,12,80,230,57.5,60.5,86,15.9,39.1,537.5,712.5,762.5,862.5,1000,718.8
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Burglary,93,58,59,84,78,12,82,294,73.5,-9.7,-11.8,-2.4,11.6,1162.5,725,737.5,1050,1025,918.8
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Drug Offenses,54,37,51,35,22,0,20,177,44.2,-35.2,-63,-42.9,-54.8,675,462.5,637.5,437.5,250,552.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Kidnapping,0,6,2,0,0,0,0,8,2,NA,NA,NA,-100,0,75,25,0,0,25
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Murder,2,3,2,1,0,0,0,8,2,-50,-100,-100,-100,25,37.5,25,12.5,0,25
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Other,203,410,406,305,357,22,357,1324,331,50.2,75.9,17,7.9,2537.5,5125,5075,3812.5,4462.5,4137.5
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Robbery,44,45,40,20,38,2,38,149,37.2,-54.5,-13.6,90,2.2,550,562.5,500,250,475,465
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Sexual Assault,7,9,11,8,16,0,16,35,8.8,14.3,128.6,100,81.8,87.5,112.5,137.5,100,200,110
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8000,Theft,250,209,215,147,187,20,201,821,205.2,-41.2,-19.6,36.7,-2,3125,2612.5,2687.5,1837.5,2512.5,2565
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Arson,3,10,10,7,5,0,5,30,7.5,133.3,66.7,-28.6,-33.3,15.8,52.6,52.6,36.8,26.3,39.5
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Assault,792,926,720,668,729,68,754,3106,776.5,-15.7,-4.8,12.9,-2.9,4168.4,4873.7,3789.5,3515.8,3968.4,4086.8
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Auto Theft,80,131,101,85,132,14,137,397,99.2,6.2,71.2,61.2,38.1,421.1,689.5,531.6,447.4,721.1,522.1
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Burglary,140,102,109,116,107,23,124,467,116.8,-17.1,-11.4,6.9,6.2,736.8,536.8,573.7,610.5,652.6,614.7
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Drug Offenses,142,78,119,78,64,0,52,417,104.2,-45.1,-63.4,-33.3,-50.1,747.4,410.5,626.3,410.5,273.7,548.4
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Kidnapping,1,4,5,1,4,1,5,11,2.8,0,400,400,78.6,5.3,21.1,26.3,5.3,26.3,14.7
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Murder,1,0,3,3,2,0,1,7,1.8,200,0,-66.7,-44.4,5.3,0,15.8,15.8,5.3,9.5
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Other,318,676,722,562,609,28,591,2278,569.5,76.7,85.8,5.2,3.8,1673.7,3557.9,3800,2957.9,3110.5,2997.4
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Robbery,56,57,54,43,51,6,50,210,52.5,-23.2,-10.7,16.3,-4.8,294.7,300,284.2,226.3,263.2,276.3
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Sexual Assault,18,14,17,9,15,4,17,58,14.5,-50,-5.6,88.9,17.2,94.7,73.7,89.5,47.4,89.5,76.3
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19000,Theft,340,374,281,296,367,48,372,1291,322.8,-12.9,9.4,25.7,15.2,1789.5,1968.4,1478.9,1557.9,1957.9,1698.9
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Arson,4,2,4,2,2,0,1,12,3,-50,-75,-50,-66.7,66.7,33.3,66.7,33.3,16.7,50
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Assault,215,272,220,177,204,8,205,884,221,-17.7,-4.7,15.8,-7.2,3583.3,4533.3,3666.7,2950,3416.7,3683.3
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Auto Theft,37,45,35,44,23,4,25,161,40.2,18.9,-32.4,-43.2,-37.8,616.7,750,583.3,733.3,416.7,670
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Burglary,36,33,40,48,41,2,40,157,39.2,33.3,11.1,-16.7,2,600,550,666.7,800,666.7,653.3
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Drug Offenses,28,20,34,18,8,0,8,100,25,-35.7,-71.4,-55.6,-68,466.7,333.3,566.7,300,133.3,416.7
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Kidnapping,0,1,0,0,2,0,2,1,0.2,NA,NA,NA,900,0,16.7,0,0,33.3,3.3
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Murder,1,4,6,1,2,2,4,12,3,0,300,300,33.3,16.7,66.7,100,16.7,66.7,50
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Other,94,240,227,197,183,2,163,758,189.5,109.6,73.4,-17.3,-14,1566.7,4000,3783.3,3283.3,2716.7,3158.3
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Robbery,18,21,16,6,9,0,8,61,15.2,-66.7,-55.6,33.3,-47.4,300,350,266.7,100,133.3,253.3
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Sexual Assault,4,4,10,3,5,0,5,21,5.2,-25,25,66.7,-3.8,66.7,66.7,166.7,50,83.3,86.7
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",6000,Theft,90,76,86,112,89,14,97,364,91,24.4,7.8,-13.4,6.6,1500,1266.7,1433.3,1866.7,1616.7,1516.7
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Arson,6,6,9,4,0,3,3,25,6.2,-33.3,-50,-25,-51.6,37.5,37.5,56.2,25,18.8,38.8
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Assault,470,519,499,424,406,49,424,1912,478,-9.8,-9.8,0,-11.3,2937.5,3243.8,3118.8,2650,2650,2987.5
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Auto Theft,107,103,85,93,108,12,109,388,97,-13.1,1.9,17.2,12.4,668.8,643.8,531.2,581.2,681.2,606.2
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Burglary,109,91,70,117,101,6,101,387,96.8,7.3,-7.3,-13.7,4.3,681.2,568.8,437.5,731.2,631.2,605
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Drug Offenses,67,38,69,52,44,0,41,226,56.5,-22.4,-38.8,-21.2,-27.4,418.8,237.5,431.3,325,256.2,353.1
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Kidnapping,3,2,1,6,0,2,2,12,3,100,-33.3,-66.7,-33.3,18.8,12.5,6.2,37.5,12.5,18.8
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Murder,2,6,4,2,0,0,0,14,3.5,0,-100,-100,-100,12.5,37.5,25,12.5,0,21.9
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Other,206,504,511,484,426,18,415,1705,426.2,135,101.5,-14.3,-2.6,1287.5,3150,3193.8,3025,2593.8,2663.8
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Robbery,50,52,39,51,40,2,39,192,48,2,-22,-23.5,-18.8,312.5,325,243.8,318.8,243.8,300
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Sexual Assault,11,11,9,17,6,2,7,48,12,54.5,-36.4,-58.8,-41.7,68.8,68.8,56.2,106.3,43.8,75
9C20,9,7.5383173,Denver Harbor and Houston Harbor,16000,Theft,304,359,267,379,273,39,286,1309,327.2,24.7,-5.9,-24.5,-12.6,1900,2243.8,1668.8,2368.8,1787.5,2045
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Arson,5,0,0,2,3,0,3,7,1.8,-60,-40,50,66.7,55.6,0,0,22.2,33.3,20
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Assault,265,320,326,322,359,37,379,1233,308.2,21.5,43,17.7,23,2944.4,3555.6,3622.2,3577.8,4211.1,3424.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Auto Theft,102,153,108,104,150,8,148,467,116.8,2,45.1,42.3,26.7,1133.3,1700,1200,1155.6,1644.4,1297.8
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Burglary,54,72,50,39,55,8,59,215,53.8,-27.8,9.3,51.3,9.7,600,800,555.6,433.3,655.6,597.8
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Drug Offenses,38,33,46,36,33,0,31,153,38.2,-5.3,-18.4,-13.9,-18.8,422.2,366.7,511.1,400,344.4,424.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Kidnapping,0,0,0,2,1,2,3,2,0.5,NA,NA,50,500,0,0,0,22.2,33.3,5.6
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Murder,1,3,4,2,1,0,1,10,2.5,100,0,-50,-60,11.1,33.3,44.4,22.2,11.1,27.8
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Other,191,400,420,469,477,16,464,1480,370,145.5,142.9,-1.1,25.4,2122.2,4444.4,4666.7,5211.1,5155.6,4111.1
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Robbery,34,47,37,24,37,2,38,142,35.5,-29.4,11.8,58.3,7,377.8,522.2,411.1,266.7,422.2,394.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Sexual Assault,9,11,17,4,15,0,15,41,10.2,-55.6,66.7,275,47.1,100,122.2,188.9,44.4,166.7,113.3
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9000,Theft,521,434,392,476,483,63,517,1823,455.8,-8.6,-0.8,8.6,13.4,5788.9,4822.2,4355.6,5288.9,5744.4,5064.4
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Arson,9,2,6,9,6,0,6,26,6.5,0,-33.3,-33.3,-7.7,39.1,8.7,26.1,39.1,26.1,28.3
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",23000,Assault,821,890,824,721,677,72,697,3256,814,-12.2,-15.1,-3.3,-14.4,3569.6,3869.6,3582.6,3134.8,3030.4,3539.1
