beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,total23,2024,last12mos,total_prior4years,avg_prior4years,inc_19to22,inc_19tolast12,inc_22tolast12,inc_prior4yearavgtolast12,rate19,rate20,rate21,rate22,rate_last12,rate_prior4years
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Arson,1,0,2,2,4,0,1,5,1.2,100,0,-50,-16.7,8.3,0,16.7,16.7,8.3,10
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Assault,254,313,304,303,351,16,349,1174,293.5,19.3,37.4,15.2,18.9,2116.7,2608.3,2533.3,2525,2908.3,2445.8
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Auto Theft,111,131,215,197,232,17,240,654,163.5,77.5,116.2,21.8,46.8,925,1091.7,1791.7,1641.7,2000,1362.5
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Burglary,82,90,96,112,82,9,88,380,95,36.6,7.3,-21.4,-7.4,683.3,750,800,933.3,733.3,791.7
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Drug Offenses,27,17,26,33,20,0,17,103,25.8,22.2,-37,-48.5,-34.1,225,141.7,216.7,275,141.7,215
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Kidnapping,0,1,0,1,0,0,0,2,0.5,NA,NA,-100,-100,0,8.3,0,8.3,0,4.2
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Murder,0,2,1,1,1,0,1,4,1,NA,NA,0,0,0,16.7,8.3,8.3,8.3,8.3
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Other,321,376,408,327,395,6,370,1432,358,1.9,15.3,13.1,3.4,2675,3133.3,3400,2725,3083.3,2983.3
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Robbery,37,25,30,20,21,2,22,112,28,-45.9,-40.5,10,-21.4,308.3,208.3,250,166.7,183.3,233.3
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Sexual Assault,8,7,8,10,16,0,15,33,8.2,25,87.5,50,82.9,66.7,58.3,66.7,83.3,125,68.3
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,12000,Theft,934,863,901,873,797,43,780,3571,892.8,-6.5,-16.5,-10.7,-12.6,7783.3,7191.7,7508.3,7275,6500,7440
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Arson,4,7,4,6,3,1,3,21,5.2,50,-25,-50,-42.3,17.4,30.4,17.4,26.1,13,22.6
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Assault,632,735,660,700,661,25,644,2727,681.8,10.8,1.9,-8,-5.5,2747.8,3195.7,2869.6,3043.5,2800,2964.3
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Auto Theft,289,279,274,275,209,9,202,1117,279.2,-4.8,-30.1,-26.5,-27.7,1256.5,1213,1191.3,1195.7,878.3,1213.9
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Burglary,166,171,116,115,94,8,90,568,142,-30.7,-45.8,-21.7,-36.6,721.7,743.5,504.3,500,391.3,617.4
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Drug Offenses,127,65,104,83,91,0,89,379,94.8,-34.6,-29.9,7.2,-6.1,552.2,282.6,452.2,360.9,387,412.2
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Kidnapping,6,4,1,9,4,0,4,20,5,50,-33.3,-55.6,-20,26.1,17.4,4.3,39.1,17.4,21.7
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Murder,2,4,6,8,3,1,4,20,5,300,100,-50,-20,8.7,17.4,26.1,34.8,17.4,21.7
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Other,438,793,640,641,629,18,606,2512,628,46.3,38.4,-5.5,-3.5,1904.3,3447.8,2782.6,2787,2634.8,2730.4
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Robbery,160,114,94,94,105,11,114,462,115.5,-41.2,-28.8,21.3,-1.3,695.7,495.7,408.7,408.7,495.7,502.2
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Sexual Assault,30,20,25,18,15,2,16,93,23.2,-40,-46.7,-11.1,-31,130.4,87,108.7,78.3,69.6,100.9
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23000,Theft,572,615,614,625,585,38,564,2426,606.5,9.3,-1.4,-9.8,-7,2487,2673.9,2669.6,2717.4,2452.2,2637
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Arson,11,7,5,2,5,0,3,25,6.2,-81.8,-72.7,50,-51.6,30.6,19.4,13.9,5.6,8.3,17.2
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Assault,1173,1252,1012,1095,1112,55,1092,4532,1133,-6.6,-6.9,-0.3,-3.6,3258.3,3477.8,2811.1,3041.7,3033.3,3147.2
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Auto Theft,262,351,321,316,327,14,316,1250,312.5,20.6,20.6,0,1.1,727.8,975,891.7,877.8,877.8,868.1
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Burglary,328,256,243,277,250,9,229,1104,276,-15.5,-30.2,-17.3,-17,911.1,711.1,675,769.4,636.1,766.7
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Drug Offenses,221,240,235,159,161,0,147,855,213.8,-28.1,-33.5,-7.5,-31.2,613.9,666.7,652.8,441.7,408.3,593.9
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Kidnapping,4,7,2,3,6,2,8,16,4,-25,100,166.7,100,11.1,19.4,5.6,8.3,22.2,11.1
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Murder,11,4,14,10,9,0,9,39,9.8,-9.1,-18.2,-10,-8.2,30.6,11.1,38.9,27.8,25,27.2
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Other,802,1263,1237,1219,1272,31,1217,4521,1130.2,52,51.7,-0.2,7.7,2227.8,3508.3,3436.1,3386.1,3380.6,3139.4
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Robbery,223,210,184,158,147,15,156,775,193.8,-29.1,-30,-1.3,-19.5,619.4,583.3,511.1,438.9,433.3,538.3
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Sexual Assault,31,31,22,38,33,5,35,122,30.5,22.6,12.9,-7.9,14.8,86.1,86.1,61.1,105.6,97.2,84.7
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36000,Theft,937,872,878,887,952,45,942,3574,893.5,-5.3,0.5,6.2,5.4,2602.8,2422.2,2438.9,2463.9,2616.7,2481.9
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Arson,1,0,1,0,0,0,0,2,0.5,-100,-100,NA,-100,50,0,50,0,0,25
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Assault,49,52,56,50,52,3,53,207,51.8,2,8.2,6,2.3,2450,2600,2800,2500,2650,2590
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Auto Theft,64,41,68,48,95,3,94,221,55.2,-25,46.9,95.8,70.3,3200,2050,3400,2400,4700,2760
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Burglary,12,10,13,12,13,0,12,47,11.8,0,0,0,1.7,600,500,650,600,600,590
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Drug Offenses,13,21,16,9,7,0,5,59,14.8,-30.8,-61.5,-44.4,-66.2,650,1050,800,450,250,740
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Kidnapping,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Murder,0,1,0,0,0,0,0,1,0.2,NA,NA,NA,-100,0,50,0,0,0,10
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Other,43,143,109,90,119,1,109,385,96.2,109.3,153.5,21.1,13.3,2150,7150,5450,4500,5450,4810
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Robbery,7,2,2,4,3,0,3,15,3.8,-42.9,-57.1,-25,-21.1,350,100,100,200,150,190
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Sexual Assault,5,1,0,3,1,0,1,9,2.2,-40,-80,-66.7,-54.5,250,50,0,150,50,110
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",2000,Theft,52,71,59,58,41,2,41,240,60,11.5,-21.2,-29.3,-31.7,2600,3550,2950,2900,2050,3000
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Arson,2,1,3,0,3,0,3,6,1.5,-100,50,NA,100,15.4,7.7,23.1,0,23.1,11.5
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Assault,185,227,204,214,204,22,213,830,207.5,15.7,15.1,-0.5,2.7,1423.1,1746.2,1569.2,1646.2,1638.5,1596.2
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Auto Theft,67,90,95,88,99,5,96,340,85,31.3,43.3,9.1,12.9,515.4,692.3,730.8,676.9,738.5,653.8
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Burglary,66,77,35,72,47,2,44,250,62.5,9.1,-33.3,-38.9,-29.6,507.7,592.3,269.2,553.8,338.5,480.8
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Drug Offenses,24,22,18,17,5,0,5,81,20.2,-29.2,-79.2,-70.6,-75.2,184.6,169.2,138.5,130.8,38.5,155.4
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Kidnapping,0,3,2,0,0,0,0,5,1.2,NA,NA,NA,-100,0,23.1,15.4,0,0,9.2
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Murder,0,2,1,5,2,0,2,8,2,NA,NA,-60,0,0,15.4,7.7,38.5,15.4,15.4
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Other,109,207,224,188,184,10,179,728,182,72.5,64.2,-4.8,-1.6,838.5,1592.3,1723.1,1446.2,1376.9,1400
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Robbery,24,44,30,28,22,1,20,126,31.5,16.7,-16.7,-28.6,-36.5,184.6,338.5,230.8,215.4,153.8,242.3
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Sexual Assault,8,15,1,9,6,0,6,33,8.2,12.5,-25,-33.3,-26.8,61.5,115.4,7.7,69.2,46.2,63.1
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13000,Theft,253,249,252,235,213,9,202,989,247.2,-7.1,-20.2,-14,-18.3,1946.2,1915.4,1938.5,1807.7,1553.8,1901.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Arson,12,12,10,7,1,0,1,41,10.2,-41.7,-91.7,-85.7,-90.2,70.6,70.6,58.8,41.2,5.9,60
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Assault,1140,1209,1040,977,1075,50,1065,4366,1091.5,-14.3,-6.6,9,-2.4,6705.9,7111.8,6117.6,5747.1,6264.7,6420.6
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Auto Theft,119,94,105,129,156,9,153,447,111.8,8.4,28.6,18.6,36.9,700,552.9,617.6,758.8,900,657.6
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Burglary,242,205,126,177,170,10,164,750,187.5,-26.9,-32.2,-7.3,-12.5,1423.5,1205.9,741.2,1041.2,964.7,1102.9
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Drug Offenses,251,210,139,115,114,0,101,715,178.8,-54.2,-59.8,-12.2,-43.5,1476.5,1235.3,817.6,676.5,594.1,1051.8
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Kidnapping,0,5,5,2,10,2,12,12,3,NA,NA,500,300,0,29.4,29.4,11.8,70.6,17.6
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Murder,11,13,13,8,12,0,11,45,11.2,-27.3,0,37.5,-1.8,64.7,76.5,76.5,47.1,64.7,65.9
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Other,520,852,1071,920,933,13,871,3363,840.8,76.9,67.5,-5.3,3.6,3058.8,5011.8,6300,5411.8,5123.5,4945.9
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Robbery,148,135,108,93,92,8,95,484,121,-37.2,-35.8,2.2,-21.5,870.6,794.1,635.3,547.1,558.8,711.8
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Sexual Assault,21,31,19,15,34,1,32,86,21.5,-28.6,52.4,113.3,48.8,123.5,182.4,111.8,88.2,188.2,126.5
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17000,Theft,708,543,501,495,511,27,504,2247,561.8,-30.1,-28.8,1.8,-10.3,4164.7,3194.1,2947.1,2911.8,2964.7,3304.7
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Arson,27,12,10,12,14,0,11,61,15.2,-55.6,-59.3,-8.3,-27.6,96.4,42.9,35.7,42.9,39.3,54.3
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Assault,1828,2056,1856,1764,1789,91,1757,7504,1876,-3.5,-3.9,-0.4,-6.3,6528.6,7342.9,6628.6,6300,6275,6700
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Auto Theft,150,160,132,197,282,12,284,639,159.8,31.3,89.3,44.2,77.7,535.7,571.4,471.4,703.6,1014.3,570.7
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Burglary,409,291,285,268,258,11,248,1253,313.2,-34.5,-39.4,-7.5,-20.8,1460.7,1039.3,1017.9,957.1,885.7,1118.6
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Drug Offenses,350,342,277,255,201,0,184,1224,306,-27.1,-47.4,-27.8,-39.9,1250,1221.4,989.3,910.7,657.1,1092.9
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Kidnapping,9,9,1,6,8,0,8,25,6.2,-33.3,-11.1,33.3,29,32.1,32.1,3.6,21.4,28.6,22.1
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Murder,15,21,18,15,15,0,14,69,17.2,0,-6.7,-6.7,-18.6,53.6,75,64.3,53.6,50,61.4
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Other,913,1480,1784,1578,1457,35,1390,5755,1438.8,72.8,52.2,-11.9,-3.4,3260.7,5285.7,6371.4,5635.7,4964.3,5138.6
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Robbery,232,167,146,174,162,9,161,719,179.8,-25,-30.6,-7.5,-10.5,828.6,596.4,521.4,621.4,575,642.1
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Sexual Assault,43,38,37,23,30,2,28,141,35.2,-46.5,-34.9,21.7,-20.5,153.6,135.7,132.1,82.1,100,125.7
14D20,14,7.25646368,"Sunnyside, Brook Haven and Bayou Estates",28000,Theft,802,731,547,720,704,57,719,2800,700,-10.2,-10.3,-0.1,2.7,2864.3,2610.7,1953.6,2571.4,2567.9,2500
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Arson,7,8,11,4,7,0,7,30,7.5,-42.9,0,75,-6.7,33.3,38.1,52.4,19,33.3,35.7
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Assault,883,946,876,850,856,44,838,3555,888.8,-3.7,-5.1,-1.4,-5.7,4204.8,4504.8,4171.4,4047.6,3990.5,4232.4
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Auto Theft,76,102,82,114,106,5,104,374,93.5,50,36.8,-8.8,11.2,361.9,485.7,390.5,542.9,495.2,445.2
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Burglary,184,155,126,157,154,8,143,622,155.5,-14.7,-22.3,-8.9,-8,876.2,738.1,600,747.6,681,740.5
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Drug Offenses,161,139,110,127,105,0,97,537,134.2,-21.1,-39.8,-23.6,-27.7,766.7,661.9,523.8,604.8,461.9,639
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Kidnapping,3,4,4,10,6,0,6,21,5.2,233.3,100,-40,15.4,14.3,19,19,47.6,28.6,24.8
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Murder,6,7,8,7,5,0,4,28,7,16.7,-33.3,-42.9,-42.9,28.6,33.3,38.1,33.3,19,33.3
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Other,414,769,803,796,768,17,733,2782,695.5,92.3,77.1,-7.9,5.4,1971.4,3661.9,3823.8,3790.5,3490.5,3311.9
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Robbery,110,63,52,68,98,6,101,293,73.2,-38.2,-8.2,48.5,38,523.8,300,247.6,323.8,481,348.6
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Sexual Assault,21,14,8,15,19,0,17,58,14.5,-28.6,-19,13.3,17.2,100,66.7,38.1,71.4,81,69
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",21000,Theft,334,319,268,272,342,19,337,1193,298.2,-18.6,0.9,23.9,13,1590.5,1519,1276.2,1295.2,1604.8,1420
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Arson,10,15,7,6,11,0,11,38,9.5,-40,10,83.3,15.8,47.6,71.4,33.3,28.6,52.4,45.2
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Assault,715,777,766,725,684,37,672,2983,745.8,1.4,-6,-7.3,-9.9,3404.8,3700,3647.6,3452.4,3200,3551.4
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Auto Theft,73,71,85,120,132,6,126,349,87.2,64.4,72.6,5,44.5,347.6,338.1,404.8,571.4,600,415.2
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Burglary,115,116,87,103,143,5,145,421,105.2,-10.4,26.1,40.8,37.8,547.6,552.4,414.3,490.5,690.5,501
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Drug Offenses,63,68,60,75,43,0,40,266,66.5,19,-36.5,-46.7,-39.8,300,323.8,285.7,357.1,190.5,316.7
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Kidnapping,2,4,3,3,1,0,1,12,3,50,-50,-66.7,-66.7,9.5,19,14.3,14.3,4.8,14.3
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Murder,4,8,2,8,2,0,2,22,5.5,100,-50,-75,-63.6,19,38.1,9.5,38.1,9.5,26.2
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Other,325,550,610,598,473,9,450,2083,520.8,84,38.5,-24.7,-13.6,1547.6,2619,2904.8,2847.6,2142.9,2480
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Robbery,77,90,82,73,58,4,56,322,80.5,-5.2,-27.3,-23.3,-30.4,366.7,428.6,390.5,347.6,266.7,383.3
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Sexual Assault,23,18,13,12,14,1,13,66,16.5,-47.8,-43.5,8.3,-21.2,109.5,85.7,61.9,57.1,61.9,78.6
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",21000,Theft,376,358,317,329,324,23,326,1380,345,-12.5,-13.3,-0.9,-5.5,1790.5,1704.8,1509.5,1566.7,1552.4,1642.9
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Arson,7,3,5,5,1,0,1,20,5,-28.6,-85.7,-80,-80,77.8,33.3,55.6,55.6,11.1,55.6
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Assault,209,294,299,297,292,20,292,1099,274.8,42.1,39.7,-1.7,6.3,2322.2,3266.7,3322.2,3300,3244.4,3053.3
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Auto Theft,44,40,64,64,66,3,65,212,53,45.5,47.7,1.6,22.6,488.9,444.4,711.1,711.1,722.2,588.9
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Burglary,91,58,59,46,39,4,41,254,63.5,-49.5,-54.9,-10.9,-35.4,1011.1,644.4,655.6,511.1,455.6,705.6
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Drug Offenses,25,14,24,19,6,0,4,82,20.5,-24,-84,-78.9,-80.5,277.8,155.6,266.7,211.1,44.4,227.8
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Kidnapping,2,4,2,1,1,0,1,9,2.2,-50,-50,0,-54.5,22.2,44.4,22.2,11.1,11.1,24.4
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Murder,2,1,3,5,6,0,6,11,2.8,150,200,20,114.3,22.2,11.1,33.3,55.6,66.7,31.1
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Other,118,203,217,246,200,4,190,784,196,108.5,61,-22.8,-3.1,1311.1,2255.6,2411.1,2733.3,2111.1,2177.8
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Robbery,26,25,35,20,20,1,19,106,26.5,-23.1,-26.9,-5,-28.3,288.9,277.8,388.9,222.2,211.1,294.4
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Sexual Assault,3,7,4,3,11,0,11,17,4.2,0,266.7,266.7,161.9,33.3,77.8,44.4,33.3,122.2,46.7
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9000,Theft,186,173,144,196,158,1,143,699,174.8,5.4,-23.1,-27,-18.2,2066.7,1922.2,1600,2177.8,1588.9,1942.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Arson,1,2,0,0,1,1,2,3,0.8,-100,100,NA,150,4.2,8.3,0,0,8.3,3.3
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Assault,395,440,487,383,406,17,391,1705,426.2,-3,-1,2.1,-8.3,1645.8,1833.3,2029.2,1595.8,1629.2,1775.8
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Auto Theft,73,61,65,80,115,8,116,279,69.8,9.6,58.9,45,66.2,304.2,254.2,270.8,333.3,483.3,290.8
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Burglary,201,102,122,125,106,5,103,550,137.5,-37.8,-48.8,-17.6,-25.1,837.5,425,508.3,520.8,429.2,572.9
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Drug Offenses,41,31,44,41,42,0,40,157,39.2,0,-2.4,-2.4,2,170.8,129.2,183.3,170.8,166.7,163.3
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Kidnapping,0,0,2,2,0,0,0,4,1,NA,NA,-100,-100,0,0,8.3,8.3,0,4.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Murder,2,0,5,2,4,0,4,9,2.2,0,100,100,81.8,8.3,0,20.8,8.3,16.7,9.2
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Other,304,443,460,436,474,6,446,1643,410.8,43.4,46.7,2.3,8.6,1266.7,1845.8,1916.7,1816.7,1858.3,1711.7
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Robbery,58,75,64,53,49,3,51,250,62.5,-8.6,-12.1,-3.8,-18.4,241.7,312.5,266.7,220.8,212.5,260.4
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Sexual Assault,5,8,10,8,10,0,9,31,7.8,60,80,12.5,15.4,20.8,33.3,41.7,33.3,37.5,32.5
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24000,Theft,654,680,524,597,794,56,807,2455,613.8,-8.7,23.4,35.2,31.5,2725,2833.3,2183.3,2487.5,3362.5,2557.5
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Arson,5,1,3,0,2,0,2,9,2.2,-100,-60,NA,-9.1,27.8,5.6,16.7,0,11.1,12.2
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Assault,312,350,300,281,249,13,254,1243,310.8,-9.9,-18.6,-9.6,-18.3,1733.3,1944.4,1666.7,1561.1,1411.1,1726.7
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Auto Theft,62,51,55,59,48,5,48,227,56.8,-4.8,-22.6,-18.6,-15.5,344.4,283.3,305.6,327.8,266.7,315.6
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Burglary,102,69,91,49,44,3,44,311,77.8,-52,-56.9,-10.2,-43.4,566.7,383.3,505.6,272.2,244.4,432.2
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Drug Offenses,67,48,46,55,27,0,27,216,54,-17.9,-59.7,-50.9,-50,372.2,266.7,255.6,305.6,150,300
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Kidnapping,0,4,6,0,3,0,3,10,2.5,NA,NA,NA,20,0,22.2,33.3,0,16.7,13.9
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",18000,Murder,0,1,1,3,1,0,0,5,1.2,NA,NA,-100,-100,0,5.6,5.6,16.7,0,6.7
