date,count,day
2022-02-20T00:00:00Z,734,Sunday
2022-02-19T00:00:00Z,688,Saturday
2022-02-18T00:00:00Z,745,Friday
2022-02-17T00:00:00Z,717,Thursday
2022-02-16T00:00:00Z,682,Wednesday
2022-02-15T00:00:00Z,703,Tuesday
2022-02-14T00:00:00Z,683,Monday
2022-02-13T00:00:00Z,724,Sunday
2022-02-12T00:00:00Z,733,Saturday
2022-02-11T00:00:00Z,755,Friday
2022-02-10T00:00:00Z,741,Thursday
2022-02-09T00:00:00Z,701,Wednesday
2022-02-08T00:00:00Z,710,Tuesday
2022-02-07T00:00:00Z,679,Monday
2022-02-06T00:00:00Z,726,Sunday
2022-02-05T00:00:00Z,665,Saturday
2022-02-04T00:00:00Z,692,Friday
2022-02-03T00:00:00Z,557,Thursday
2022-02-02T00:00:00Z,759,Wednesday
2022-02-01T00:00:00Z,831,Tuesday
2022-01-31T00:00:00Z,609,Monday
2022-01-30T00:00:00Z,671,Sunday
2022-01-29T00:00:00Z,751,Saturday
2022-01-28T00:00:00Z,711,Friday
2022-01-27T00:00:00Z,675,Thursday
2022-01-26T00:00:00Z,663,Wednesday
2022-01-25T00:00:00Z,735,Tuesday
2022-01-24T00:00:00Z,698,Monday
2022-01-23T00:00:00Z,685,Sunday
2022-01-22T00:00:00Z,702,Saturday
2022-01-21T00:00:00Z,721,Friday
2022-01-20T00:00:00Z,620,Thursday
2022-01-19T00:00:00Z,663,Wednesday
2022-01-18T00:00:00Z,686,Tuesday
2022-01-17T00:00:00Z,591,Monday
2022-01-16T00:00:00Z,592,Sunday
2022-01-15T00:00:00Z,718,Saturday
2022-01-14T00:00:00Z,739,Friday
2022-01-13T00:00:00Z,692,Thursday
2022-01-12T00:00:00Z,646,Wednesday
2022-01-11T00:00:00Z,678,Tuesday
2022-01-10T00:00:00Z,722,Monday
2022-01-09T00:00:00Z,633,Sunday
2022-01-08T00:00:00Z,642,Saturday
2022-01-07T00:00:00Z,718,Friday
2022-01-06T00:00:00Z,665,Thursday
2022-01-05T00:00:00Z,660,Wednesday
2022-01-04T00:00:00Z,665,Tuesday
2022-01-03T00:00:00Z,574,Monday
2022-01-02T00:00:00Z,554,Sunday
2022-01-01T00:00:00Z,882,Saturday
2021-12-31T00:00:00Z,630,Friday
2021-12-30T00:00:00Z,642,Thursday
2021-12-29T00:00:00Z,633,Wednesday
2021-12-28T00:00:00Z,591,Tuesday
2021-12-27T00:00:00Z,649,Monday
2021-12-26T00:00:00Z,517,Sunday
2021-12-25T00:00:00Z,498,Saturday
2021-12-24T00:00:00Z,586,Friday
2021-12-23T00:00:00Z,625,Thursday
2021-12-22T00:00:00Z,642,Wednesday
2021-12-21T00:00:00Z,598,Tuesday
2021-12-20T00:00:00Z,643,Monday
2021-12-19T00:00:00Z,658,Sunday
2021-12-18T00:00:00Z,678,Saturday
2021-12-17T00:00:00Z,690,Friday
2021-12-16T00:00:00Z,647,Thursday
2021-12-15T00:00:00Z,689,Wednesday
2021-12-14T00:00:00Z,702,Tuesday
2021-12-13T00:00:00Z,588,Monday
2021-12-12T00:00:00Z,630,Sunday
2021-12-11T00:00:00Z,670,Saturday
2021-12-10T00:00:00Z,788,Friday
2021-12-09T00:00:00Z,688,Thursday
2021-12-08T00:00:00Z,733,Wednesday
2021-12-07T00:00:00Z,670,Tuesday
2021-12-06T00:00:00Z,737,Monday
2021-12-05T00:00:00Z,785,Sunday
2021-12-04T00:00:00Z,735,Saturday
2021-12-03T00:00:00Z,779,Friday
2021-12-02T00:00:00Z,677,Thursday
2021-12-01T00:00:00Z,704,Wednesday
2021-11-30T00:00:00Z,631,Tuesday
2021-11-29T00:00:00Z,634,Monday
2021-11-28T00:00:00Z,615,Sunday
2021-11-27T00:00:00Z,652,Saturday
2021-11-26T00:00:00Z,583,Friday
2021-11-25T00:00:00Z,510,Thursday
2021-11-24T00:00:00Z,626,Wednesday
2021-11-23T00:00:00Z,656,Tuesday
2021-11-22T00:00:00Z,679,Monday
2021-11-21T00:00:00Z,627,Sunday
2021-11-20T00:00:00Z,679,Saturday
2021-11-19T00:00:00Z,727,Friday
2021-11-18T00:00:00Z,643,Thursday
2021-11-17T00:00:00Z,702,Wednesday
2021-11-16T00:00:00Z,666,Tuesday
2021-11-15T00:00:00Z,642,Monday
2021-11-14T00:00:00Z,663,Sunday
2021-11-13T00:00:00Z,640,Saturday
2021-11-12T00:00:00Z,693,Friday
2021-11-11T00:00:00Z,657,Thursday
2021-11-10T00:00:00Z,649,Wednesday
2021-11-09T00:00:00Z,686,Tuesday
2021-11-08T00:00:00Z,665,Monday
2021-11-07T00:00:00Z,713,Sunday
2021-11-06T00:00:00Z,630,Saturday
2021-11-05T00:00:00Z,769,Friday
2021-11-04T00:00:00Z,702,Thursday
2021-11-03T00:00:00Z,684,Wednesday
2021-11-02T00:00:00Z,711,Tuesday
2021-11-01T00:00:00Z,741,Monday
2021-10-31T00:00:00Z,708,Sunday
2021-10-30T00:00:00Z,717,Saturday
2021-10-29T00:00:00Z,754,Friday
2021-10-28T00:00:00Z,683,Thursday
2021-10-27T00:00:00Z,761,Wednesday
2021-10-26T00:00:00Z,695,Tuesday
2021-10-25T00:00:00Z,694,Monday
2021-10-24T00:00:00Z,715,Sunday
2021-10-23T00:00:00Z,673,Saturday
2021-10-22T00:00:00Z,718,Friday
2021-10-21T00:00:00Z,681,Thursday
2021-10-20T00:00:00Z,710,Wednesday
2021-10-19T00:00:00Z,640,Tuesday
2021-10-18T00:00:00Z,643,Monday
2021-10-17T00:00:00Z,666,Sunday
2021-10-16T00:00:00Z,647,Saturday
2021-10-15T00:00:00Z,718,Friday
2021-10-14T00:00:00Z,621,Thursday
2021-10-13T00:00:00Z,708,Wednesday
2021-10-12T00:00:00Z,655,Tuesday
2021-10-11T00:00:00Z,721,Monday
2021-10-10T00:00:00Z,662,Sunday
2021-10-09T00:00:00Z,682,Saturday
2021-10-08T00:00:00Z,737,Friday
2021-10-07T00:00:00Z,702,Thursday
2021-10-06T00:00:00Z,681,Wednesday
2021-10-05T00:00:00Z,660,Tuesday
2021-10-04T00:00:00Z,624,Monday
2021-10-03T00:00:00Z,697,Sunday
2021-10-02T00:00:00Z,691,Saturday
2021-10-01T00:00:00Z,807,Friday
2021-09-30T00:00:00Z,704,Thursday
2021-09-29T00:00:00Z,676,Wednesday
2021-09-28T00:00:00Z,642,Tuesday
2021-09-27T00:00:00Z,686,Monday
2021-09-26T00:00:00Z,714,Sunday
2021-09-25T00:00:00Z,685,Saturday
2021-09-24T00:00:00Z,744,Friday
2021-09-23T00:00:00Z,676,Thursday
2021-09-22T00:00:00Z,686,Wednesday
2021-09-21T00:00:00Z,734,Tuesday
2021-09-20T00:00:00Z,633,Monday
2021-09-19T00:00:00Z,691,Sunday
2021-09-18T00:00:00Z,706,Saturday
2021-09-17T00:00:00Z,752,Friday
2021-09-16T00:00:00Z,715,Thursday
2021-09-15T00:00:00Z,702,Wednesday
2021-09-14T00:00:00Z,570,Tuesday
2021-09-13T00:00:00Z,651,Monday
2021-09-12T00:00:00Z,676,Sunday
2021-09-11T00:00:00Z,655,Saturday
2021-09-10T00:00:00Z,746,Friday
2021-09-09T00:00:00Z,635,Thursday
2021-09-08T00:00:00Z,637,Wednesday
2021-09-07T00:00:00Z,677,Tuesday
2021-09-06T00:00:00Z,623,Monday
2021-09-05T00:00:00Z,712,Sunday
2021-09-04T00:00:00Z,708,Saturday
2021-09-03T00:00:00Z,716,Friday
2021-09-02T00:00:00Z,688,Thursday
2021-09-01T00:00:00Z,779,Wednesday
2021-08-31T00:00:00Z,615,Tuesday
2021-08-30T00:00:00Z,674,Monday
2021-08-29T00:00:00Z,709,Sunday
2021-08-28T00:00:00Z,735,Saturday
2021-08-27T00:00:00Z,700,Friday
2021-08-26T00:00:00Z,618,Thursday
2021-08-25T00:00:00Z,682,Wednesday
2021-08-24T00:00:00Z,631,Tuesday
2021-08-23T00:00:00Z,701,Monday
2021-08-22T00:00:00Z,621,Sunday
2021-08-21T00:00:00Z,743,Saturday
2021-08-20T00:00:00Z,708,Friday
2021-08-19T00:00:00Z,666,Thursday
2021-08-18T00:00:00Z,674,Wednesday
2021-08-17T00:00:00Z,659,Tuesday
2021-08-16T00:00:00Z,652,Monday
2021-08-15T00:00:00Z,640,Sunday
2021-08-14T00:00:00Z,680,Saturday
2021-08-13T00:00:00Z,724,Friday
2021-08-12T00:00:00Z,653,Thursday
2021-08-11T00:00:00Z,620,Wednesday
2021-08-10T00:00:00Z,583,Tuesday
2021-08-09T00:00:00Z,669,Monday
2021-08-08T00:00:00Z,666,Sunday
2021-08-07T00:00:00Z,701,Saturday
2021-08-06T00:00:00Z,762,Friday
2021-08-05T00:00:00Z,719,Thursday
2021-08-04T00:00:00Z,654,Wednesday
2021-08-03T00:00:00Z,656,Tuesday
2021-08-02T00:00:00Z,722,Monday
2021-08-01T00:00:00Z,794,Sunday
2021-07-31T00:00:00Z,648,Saturday
2021-07-30T00:00:00Z,729,Friday
2021-07-29T00:00:00Z,673,Thursday
2021-07-28T00:00:00Z,676,Wednesday
2021-07-27T00:00:00Z,644,Tuesday
2021-07-26T00:00:00Z,680,Monday
2021-07-25T00:00:00Z,645,Sunday
2021-07-24T00:00:00Z,664,Saturday
2021-07-23T00:00:00Z,711,Friday
2021-07-22T00:00:00Z,717,Thursday
2021-07-21T00:00:00Z,678,Wednesday
2021-07-20T00:00:00Z,672,Tuesday
2021-07-19T00:00:00Z,658,Monday
2021-07-18T00:00:00Z,678,Sunday
2021-07-17T00:00:00Z,666,Saturday
2021-07-16T00:00:00Z,719,Friday
2021-07-15T00:00:00Z,695,Thursday
2021-07-14T00:00:00Z,696,Wednesday
2021-07-13T00:00:00Z,583,Tuesday
2021-07-12T00:00:00Z,657,Monday
2021-07-11T00:00:00Z,670,Sunday
2021-07-10T00:00:00Z,696,Saturday
2021-07-09T00:00:00Z,694,Friday
2021-07-08T00:00:00Z,684,Thursday
2021-07-07T00:00:00Z,635,Wednesday
2021-07-06T00:00:00Z,661,Tuesday
2021-07-05T00:00:00Z,616,Monday
2021-07-04T00:00:00Z,678,Sunday
2021-07-03T00:00:00Z,626,Saturday
2021-07-02T00:00:00Z,697,Friday
2021-07-01T00:00:00Z,739,Thursday
2021-06-30T00:00:00Z,730,Wednesday
2021-06-29T00:00:00Z,717,Tuesday
2021-06-28T00:00:00Z,647,Monday
2021-06-27T00:00:00Z,659,Sunday
2021-06-26T00:00:00Z,710,Saturday
2021-06-25T00:00:00Z,770,Friday
2021-06-24T00:00:00Z,717,Thursday
2021-06-23T00:00:00Z,673,Wednesday
2021-06-22T00:00:00Z,692,Tuesday
2021-06-21T00:00:00Z,735,Monday
2021-06-20T00:00:00Z,648,Sunday
2021-06-19T00:00:00Z,753,Saturday
2021-06-18T00:00:00Z,737,Friday
2021-06-17T00:00:00Z,689,Thursday
2021-06-16T00:00:00Z,668,Wednesday
2021-06-15T00:00:00Z,731,Tuesday
2021-06-14T00:00:00Z,722,Monday
2021-06-13T00:00:00Z,666,Sunday
2021-06-12T00:00:00Z,733,Saturday
2021-06-11T00:00:00Z,736,Friday
2021-06-10T00:00:00Z,728,Thursday
2021-06-09T00:00:00Z,660,Wednesday
2021-06-08T00:00:00Z,702,Tuesday
2021-06-07T00:00:00Z,685,Monday
2021-06-06T00:00:00Z,676,Sunday
2021-06-05T00:00:00Z,723,Saturday
2021-06-04T00:00:00Z,770,Friday
2021-06-03T00:00:00Z,619,Thursday
2021-06-02T00:00:00Z,692,Wednesday
2021-06-01T00:00:00Z,742,Tuesday
2021-05-31T00:00:00Z,684,Monday
2021-05-30T00:00:00Z,737,Sunday
2021-05-29T00:00:00Z,721,Saturday
2021-05-28T00:00:00Z,759,Friday
2021-05-27T00:00:00Z,722,Thursday
2021-05-26T00:00:00Z,697,Wednesday
2021-05-25T00:00:00Z,679,Tuesday
2021-05-24T00:00:00Z,642,Monday
2021-05-23T00:00:00Z,671,Sunday
2021-05-22T00:00:00Z,662,Saturday
2021-05-21T00:00:00Z,776,Friday
2021-05-20T00:00:00Z,666,Thursday
2021-05-19T00:00:00Z,614,Wednesday
2021-05-18T00:00:00Z,748,Tuesday
2021-05-17T00:00:00Z,729,Monday
2021-05-16T00:00:00Z,622,Sunday
2021-05-15T00:00:00Z,681,Saturday
2021-05-14T00:00:00Z,725,Friday
2021-05-13T00:00:00Z,655,Thursday
2021-05-12T00:00:00Z,658,Wednesday
2021-05-11T00:00:00Z,729,Tuesday
2021-05-10T00:00:00Z,730,Monday
2021-05-09T00:00:00Z,655,Sunday
2021-05-08T00:00:00Z,707,Saturday
2021-05-07T00:00:00Z,727,Friday
2021-05-06T00:00:00Z,692,Thursday
2021-05-05T00:00:00Z,673,Wednesday
2021-05-04T00:00:00Z,728,Tuesday
2021-05-03T00:00:00Z,766,Monday
2021-05-02T00:00:00Z,728,Sunday
2021-05-01T00:00:00Z,754,Saturday
2021-04-30T00:00:00Z,652,Friday
2021-04-29T00:00:00Z,678,Thursday
2021-04-28T00:00:00Z,707,Wednesday
2021-04-27T00:00:00Z,701,Tuesday
2021-04-26T00:00:00Z,723,Monday
2021-04-25T00:00:00Z,709,Sunday
2021-04-24T00:00:00Z,691,Saturday
2021-04-23T00:00:00Z,658,Friday
2021-04-22T00:00:00Z,648,Thursday
2021-04-21T00:00:00Z,682,Wednesday
2021-04-20T00:00:00Z,641,Tuesday
2021-04-19T00:00:00Z,640,Monday
2021-04-18T00:00:00Z,588,Sunday
2021-04-17T00:00:00Z,668,Saturday
2021-04-16T00:00:00Z,671,Friday
2021-04-15T00:00:00Z,689,Thursday
2021-04-14T00:00:00Z,628,Wednesday
2021-04-13T00:00:00Z,670,Tuesday
2021-04-12T00:00:00Z,731,Monday
2021-04-11T00:00:00Z,684,Sunday
2021-04-10T00:00:00Z,701,Saturday
2021-04-09T00:00:00Z,761,Friday
2021-04-08T00:00:00Z,710,Thursday
2021-04-07T00:00:00Z,677,Wednesday
2021-04-06T00:00:00Z,670,Tuesday
2021-04-05T00:00:00Z,720,Monday
2021-04-04T00:00:00Z,684,Sunday
2021-04-03T00:00:00Z,655,Saturday
2021-04-02T00:00:00Z,687,Friday
2021-04-01T00:00:00Z,782,Thursday
2021-03-31T00:00:00Z,563,Wednesday
2021-03-30T00:00:00Z,669,Tuesday
2021-03-29T00:00:00Z,639,Monday
2021-03-28T00:00:00Z,693,Sunday
2021-03-27T00:00:00Z,697,Saturday
2021-03-26T00:00:00Z,690,Friday
2021-03-25T00:00:00Z,737,Thursday
2021-03-24T00:00:00Z,701,Wednesday
2021-03-23T00:00:00Z,714,Tuesday
2021-03-22T00:00:00Z,676,Monday
2021-03-21T00:00:00Z,661,Sunday
2021-03-20T00:00:00Z,623,Saturday
2021-03-19T00:00:00Z,658,Friday
2021-03-18T00:00:00Z,594,Thursday
2021-03-17T00:00:00Z,685,Wednesday
2021-03-16T00:00:00Z,682,Tuesday
2021-03-15T00:00:00Z,652,Monday
2021-03-14T00:00:00Z,638,Sunday
2021-03-13T00:00:00Z,646,Saturday
2021-03-12T00:00:00Z,682,Friday
2021-03-11T00:00:00Z,711,Thursday
2021-03-10T00:00:00Z,683,Wednesday
2021-03-09T00:00:00Z,700,Tuesday
2021-03-08T00:00:00Z,650,Monday
2021-03-07T00:00:00Z,689,Sunday
2021-03-06T00:00:00Z,607,Saturday
2021-03-05T00:00:00Z,669,Friday
2021-03-04T00:00:00Z,606,Thursday
2021-03-03T00:00:00Z,652,Wednesday
2021-03-02T00:00:00Z,625,Tuesday
2021-03-01T00:00:00Z,797,Monday
2021-02-28T00:00:00Z,733,Sunday
2021-02-27T00:00:00Z,730,Saturday
2021-02-26T00:00:00Z,722,Friday
2021-02-25T00:00:00Z,671,Thursday
2021-02-24T00:00:00Z,653,Wednesday
2021-02-23T00:00:00Z,652,Tuesday
2021-02-22T00:00:00Z,691,Monday
2021-02-21T00:00:00Z,654,Sunday
2021-02-20T00:00:00Z,663,Saturday
2021-02-19T00:00:00Z,597,Friday
2021-02-18T00:00:00Z,492,Thursday
2021-02-17T00:00:00Z,412,Wednesday
2021-02-16T00:00:00Z,427,Tuesday
2021-02-15T00:00:00Z,341,Monday
2021-02-14T00:00:00Z,558,Sunday
2021-02-13T00:00:00Z,678,Saturday
2021-02-12T00:00:00Z,613,Friday
2021-02-11T00:00:00Z,592,Thursday
2021-02-10T00:00:00Z,663,Wednesday
2021-02-09T00:00:00Z,683,Tuesday
2021-02-08T00:00:00Z,715,Monday
2021-02-07T00:00:00Z,681,Sunday
2021-02-06T00:00:00Z,700,Saturday
2021-02-05T00:00:00Z,666,Friday
2021-02-04T00:00:00Z,672,Thursday
2021-02-03T00:00:00Z,663,Wednesday
2021-02-02T00:00:00Z,534,Tuesday
2021-02-01T00:00:00Z,825,Monday
2021-01-31T00:00:00Z,653,Sunday
2021-01-30T00:00:00Z,658,Saturday
2021-01-29T00:00:00Z,678,Friday
2021-01-28T00:00:00Z,586,Thursday
2021-01-27T00:00:00Z,589,Wednesday
2021-01-26T00:00:00Z,720,Tuesday
2021-01-25T00:00:00Z,744,Monday
2021-01-24T00:00:00Z,711,Sunday
2021-01-23T00:00:00Z,700,Saturday
2021-01-22T00:00:00Z,693,Friday
2021-01-21T00:00:00Z,735,Thursday
2021-01-20T00:00:00Z,722,Wednesday
2021-01-19T00:00:00Z,713,Tuesday
2021-01-18T00:00:00Z,651,Monday
2021-01-17T00:00:00Z,671,Sunday
2021-01-16T00:00:00Z,668,Saturday
2021-01-15T00:00:00Z,773,Friday
2021-01-14T00:00:00Z,723,Thursday
2021-01-13T00:00:00Z,647,Wednesday
2021-01-12T00:00:00Z,580,Tuesday
2021-01-11T00:00:00Z,626,Monday
2021-01-10T00:00:00Z,554,Sunday
2021-01-09T00:00:00Z,646,Saturday
2021-01-08T00:00:00Z,665,Friday
2021-01-07T00:00:00Z,664,Thursday
2021-01-06T00:00:00Z,643,Wednesday
2021-01-05T00:00:00Z,653,Tuesday
2021-01-04T00:00:00Z,688,Monday
2021-01-03T00:00:00Z,644,Sunday
2021-01-02T00:00:00Z,615,Saturday
2021-01-01T00:00:00Z,840,Friday
2020-12-31T00:00:00Z,624,Thursday
2020-12-30T00:00:00Z,627,Wednesday
2020-12-29T00:00:00Z,688,Tuesday
2020-12-28T00:00:00Z,699,Monday
2020-12-27T00:00:00Z,637,Sunday
2020-12-26T00:00:00Z,620,Saturday
2020-12-25T00:00:00Z,503,Friday
2020-12-24T00:00:00Z,614,Thursday
2020-12-23T00:00:00Z,686,Wednesday
2020-12-22T00:00:00Z,757,Tuesday
2020-12-21T00:00:00Z,656,Monday
2020-12-20T00:00:00Z,642,Sunday
2020-12-19T00:00:00Z,679,Saturday
2020-12-18T00:00:00Z,678,Friday
2020-12-17T00:00:00Z,688,Thursday
2020-12-16T00:00:00Z,654,Wednesday
2020-12-15T00:00:00Z,626,Tuesday
2020-12-14T00:00:00Z,679,Monday
2020-12-13T00:00:00Z,627,Sunday
2020-12-12T00:00:00Z,741,Saturday
2020-12-11T00:00:00Z,703,Friday
2020-12-10T00:00:00Z,712,Thursday
2020-12-09T00:00:00Z,662,Wednesday
2020-12-08T00:00:00Z,736,Tuesday
2020-12-07T00:00:00Z,682,Monday
2020-12-06T00:00:00Z,728,Sunday
2020-12-05T00:00:00Z,699,Saturday
2020-12-04T00:00:00Z,739,Friday
2020-12-03T00:00:00Z,731,Thursday
2020-12-02T00:00:00Z,717,Wednesday
2020-12-01T00:00:00Z,739,Tuesday
2020-11-30T00:00:00Z,689,Monday
2020-11-29T00:00:00Z,670,Sunday
2020-11-28T00:00:00Z,591,Saturday
2020-11-27T00:00:00Z,622,Friday
2020-11-26T00:00:00Z,551,Thursday
2020-11-25T00:00:00Z,653,Wednesday
2020-11-24T00:00:00Z,686,Tuesday
2020-11-23T00:00:00Z,738,Monday
2020-11-22T00:00:00Z,713,Sunday
2020-11-21T00:00:00Z,704,Saturday
2020-11-20T00:00:00Z,705,Friday
2020-11-19T00:00:00Z,643,Thursday
2020-11-18T00:00:00Z,656,Wednesday
2020-11-17T00:00:00Z,654,Tuesday
2020-11-16T00:00:00Z,639,Monday
2020-11-15T00:00:00Z,684,Sunday
2020-11-14T00:00:00Z,709,Saturday
2020-11-13T00:00:00Z,731,Friday
2020-11-12T00:00:00Z,713,Thursday
2020-11-11T00:00:00Z,671,Wednesday
2020-11-10T00:00:00Z,638,Tuesday
2020-11-09T00:00:00Z,704,Monday
2020-11-08T00:00:00Z,757,Sunday
2020-11-07T00:00:00Z,685,Saturday
2020-11-06T00:00:00Z,745,Friday
2020-11-05T00:00:00Z,700,Thursday
2020-11-04T00:00:00Z,691,Wednesday
2020-11-03T00:00:00Z,690,Tuesday
2020-11-02T00:00:00Z,741,Monday
2020-11-01T00:00:00Z,778,Sunday
2020-10-31T00:00:00Z,631,Saturday
2020-10-30T00:00:00Z,651,Friday
2020-10-29T00:00:00Z,593,Thursday
2020-10-28T00:00:00Z,683,Wednesday
2020-10-27T00:00:00Z,677,Tuesday
2020-10-26T00:00:00Z,664,Monday
2020-10-25T00:00:00Z,676,Sunday
2020-10-24T00:00:00Z,725,Saturday
2020-10-23T00:00:00Z,726,Friday
2020-10-22T00:00:00Z,674,Thursday
2020-10-21T00:00:00Z,680,Wednesday
2020-10-20T00:00:00Z,696,Tuesday
2020-10-19T00:00:00Z,702,Monday
2020-10-18T00:00:00Z,728,Sunday
2020-10-17T00:00:00Z,681,Saturday
2020-10-16T00:00:00Z,688,Friday
2020-10-15T00:00:00Z,740,Thursday
2020-10-14T00:00:00Z,651,Wednesday
2020-10-13T00:00:00Z,736,Tuesday
2020-10-12T00:00:00Z,759,Monday
2020-10-11T00:00:00Z,663,Sunday
2020-10-10T00:00:00Z,774,Saturday
2020-10-09T00:00:00Z,738,Friday
2020-10-08T00:00:00Z,704,Thursday
2020-10-07T00:00:00Z,676,Wednesday
2020-10-06T00:00:00Z,709,Tuesday
2020-10-05T00:00:00Z,737,Monday
2020-10-04T00:00:00Z,691,Sunday
2020-10-03T00:00:00Z,673,Saturday
2020-10-02T00:00:00Z,717,Friday
2020-10-01T00:00:00Z,714,Thursday
2020-09-30T00:00:00Z,694,Wednesday
2020-09-29T00:00:00Z,720,Tuesday
2020-09-28T00:00:00Z,660,Monday
2020-09-27T00:00:00Z,687,Sunday
2020-09-26T00:00:00Z,688,Saturday
2020-09-25T00:00:00Z,661,Friday
2020-09-24T00:00:00Z,681,Thursday
2020-09-23T00:00:00Z,654,Wednesday
2020-09-22T00:00:00Z,528,Tuesday
2020-09-21T00:00:00Z,615,Monday
2020-09-20T00:00:00Z,634,Sunday
2020-09-19T00:00:00Z,659,Saturday
2020-09-18T00:00:00Z,653,Friday
2020-09-17T00:00:00Z,697,Thursday
2020-09-16T00:00:00Z,692,Wednesday
2020-09-15T00:00:00Z,683,Tuesday
2020-09-14T00:00:00Z,704,Monday
2020-09-13T00:00:00Z,637,Sunday
2020-09-12T00:00:00Z,664,Saturday
2020-09-11T00:00:00Z,670,Friday
2020-09-10T00:00:00Z,651,Thursday
2020-09-09T00:00:00Z,649,Wednesday
2020-09-08T00:00:00Z,670,Tuesday
2020-09-07T00:00:00Z,619,Monday
2020-09-06T00:00:00Z,651,Sunday
2020-09-05T00:00:00Z,741,Saturday
2020-09-04T00:00:00Z,664,Friday
2020-09-03T00:00:00Z,692,Thursday
2020-09-02T00:00:00Z,640,Wednesday
2020-09-01T00:00:00Z,739,Tuesday
2020-08-31T00:00:00Z,666,Monday
2020-08-30T00:00:00Z,672,Sunday
2020-08-29T00:00:00Z,681,Saturday
2020-08-28T00:00:00Z,688,Friday
2020-08-27T00:00:00Z,642,Thursday
2020-08-26T00:00:00Z,629,Wednesday
2020-08-25T00:00:00Z,674,Tuesday
2020-08-24T00:00:00Z,657,Monday
2020-08-23T00:00:00Z,710,Sunday
2020-08-22T00:00:00Z,655,Saturday
2020-08-21T00:00:00Z,718,Friday
2020-08-20T00:00:00Z,708,Thursday
2020-08-19T00:00:00Z,768,Wednesday
2020-08-18T00:00:00Z,655,Tuesday
2020-08-17T00:00:00Z,740,Monday
2020-08-16T00:00:00Z,662,Sunday
2020-08-15T00:00:00Z,680,Saturday
2020-08-14T00:00:00Z,719,Friday
2020-08-13T00:00:00Z,668,Thursday
2020-08-12T00:00:00Z,692,Wednesday
2020-08-11T00:00:00Z,644,Tuesday
2020-08-10T00:00:00Z,692,Monday
2020-08-09T00:00:00Z,662,Sunday
2020-08-08T00:00:00Z,711,Saturday
2020-08-07T00:00:00Z,675,Friday
2020-08-06T00:00:00Z,705,Thursday
2020-08-05T00:00:00Z,626,Wednesday
2020-08-04T00:00:00Z,716,Tuesday
2020-08-03T00:00:00Z,663,Monday
2020-08-02T00:00:00Z,670,Sunday
2020-08-01T00:00:00Z,694,Saturday
2020-07-31T00:00:00Z,679,Friday
2020-07-30T00:00:00Z,677,Thursday
2020-07-29T00:00:00Z,628,Wednesday
2020-07-28T00:00:00Z,674,Tuesday
2020-07-27T00:00:00Z,685,Monday
2020-07-26T00:00:00Z,632,Sunday
2020-07-25T00:00:00Z,679,Saturday
2020-07-24T00:00:00Z,672,Friday
2020-07-23T00:00:00Z,654,Thursday
2020-07-22T00:00:00Z,578,Wednesday
2020-07-21T00:00:00Z,571,Tuesday
2020-07-20T00:00:00Z,678,Monday
2020-07-19T00:00:00Z,600,Sunday
2020-07-18T00:00:00Z,619,Saturday
2020-07-17T00:00:00Z,654,Friday
2020-07-16T00:00:00Z,653,Thursday
2020-07-15T00:00:00Z,641,Wednesday
2020-07-14T00:00:00Z,617,Tuesday
2020-07-13T00:00:00Z,652,Monday
2020-07-12T00:00:00Z,651,Sunday
2020-07-11T00:00:00Z,668,Saturday
2020-07-10T00:00:00Z,646,Friday
2020-07-09T00:00:00Z,633,Thursday
2020-07-08T00:00:00Z,632,Wednesday
2020-07-07T00:00:00Z,651,Tuesday
2020-07-06T00:00:00Z,695,Monday
2020-07-05T00:00:00Z,679,Sunday
2020-07-04T00:00:00Z,629,Saturday
2020-07-03T00:00:00Z,658,Friday
2020-07-02T00:00:00Z,629,Thursday
2020-07-01T00:00:00Z,748,Wednesday
2020-06-30T00:00:00Z,672,Tuesday
2020-06-29T00:00:00Z,745,Monday
2020-06-28T00:00:00Z,659,Sunday
2020-06-27T00:00:00Z,689,Saturday
2020-06-26T00:00:00Z,682,Friday
2020-06-25T00:00:00Z,737,Thursday
2020-06-24T00:00:00Z,692,Wednesday
2020-06-23T00:00:00Z,632,Tuesday
2020-06-22T00:00:00Z,637,Monday
2020-06-21T00:00:00Z,685,Sunday
2020-06-20T00:00:00Z,652,Saturday
2020-06-19T00:00:00Z,674,Friday
2020-06-18T00:00:00Z,681,Thursday
2020-06-17T00:00:00Z,733,Wednesday
2020-06-16T00:00:00Z,695,Tuesday
2020-06-15T00:00:00Z,717,Monday
2020-06-14T00:00:00Z,724,Sunday
2020-06-13T00:00:00Z,687,Saturday
2020-06-12T00:00:00Z,701,Friday
2020-06-11T00:00:00Z,663,Thursday
2020-06-10T00:00:00Z,667,Wednesday
2020-06-09T00:00:00Z,631,Tuesday
2020-06-08T00:00:00Z,712,Monday
2020-06-07T00:00:00Z,665,Sunday
2020-06-06T00:00:00Z,649,Saturday
2020-06-05T00:00:00Z,764,Friday
2020-06-04T00:00:00Z,753,Thursday
2020-06-03T00:00:00Z,686,Wednesday
2020-06-02T00:00:00Z,724,Tuesday
2020-06-01T00:00:00Z,780,Monday
2020-05-31T00:00:00Z,728,Sunday
2020-05-30T00:00:00Z,749,Saturday
2020-05-29T00:00:00Z,788,Friday
2020-05-28T00:00:00Z,756,Thursday
2020-05-27T00:00:00Z,734,Wednesday
2020-05-26T00:00:00Z,752,Tuesday
