Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2017-01-12T00:00:00Z,08,Theft,10H10,"Road, Street, or Sidewalk",2400-2499,ROUFA,RD,-,1
2017-01-12T00:00:00Z,16,Burglary,10H10,Apartment,1900-1999,RUNNELS,-,-,1
2017-01-12T00:00:00Z,16,Theft,10H10,"Road, Street, or Sidewalk",2300-2399,SPERBER,LN,-,2
2017-01-13T00:00:00Z,09,Auto Theft,10H10,Residence or House,UNK,SIDNEY,-,-,1
2017-01-13T00:00:00Z,10,Robbery,10H10,Light Rail (Metro Rail) Vehicle,4500-4599,HARRISBURG,BLVD,-,1
2017-01-13T00:00:00Z,12,Aggravated Assault,10H10,"Road, Street, or Sidewalk",100-199,KENDALL,-,-,1
2017-01-13T00:00:00Z,16,Theft,10H10,Bar or Night Club,3500-3599,HARRISBURG,BLVD,-,1
2017-01-14T00:00:00Z,12,Theft,10H10,Police Station,6100-6199,INDUSTRIAL,WAY,-,1
2017-01-14T00:00:00Z,15,Robbery,10H10,"Road, Street, or Sidewalk",2800-2899,CANAL,ST,-,1
2017-01-15T00:00:00Z,00,Aggravated Assault,10H10,Residence or House,100-199,KENDALL,ST,N,1
2017-01-15T00:00:00Z,15,Burglary,10H10,Residence or House,4500-4599,CANAL,ST,-,1
2017-01-15T00:00:00Z,21,Aggravated Assault,10H10,Residence or House,100-199,YORK,ST,N,1
2017-01-16T00:00:00Z,16,Aggravated Assault,10H10,Residence or House,4800-4899,SHERMAN,-,-,1
2017-01-16T00:00:00Z,22,Robbery,10H10,Residence or House,100-199,YORK,ST,N,1
2017-01-16T00:00:00Z,22,Theft,10H10,"Road, Street, or Sidewalk",UNK,SIDNEY,-,-,1
2017-01-18T00:00:00Z,19,Robbery,10H10,"Road, Street, or Sidewalk",300-399,JENSEN,DR,S,1
2017-01-18T00:00:00Z,21,Burglary,10H10,Residence or House,600-699,YORK,ST,-,1
2017-01-19T00:00:00Z,07,Theft,10H10,"Road, Street, or Sidewalk",2500-2599,GARROW,-,-,1
2017-01-19T00:00:00Z,16,Burglary,10H10,Apartment,1900-1999,RUNNELS,-,-,1
2017-01-20T00:00:00Z,03,Burglary,10H10,Convenience Store,3300-3399,CANAL,ST,-,1
2017-01-21T00:00:00Z,15,Theft,10H10,Residence or House,100-199,SUPER,-,-,1
2017-01-21T00:00:00Z,19,Auto Theft,10H10,Convenience Store Parking Lot,3700-3799,HARRISBURG,BLVD,-,1
2016-12-14T00:00:00Z,15,Theft,10H10,Vehicle/Auto Sales/Lease/Auto Parts Store,6100-6199,INDUSTRIAL,WAY,-,1
2016-12-15T00:00:00Z,12,Auto Theft,10H10,Residence or House,200-299,BRYAN,-,-,1
2016-12-18T00:00:00Z,12,Theft,10H10,Driveway,4800-4899,HARRISBURG,BLVD,-,1
2016-12-25T00:00:00Z,21,Rape,10H10,Residence or House,6000-6099,GARROW,-,-,1
2017-01-28T00:00:00Z,17,Theft,10H20,Construction Site,1500-1599,KEATING,-,-,1
2017-01-29T00:00:00Z,07,Aggravated Assault,10H20,"Road, Street, or Sidewalk",UNK,RUSK AND EASTWOOD,-,-,1
2017-01-24T00:00:00Z,22,Theft,10H20,Vehicle/Auto Sales/Lease/Auto Parts Store,900-999,TELEPHONE,RD,-,1
2017-01-23T00:00:00Z,22,Burglary,10H20,Rental Storage Facility,3800-3899,LAMAR,-,-,1
2017-01-23T00:00:00Z,10,Rape,10H20,Residence or House,1600-1699,MARLIN,ST,-,1
2017-01-23T00:00:00Z,11,Rape,10H20,"Road, Street, or Sidewalk",4800-4899,WALKER,ST,-,1
2017-01-23T00:00:00Z,00,Robbery,10H20,Driveway,1600-1699,DUMBLE,ST,-,1
2017-01-22T00:00:00Z,08,Robbery,10H20,Department or Discount Store,4000-4099,POLK,-,-,1
2017-01-10T00:00:00Z,21,Theft,10H20,Apartment,1700-1799,FOURCADE,ST,-,1
2017-01-10T00:00:00Z,13,Theft,10H20,Residence or House,5200-5299,GULF,FWY,-,1
2016-01-09T00:00:00Z,18,Burglary,10H20,Residence or House,5200-5299,MULFORD,-,-,1
2017-01-10T00:00:00Z,23,Robbery,10H20,"Road, Street, or Sidewalk",1300-1399,SIDNEY,-,-,1
2017-01-07T00:00:00Z,09,Theft,10H20,Driveway,5200-5299,JEFFERSON,ST,-,1
2017-01-06T00:00:00Z,17,Theft,10H20,Residence or House,1300-1399,ELLISTON,ST,-,1
2017-01-06T00:00:00Z,17,Auto Theft,10H20,Residence or House,1500-1599,ELLIOTT,ST,-,1
2017-01-04T00:00:00Z,10,Theft,10H20,"Road, Street, or Sidewalk",4100-4199,WALKER,ST,-,1
2017-01-01T00:00:00Z,04,Auto Theft,10H20,Service or Gas Station,4900-4999,POLK,-,-,1
2017-01-02T00:00:00Z,08,Burglary,10H20,Body Shop,4400-4499,GULF,FWY,-,1
2017-01-02T00:00:00Z,14,Auto Theft,10H20,"Road, Street, or Sidewalk",1000-1099,ELLIOTT,ST,-,1
2017-01-21T00:00:00Z,18,Theft,10H20,Restaurant or Cafeteria,5400-5499,LAWNDALE,-,-,1
2017-01-21T00:00:00Z,09,Theft,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
2017-01-20T00:00:00Z,01,Rape,10H20,"Road, Street, or Sidewalk",2000-2099,TELEPHONE,RD,-,1
2017-01-19T00:00:00Z,15,Theft,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
2017-01-20T00:00:00Z,15,Theft,10H20,"Other, Unknown, or Not Listed",1700-1799,FOURCADE,ST,-,1
2017-01-18T00:00:00Z,14,Aggravated Assault,10H20,Apartment,900-999,ALTIC,ST,-,1
2017-01-16T00:00:00Z,14,Auto Theft,10H20,Residence or House,1400-1499,LAWSON,-,-,1
2017-01-16T00:00:00Z,07,Robbery,10H20,Apartment,4800-4899,POLK,-,-,1
2017-01-14T00:00:00Z,15,Burglary,10H20,Vacant Building (Commercial),1600-1699,CULLEN,BLVD,-,1
2017-01-12T00:00:00Z,19,Theft,10H20,Department or Discount Store,4000-4099,POLK,-,-,1
2016-12-30T00:00:00Z,19,Theft,10H20,Residence or House,4700-4799,PEASE,ST,-,1
2017-01-22T00:00:00Z,10,Auto Theft,10H30,Apartment Parking Lot,2400-2499,CAPITOL,ST,-,1
2017-01-22T00:00:00Z,09,Burglary,10H30,Garage or Carport,1400-1499,ENNIS,ST,-,1
2017-01-21T00:00:00Z,22,Theft,10H30,Other Parking Lot,2400-2499,MCKINNEY,ST,-,1
2017-01-22T00:00:00Z,01,Theft,10H30,Other Parking Lot,300-399,BASTROP,ST,-,1
2017-01-22T00:00:00Z,16,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,HUTCHINS,-,-,1
2017-01-23T00:00:00Z,12,Theft,10H30,Apartment Parking Lot,2400-2499,CAPITOL,ST,-,1
2017-01-23T00:00:00Z,15,Theft,10H30,"Road, Street, or Sidewalk",3200-3299,POLK,-,-,1
2017-01-23T00:00:00Z,16,Burglary,10H30,Residence or House,2700-2799,POLK,-,-,1
2017-01-24T00:00:00Z,10,Aggravated Assault,10H30,Commercial Building,3200-3299,MCKINNEY,ST,-,1
2017-01-24T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",600-699,NAGLE,-,-,1
2017-01-24T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",100-199,COLUMBIA TAP BIKE,TRL,-,1
2017-01-25T00:00:00Z,19,Robbery,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,COMMERCE,ST,-,1
2017-01-27T00:00:00Z,18,Auto Theft,10H30,"Road, Street, or Sidewalk",1500-1599,PALMER,ST,-,1
2017-01-28T00:00:00Z,10,Theft,10H30,Garage or Carport,2900-2999,DALLAS,ST,-,1
2017-01-27T00:00:00Z,04,Theft,10H30,"Road, Street, or Sidewalk",300-399,SAINT EMANUEL,ST,-,1
2017-01-26T00:00:00Z,21,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,BELL,ST,-,1
2017-01-26T00:00:00Z,18,Aggravated Assault,10H30,"Road, Street, or Sidewalk",300-399,CHARTRES,ST,-,1
2017-01-26T00:00:00Z,13,Theft,10H30,Restaurant or Cafeteria Parking Lot,1500-1599,HUTCHINS,-,-,1
2017-01-30T00:00:00Z,18,Auto Theft,10H30,"Road, Street, or Sidewalk",2100-2199,CLAY,-,-,1
2017-01-02T00:00:00Z,16,Burglary,10H30,Miscellaneous Business (Non-Specific),2600-2699,BELL,ST,-,1
2017-01-01T00:00:00Z,18,Theft,10H30,Bar or Night Club,800-899,SAINT EMANUEL,ST,-,1
2017-01-01T00:00:00Z,22,Aggravated Assault,10H30,"Road, Street, or Sidewalk",1500-1599,ST EMANUEL,ST,-,1
2017-01-04T00:00:00Z,15,Robbery,10H30,"Road, Street, or Sidewalk",3200-3299,LAMAR,-,-,1
2017-01-03T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,DELANO,-,-,1
2017-01-03T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,POLK,-,-,1
2017-01-05T00:00:00Z,16,Theft,10H30,Social Services or Public Charities,400-499,DOWLING,ST,-,1
2016-01-07T00:00:00Z,18,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,DALLAS,ST,-,1
2017-01-07T00:00:00Z,11,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,POLK,-,-,1
2017-01-11T00:00:00Z,10,Theft,10H30,Service or Gas Station,3500-3599,GULF,FWY,-,1
2017-01-09T00:00:00Z,14,Theft,10H30,"Road, Street, or Sidewalk",2400-2499,RUSK,ST,-,1
2017-01-13T00:00:00Z,12,Burglary,10H30,Residence or House,2700-2799,DALLAS,ST,-,1
2017-01-15T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",2500-2599,LAMAR,-,-,1
2017-01-14T00:00:00Z,09,Theft,10H30,Commercial Parking Lot or Garage,1100-1199,CHARTRES,ST,-,1
2017-01-14T00:00:00Z,11,Theft,10H30,"Road, Street, or Sidewalk",1200-1299,SAINT EMANUEL,ST,-,1
2017-01-15T00:00:00Z,18,Theft,10H30,Bar or Night Club Parking Lot,2100-2199,RUSK,ST,-,1
2017-01-15T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,WALKER,ST,-,1
2017-01-15T00:00:00Z,14,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,POLK,-,-,1
2017-01-15T00:00:00Z,16,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,SAINT EMANUEL,ST,-,1
2017-01-15T00:00:00Z,17,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,HUTCHINS,-,-,1
2017-01-15T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
2017-01-15T00:00:00Z,11,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,HUTCHINS,-,-,1
2017-01-15T00:00:00Z,12,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,CLAY,ST,-,1
2017-01-15T00:00:00Z,12,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2017-01-19T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,NAGLE,-,-,1
2017-01-18T00:00:00Z,07,Theft,10H30,"Road, Street, or Sidewalk",2800-2899,RUSK,ST,-,1
2017-01-18T00:00:00Z,09,Theft,10H30,Driveway,2800-2899,RUSK,ST,-,1
2017-01-21T00:00:00Z,09,Auto Theft,10H30,Bar or Night Club,800-899,SAINT EMANUEL,ST,-,1
2017-01-21T00:00:00Z,12,Theft,10H30,"Road, Street, or Sidewalk",2900-2999,LEELAND,-,-,1
2016-12-30T00:00:00Z,16,Theft,10H30,Apartment,1300-1399,LIVE OAK,-,-,1
2016-12-31T00:00:00Z,04,Theft,10H30,"Road, Street, or Sidewalk",1200-1299,BASTROP,ST,-,1
2016-12-18T00:00:00Z,12,Theft,10H30,Residence or House,2800-2899,POLK,-,-,1
2016-12-17T00:00:00Z,14,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,LEELAND,-,-,1
2017-01-30T00:00:00Z,19,Theft,10H40,"Other, Unknown, or Not Listed",1500-1599,ISABELLA,-,-,1
2017-01-30T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,BERRY,ST,-,1
2017-01-30T00:00:00Z,09,Theft,10H40,Residence or House,1700-1799,STUART,-,-,1
2017-01-30T00:00:00Z,09,Theft,10H40,"Road, Street, or Sidewalk",2900-2999,CHENEVERT,-,-,1
2017-01-30T00:00:00Z,14,Theft,10H40,"Road, Street, or Sidewalk",1600-1699,HADLEY,ST,-,1
2017-01-30T00:00:00Z,05,Robbery,10H40,"Road, Street, or Sidewalk",2600-2699,LOUISIANA,ST,-,1
2017-01-29T00:00:00Z,15,Theft,10H40,Drug Store or Medical Supply,1000-1099,ELGIN,ST,-,1
2017-01-29T00:00:00Z,16,Theft,10H40,"Other, Unknown, or Not Listed",2600-2699,CAROLINE,ST,-,1
2017-01-29T00:00:00Z,19,Theft,10H40,Service or Gas Station,1000-1099,ALABAMA,ST,-,1
2016-10-11T00:00:00Z,08,Theft,10H40,"Gym, Recreat, Club House, Indoor Pool, Spa",3200-3299,LOUISIANA,ST,-,1
2016-10-16T00:00:00Z,10,Burglary,10H40,Apartment,4600-4699,MAIN,ST,-,1
2017-01-26T00:00:00Z,15,Aggravated Assault,10H40,"Road, Street, or Sidewalk",100-199,SOUTHWEST,FWY,-,1
2017-01-26T00:00:00Z,22,Aggravated Assault,10H40,Restaurant or Cafeteria Parking Lot,4400-4499,FANNIN,ST,-,1
2017-01-26T00:00:00Z,22,Theft,10H40,"Road, Street, or Sidewalk",800-899,STUART,-,-,1
2017-01-27T00:00:00Z,00,Robbery,10H40,"Road, Street, or Sidewalk",1200-1299,WEBSTER,ST,-,1
2017-01-27T00:00:00Z,14,Burglary,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2017-01-27T00:00:00Z,15,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2017-01-27T00:00:00Z,16,Theft,10H40,"Other, Unknown, or Not Listed",1300-1399,HOLMAN,-,-,1
2017-01-28T00:00:00Z,16,Theft,10H40,Bus Station,2500-2599,FANNIN,ST,-,1
2017-01-29T00:00:00Z,00,Auto Theft,10H40,"Road, Street, or Sidewalk",700-799,ANITA,ST,-,1
2017-01-25T00:00:00Z,05,Theft,10H40,Other Parking Lot,3800-3899,FANNIN,ST,-,1
2017-01-24T00:00:00Z,07,Theft,10H40,"Road, Street, or Sidewalk",2600-2699,TRAVIS,-,-,1
2017-01-23T00:00:00Z,22,Theft,10H40,Grocery Store or Supermarket Parking Lot,2200-2299,LOUISIANA,ST,-,1
2017-01-24T00:00:00Z,12,Auto Theft,10H40,"Gym, Recreat, Club House, Indoor Pool, Spa",3100-3199,LOUISIANA,ST,-,1
2017-01-24T00:00:00Z,16,Auto Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
2017-01-22T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,FANNIN,ST,-,1
2017-01-23T00:00:00Z,09,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2017-01-22T00:00:00Z,15,Theft,10H40,Rehabilitation Center,3800-3899,FANNIN,ST,-,1
2017-01-22T00:00:00Z,16,Robbery,10H40,Clothing Store,4200-4299,MAIN,ST,-,1
2017-01-22T00:00:00Z,12,Theft,10H40,Convenience Store,2100-2199,FANNIN,ST,-,1
2017-01-22T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,MCGOWEN,ST,-,1
2017-01-21T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",1500-1599,FRANCIS,ST,-,2
2017-01-09T00:00:00Z,15,Theft,10H40,"Road, Street, or Sidewalk",4400-4499,SAN JACINTO,ST,-,1
2017-01-09T00:00:00Z,16,Theft,10H40,Restaurant or Cafeteria Parking Lot,2800-2899,CAROLINE,ST,-,1
2017-01-09T00:00:00Z,05,Theft,10H40,"Road, Street, or Sidewalk",3300-3399,CHENEVERT,-,-,1
2017-01-09T00:00:00Z,07,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,CHENEVERT,-,-,1
2017-01-09T00:00:00Z,10,Theft,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
2017-01-10T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",3200-3299,MILAM,-,-,1
2017-01-10T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,CHENEVERT,-,-,1
2017-01-10T00:00:00Z,04,Burglary,10H40,"Physician, Doctor, Dentist's Office",3000-3099,FANNIN,ST,-,1
2017-01-10T00:00:00Z,06,Burglary,10H40,Construction Site,1000-1099,TUAM,-,-,1
2017-01-11T00:00:00Z,11,Theft,10H40,Commercial Parking Lot or Garage,700-799,ELGIN,ST,-,1
2017-01-11T00:00:00Z,08,Auto Theft,10H40,"Other, Unknown, or Not Listed",3500-3599,CHENEVERT,-,-,1
2017-01-11T00:00:00Z,05,Aggravated Assault,10H40,Residence or House,1400-1499,TUAM,-,-,1
2017-01-07T00:00:00Z,11,Theft,10H40,Residence or House,2100-2199,LA BRANCH,-,-,1
2017-01-07T00:00:00Z,13,Theft,10H40,Other Parking Lot,700-799,ELGIN,ST,-,1
2017-01-08T00:00:00Z,15,Robbery,10H40,Light Rail (Metro Rail) Vehicle,4500-4599,MAIN,ST,-,1
2017-01-08T00:00:00Z,03,Aggravated Assault,10H40,Restaurant or Cafeteria Parking Lot,4400-4499,FANNIN,ST,-,1
2017-01-07T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",1500-1599,ALABAMA,ST,-,1
2017-01-07T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",900-999,FRANCIS,ST,-,1
2017-01-05T00:00:00Z,15,Theft,10H40,"Other, Unknown, or Not Listed",800-899,BERRY,ST,-,1
2017-01-05T00:00:00Z,20,Burglary,10H40,Residence or House,2900-2999,MILAM,-,-,1
2017-01-05T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",3200-3299,TRAVIS,-,-,1
2017-01-06T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
2017-01-06T00:00:00Z,03,Auto Theft,10H40,"Road, Street, or Sidewalk",1400-1499,DENNIS,ST,-,1
2017-01-06T00:00:00Z,03,Theft,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
2017-01-06T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,MILAM,-,-,1
2017-01-03T00:00:00Z,08,Theft,10H40,Convenience Store,4200-4299,MAIN,ST,-,1
2017-01-03T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,BREMOND,ST,-,1
2017-01-03T00:00:00Z,19,Burglary,10H40,Garage or Carport,3000-3099,CAROLINE,ST,-,1
2017-01-04T00:00:00Z,17,Burglary,10H40,Miscellaneous Business (Non-Specific),3000-3099,SAN JACINTO,ST,-,1
2017-01-04T00:00:00Z,21,Theft,10H40,Strip Business Center Parking Lot,3000-3099,TRAVIS,-,-,1
2017-01-04T00:00:00Z,22,Theft,10H40,"Road, Street, or Sidewalk",800-899,WINBERN,-,-,1
2017-01-04T00:00:00Z,10,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,SAN JACINTO,ST,-,1
2017-01-04T00:00:00Z,12,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
2017-01-01T00:00:00Z,23,Auto Theft,10H40,Service or Gas Station,2100-2199,FANNIN,ST,-,1
2017-01-01T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,MCILHENNY,ST,-,1
2017-01-02T00:00:00Z,15,Aggravated Assault,10H40,Other Parking Lot,4200-4299,SAN JACINTO,ST,-,1
2017-01-02T00:00:00Z,20,Theft,10H40,Apartment Parking Lot,1300-1399,BELFONTAINE,-,-,1
2017-01-02T00:00:00Z,03,Theft,10H40,"Road, Street, or Sidewalk",1400-1499,MCILHENNY,ST,-,1
2017-01-02T00:00:00Z,03,Theft,10H40,"Road, Street, or Sidewalk",3300-3399,CAROLINE,ST,-,1
2017-01-21T00:00:00Z,15,Theft,10H40,"Road, Street, or Sidewalk",800-899,GRAY,ST,-,1
2017-01-21T00:00:00Z,19,Auto Theft,10H40,Grocery Store or Supermarket Parking Lot,4300-4399,FANNIN,ST,-,1
2017-01-20T00:00:00Z,23,Theft,10H40,"Church, Synagogue, or Temple Parking Lot",3600-3699,MILAM,-,-,1
2016-01-21T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,MILAM,-,-,1
2017-01-21T00:00:00Z,03,Aggravated Assault,10H40,Restaurant or Cafeteria,4400-4499,FANNIN,ST,-,1
2017-01-21T00:00:00Z,03,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,FANNIN,ST,-,1
2017-01-20T00:00:00Z,19,Theft,10H40,Other Parking Lot,1500-1599,GRAY,ST,-,1
2017-01-19T00:00:00Z,14,Theft,10H40,,2500-2599,MAIN,ST,-,1
2017-01-19T00:00:00Z,16,Theft,10H40,Residence or House,1800-1899,DREW,ST,-,1
2017-01-20T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2017-01-19T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",3200-3299,TRAVIS,-,-,1
2017-01-20T00:00:00Z,08,Theft,10H40,Condominium,2900-2999,HAMILTON,ST,-,1
2017-01-18T00:00:00Z,07,Theft,10H40,Commercial Parking Lot or Garage,2300-2399,MILAM,-,-,1
2017-01-18T00:00:00Z,08,Theft,10H40,Apartment Parking Lot,2400-2499,MILAM,-,-,1
2017-01-17T00:00:00Z,10,Theft,10H40,"Road, Street, or Sidewalk",3400-3499,MILAM,-,-,1
2017-01-17T00:00:00Z,14,Theft,10H40,Other Parking Lot,2100-2199,CHENEVERT,-,-,1
2017-01-19T00:00:00Z,06,Theft,10H40,Residence or House,2400-2499,MILAM,-,-,1
2017-01-18T00:00:00Z,12,Theft,10H40,,2400-2499,JACKSON,ST,-,1
2017-01-18T00:00:00Z,20,Theft,10H40,Convenience Store Parking Lot,2200-2299,LOUISIANA,ST,-,1
2017-01-15T00:00:00Z,09,Burglary,10H40,Auto Repair,2200-2299,MAIN,ST,-,1
2017-01-15T00:00:00Z,14,Theft,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
2017-01-15T00:00:00Z,15,Robbery,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,ST,-,1
2017-01-15T00:00:00Z,13,Auto Theft,10H40,"Road, Street, or Sidewalk",1800-1899,ANITA,ST,-,1
2017-01-16T00:00:00Z,12,Theft,10H40,Residence or House,2900-2999,JACKSON,ST,-,1
2017-01-16T00:00:00Z,23,Robbery,10H40,"Road, Street, or Sidewalk",2100-2199,FANNIN,ST,-,1
2017-01-16T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",2800-2899,CAROLINE,ST,-,1
2017-01-14T00:00:00Z,10,Aggravated Assault,10H40,Grocery Store or Supermarket,2500-2599,LOUISIANA,ST,-,1
2017-01-14T00:00:00Z,04,Theft,10H40,,2400-2499,SAN JACINTO,ST,-,1
2017-01-13T00:00:00Z,17,Theft,10H40,"Road, Street, or Sidewalk",700-799,TUAM,-,-,1
2017-01-13T00:00:00Z,14,Theft,10H40,Residence or House,3400-3499,FANNIN,ST,-,1
2017-01-14T00:00:00Z,21,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,2
2017-01-14T00:00:00Z,13,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,MCGOWEN,ST,-,1
2017-01-13T00:00:00Z,11,Theft,10H40,Garage or Carport,2700-2799,TRAVIS,-,-,1
2017-01-13T00:00:00Z,10,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,ST,-,1
2017-01-12T00:00:00Z,19,Auto Theft,10H40,Apartment Parking Lot,1600-1699,HOLMAN,-,-,1
2017-01-12T00:00:00Z,14,Theft,10H40,Apartment Parking Lot,800-899,ALABAMA,ST,-,1
2017-01-12T00:00:00Z,15,Auto Theft,10H40,Other Parking Lot,700-799,MCGOWEN,ST,-,1
