Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2015-11-22T00:00:00Z,10,Aggravated Assault,10H20,Apartment,5000-5099,PEASE,-,-,1
2015-11-22T00:00:00Z,14,Theft,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,COMMERCE,ST,-,1
2015-11-22T00:00:00Z,15,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
2015-11-25T00:00:00Z,17,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
2015-11-25T00:00:00Z,21,Theft,10H30,Other Parking Lot,2200-2299,DALLAS,ST,-,2
2015-11-20T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",1400-1499,HUTCHINS,-,-,1
2015-11-20T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,NAGLE,-,-,1
2015-11-11T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
2015-11-12T00:00:00Z,23,Theft,10H30,Restaurant or Cafeteria Parking Lot,1500-1599,HUTCHINS,-,-,1
2015-11-14T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,LEELAND,-,-,1
2015-11-30T00:00:00Z,07,Theft,10H30,Commercial Parking Lot or Garage,2000-2099,LEELAND,-,-,1
2015-11-05T00:00:00Z,06,Burglary,10H30,Condominium,1200-1299,DELANO,-,-,1
2015-11-07T00:00:00Z,07,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,MCKINNEY,ST,-,1
2015-11-08T00:00:00Z,04,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,BELL,ST,-,1
2015-11-16T00:00:00Z,07,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,MCKINNEY,ST,-,1
2015-11-27T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",2400-2499,DALLAS,ST,-,1
2015-11-25T00:00:00Z,23,Theft,10H30,Grocery Store or Supermarket Parking Lot,1000-1099,SAINT EMANUEL,ST,-,1
2015-11-25T00:00:00Z,23,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2015-11-25T00:00:00Z,10,Burglary,10H30,Construction Site,1700-1799,LIVE OAK,-,-,1
2015-11-21T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,MCKINNEY,ST,-,1
2015-11-21T00:00:00Z,22,Theft,10H30,Other Parking Lot,1100-1199,SAINT EMANUEL,ST,-,1
2015-11-29T00:00:00Z,08,Theft,10H30,Driveway,1200-1299,SAINT CHARLES,-,-,1
2015-11-29T00:00:00Z,19,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2015-11-07T00:00:00Z,07,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,SAINT EMANUEL,ST,-,1
2015-11-07T00:00:00Z,20,Robbery,10H30,"Road, Street, or Sidewalk",2100-2199,CAPITOL,ST,-,1
2015-11-11T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,MCKINNEY,ST,-,1
2015-11-11T00:00:00Z,17,Theft,10H30,"Other, Unknown, or Not Listed",2100-2199,LAMAR,-,-,1
2015-11-02T00:00:00Z,22,Robbery,10H30,"Road, Street, or Sidewalk",3400-3499,GULF,FWY,-,1
2015-11-25T00:00:00Z,08,Theft,10H30,Office Building,1000-1099,SAMPSON,-,-,1
2015-11-27T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,BELL,ST,-,1
2015-11-18T00:00:00Z,07,Aggravated Assault,10H30,"Road, Street, or Sidewalk",1300-1399,DOWLING,ST,-,1
2015-11-15T00:00:00Z,04,Robbery,10H30,"Road, Street, or Sidewalk",500-599,DOWLING,ST,-,1
2015-11-29T00:00:00Z,12,Theft,10H30,Vacant Building (Commercial),2700-2799,POLK,-,-,1
2015-11-12T00:00:00Z,11,Aggravated Assault,10H30,"Road, Street, or Sidewalk",2100-2199,CONGRESS,-,-,1
2015-11-14T00:00:00Z,11,Theft,10H30,Commercial Parking Lot or Garage,1100-1199,CHARTRES,-,-,1
2015-11-14T00:00:00Z,22,Burglary,10H30,Vehicle/Auto Sales/Lease/Auto Parts Store,3700-3799,LEELAND,-,-,1
2015-11-16T00:00:00Z,09,Theft,10H30,Residence or House,1700-1799,ENNIS,ST,-,1
2015-11-21T00:00:00Z,21,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,HUTCHINS,-,-,1
2015-11-22T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",1200-1299,HUTCHINS,-,-,1
2015-11-23T00:00:00Z,16,Burglary,10H30,Residence or House,2600-2699,BELL,ST,-,1
2015-11-28T00:00:00Z,19,Theft,10H30,Bar or Night Club,300-399,SAINT EMANUEL,ST,-,1
2015-11-07T00:00:00Z,03,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
2015-11-12T00:00:00Z,13,Theft,10H30,"Other, Unknown, or Not Listed",3000-3099,POLK,ST,-,1
2015-11-12T00:00:00Z,21,Theft,10H30,Other Parking Lot,1500-1599,HUTCHINS,-,-,1
2015-11-05T00:00:00Z,08,Theft,10H30,"Other, Unknown, or Not Listed",300-399,HUTCHINS,-,-,1
2015-10-30T00:00:00Z,14,Burglary,10H30,Residence or House,2900-2999,CLAY,-,-,1
2015-11-01T00:00:00Z,03,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,BELL,ST,-,1
2015-11-01T00:00:00Z,05,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
2015-11-01T00:00:00Z,12,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
2015-11-20T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,DALLAS,ST,-,1
2015-11-14T00:00:00Z,23,Theft,10H30,Restaurant or Cafeteria,900-999,SAINT EMANUEL,ST,-,1
2015-11-15T00:00:00Z,21,Robbery,10H30,"Road, Street, or Sidewalk",600-699,SAINT EMANUEL,ST,-,1
2015-11-16T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,WALKER,ST,-,1
2015-11-04T00:00:00Z,14,Theft,10H30,"Other, Unknown, or Not Listed",400-499,DOWLING,ST,-,1
2015-11-08T00:00:00Z,21,Burglary,10H30,Bar or Night Club,1500-1599,HUTCHINS,-,-,1
2015-11-14T00:00:00Z,19,Burglary,10H30,Residence or House,1700-1799,LIVE OAK,-,-,1
2015-11-22T00:00:00Z,14,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
2015-11-23T00:00:00Z,10,Theft,10H30,"Gym, Recreat, Club House, Indoor Pool, Spa",2900-2999,GULF,FWY,-,1
2015-11-25T00:00:00Z,19,Theft,10H30,"Road, Street, or Sidewalk",3500-3599,POLK,-,-,1
2015-09-23T00:00:00Z,17,Theft,10H30,"Road, Street, or Sidewalk",900-999,PRESSLER,ST,-,1
2015-11-05T00:00:00Z,06,Theft,10H30,Residence or House,2900-2999,GULF,FWY,-,1
2015-11-09T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,HUTCHINS,-,-,1
2015-11-11T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",1300-1399,HUTCHINS,-,-,1
2015-11-12T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,LAMAR,-,-,1
2015-11-19T00:00:00Z,09,Theft,10H30,Commercial Parking Lot or Garage,2900-2999,GULF,FWY,-,1
2015-11-21T00:00:00Z,05,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,BASTROP,ST,-,1
2015-11-25T00:00:00Z,17,Burglary,10H30,Residence or House,3600-3699,LEELAND,-,-,1
2015-11-28T00:00:00Z,18,Auto Theft,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,COMMERCE,ST,-,1
2015-11-29T00:00:00Z,19,Theft,10H30,Other Parking Lot,900-999,SAINT EMANUEL,ST,-,1
2015-11-03T00:00:00Z,20,Theft,10H30,Other Parking Lot,2200-2299,DALLAS,ST,-,1
2015-10-28T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",1200-1299,SAMPSON,-,-,1
2015-11-08T00:00:00Z,07,Burglary,10H30,Body Shop,3700-3799,LEELAND,-,-,1
2015-11-08T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,WALKER,ST,-,1
2015-11-13T00:00:00Z,23,Theft,10H30,Other Parking Lot,900-999,BASTROP,ST,-,1
2015-11-13T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,HUTCHINS,-,-,1
2015-11-20T00:00:00Z,10,Theft,10H30,Residence or House,800-899,SAINT EMANUEL,ST,-,1
2015-11-21T00:00:00Z,23,Theft,10H30,Other Parking Lot,1100-1199,SAINT EMANUEL,ST,-,1
2015-11-28T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",900-999,BASTROP,ST,-,1
2015-11-28T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,TRAVIS,-,-,1
2015-11-30T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,-,-,1
2015-11-30T00:00:00Z,17,Auto Theft,10H40,"Road, Street, or Sidewalk",1400-1499,ELGIN,ST,-,1
2015-11-20T00:00:00Z,20,Robbery,10H40,"Road, Street, or Sidewalk",1200-1299,WEBSTER,-,-,1
2015-11-25T00:00:00Z,15,Theft,10H40,Miscellaneous Business (Non-Specific),2500-2599,LA BRANCH,-,-,1
2015-11-15T00:00:00Z,01,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2600-2699,FANNIN,ST,-,1
2015-11-15T00:00:00Z,18,Theft,10H40,Convenience Store,1000-1099,ELGIN,ST,-,1
2015-11-17T00:00:00Z,17,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
2015-11-11T00:00:00Z,09,Theft,10H40,"Road, Street, or Sidewalk",2200-2299,SAN JACINTO,-,-,1
2015-08-07T00:00:00Z,09,Theft,10H40,Strip Business Center Parking Lot,2900-2999,TRAVIS,-,-,1
2015-11-05T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,HADLEY,ST,-,1
2015-11-28T00:00:00Z,00,Theft,10H40,Bar or Night Club,1100-1199,MCILHENNY,ST,-,1
2015-11-21T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",1200-1299,ANITA,ST,-,1
2015-11-19T00:00:00Z,13,Theft,10H40,Other Parking Lot,2000-2099,MAIN,ST,-,1
2015-11-23T00:00:00Z,10,Auto Theft,10H40,"Road, Street, or Sidewalk",1100-1199,WHEELER,-,-,1
2015-11-17T00:00:00Z,10,Theft,10H40,Other Parking Lot,2800-2899,SAN JACINTO,-,-,1
2015-11-10T00:00:00Z,15,Theft,10H40,Residence or House,3100-3199,LA BRANCH,-,-,1
2015-11-06T00:00:00Z,16,Auto Theft,10H40,"Road, Street, or Sidewalk",2300-2399,JACKSON,ST,-,1
2015-11-08T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",2900-2999,SAN JACINTO,-,-,1
2015-01-14T00:00:00Z,19,Theft,10H40,"Parks and Recreation, Zoo, Swimming Pool",2200-2299,CHENEVERT,-,-,1
2015-03-31T00:00:00Z,13,Theft,10H40,,UNK,TRAVIS,-,-,1
2015-11-03T00:00:00Z,12,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-11-25T00:00:00Z,19,Theft,10H40,Vehicle/Auto Sales/Lease/Auto Parts Store,1200-1299,TUAM,-,-,1
2015-11-21T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",2600-2699,SAN JACINTO,-,-,1
2015-11-14T00:00:00Z,16,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-11-15T00:00:00Z,16,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-11-16T00:00:00Z,11,Theft,10H40,Drug Store or Medical Supply,1000-1099,ELGIN,ST,-,1
2015-11-19T00:00:00Z,15,Theft,10H40,Apartment,3400-3499,FANNIN,ST,-,1
2015-11-06T00:00:00Z,07,Auto Theft,10H40,Residence or House,2300-2399,JACKSON,ST,-,1
2015-11-06T00:00:00Z,08,Theft,10H40,Residence or House,1600-1699,MCGOWEN,ST,-,1
2015-09-18T00:00:00Z,12,Auto Theft,10H40,"Other, Unknown, or Not Listed",1000-1099,WEBSTER,-,-,1
2015-10-30T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,TRAVIS,-,-,1
2015-11-28T00:00:00Z,14,Theft,10H40,Restaurant or Cafeteria Parking Lot,3000-3099,MILAM,-,-,1
2015-11-29T00:00:00Z,20,Theft,10H40,Restaurant or Cafeteria,3700-3799,MAIN,ST,-,1
2014-12-31T00:00:00Z,10,Theft,10H40,"Church, Synagogue, or Temple Parking Lot",3600-3699,MILAM,-,-,1
2015-11-17T00:00:00Z,16,Theft,10H40,Office Building,3300-3399,MAIN,ST,-,1
2015-11-18T00:00:00Z,15,Theft,10H40,Light Rail Platform,4500-4599,MAIN,ST,-,1
2015-11-20T00:00:00Z,18,Aggravated Assault,10H40,"Road, Street, or Sidewalk",2100-2199,MAIN,ST,-,1
2015-11-15T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,AUSTIN,ST,-,1
2015-11-14T00:00:00Z,13,Burglary,10H40,Residence or House,1600-1699,HOLMAN,-,-,1
2015-11-24T00:00:00Z,14,Theft,10H40,Driveway,2600-2699,CRAWFORD,ST,-,1
2015-10-26T00:00:00Z,14,Theft,10H40,Commercial Building,2700-2799,FANNIN,ST,-,1
2015-05-02T00:00:00Z,13,Robbery,10H40,"Road, Street, or Sidewalk",1100-1199,HOLMAN,-,-,1
2015-11-04T00:00:00Z,22,Burglary,10H40,Residence or House,1700-1799,TUAM,-,-,1
2015-11-10T00:00:00Z,17,Theft,10H40,"Road, Street, or Sidewalk",3200-3299,CRAWFORD,ST,-,1
2015-11-07T00:00:00Z,18,Theft,10H40,Bar or Night Club,2900-2999,TRAVIS,-,-,1
2015-11-07T00:00:00Z,19,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2015-11-07T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,MAIN,ST,-,1
2015-11-08T00:00:00Z,09,Theft,10H40,Construction Site,2900-2999,MILAM,-,-,1
2015-11-29T00:00:00Z,22,Theft,10H40,"Road, Street, or Sidewalk",2400-2499,MAIN,ST,-,1
2014-12-20T00:00:00Z,11,Theft,10H40,"Road, Street, or Sidewalk",4200-4299,SAN JACINTO,-,-,1
2015-11-28T00:00:00Z,16,Theft,10H40,Bar or Night Club,UNK,DENNIS,ST,-,1
2015-11-26T00:00:00Z,16,Theft,10H40,"Road, Street, or Sidewalk",1300-1399,HADLEY,ST,-,1
2015-11-27T00:00:00Z,12,Theft,10H40,Commercial Parking Lot or Garage,2900-2999,SAN JACINTO,-,-,1
2015-11-20T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",1200-1299,ANITA,ST,-,1
2015-11-13T00:00:00Z,15,Theft,10H40,Restaurant or Cafeteria,3400-3499,MILAM,-,-,1
2015-11-06T00:00:00Z,00,Theft,10H40,Convenience Store Parking Lot,2200-2299,SAN JACINTO,-,-,1
2015-11-06T00:00:00Z,09,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,TRAVIS,-,-,1
2015-11-07T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
2015-11-07T00:00:00Z,09,Theft,10H40,Residence or House,3000-3099,LA BRANCH,-,-,1
2015-11-08T00:00:00Z,13,Aggravated Assault,10H40,"Road, Street, or Sidewalk",1900-1999,ELGIN,ST,-,3
2015-11-08T00:00:00Z,15,Theft,10H40,Convenience Store,2100-2199,FANNIN,ST,-,1
2015-11-08T00:00:00Z,21,Aggravated Assault,10H40,"Road, Street, or Sidewalk",4500-4599,TRAVIS,-,-,1
2015-10-31T00:00:00Z,16,Theft,10H40,"Road, Street, or Sidewalk",700-799,HADLEY,ST,-,1
2015-11-29T00:00:00Z,07,Theft,10H40,,2400-2499,SAN JACINTO,-,-,1
2015-11-13T00:00:00Z,02,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,2
2015-11-28T00:00:00Z,15,Theft,10H40,Restaurant or Cafeteria Parking Lot,3000-3099,MILAM,-,-,1
2015-11-24T00:00:00Z,14,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2014-07-10T00:00:00Z,15,Theft,10H40,,4600-4699,MAIN,ST,-,1
2015-10-28T00:00:00Z,09,Theft,10H40,Light Rail (Metro Rail) Vehicle,2600-2699,MAIN,ST,-,1
2015-11-12T00:00:00Z,07,Aggravated Assault,10H40,Commercial Building,2600-2699,CAROLINE,ST,-,1
2015-11-10T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",3600-3699,FANNIN,ST,-,1
2015-11-07T00:00:00Z,23,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
2015-11-29T00:00:00Z,17,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,BREMOND,ST,-,1
2015-11-29T00:00:00Z,18,Theft,10H40,Garage or Carport,1600-1699,HOLMAN,-,-,1
2015-11-20T00:00:00Z,16,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2015-11-26T00:00:00Z,13,Theft,10H40,"Road, Street, or Sidewalk",2900-2999,TRAVIS,-,-,1
2015-11-14T00:00:00Z,14,Theft,10H40,Drug Store or Medical Supply,1000-1099,ELGIN,ST,-,1
2015-11-14T00:00:00Z,12,Burglary,10H40,Residence or House,1800-1899,DENNIS,ST,-,1
2015-11-12T00:00:00Z,12,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,-,-,1
2015-11-08T00:00:00Z,08,Burglary,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2015-11-08T00:00:00Z,08,Theft,10H40,"Road, Street, or Sidewalk",1800-1899,ANITA,ST,-,1
2015-11-07T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,AUSTIN,ST,-,1
2015-11-06T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2015-11-05T00:00:00Z,04,Robbery,10H40,"Road, Street, or Sidewalk",1000-1099,GRAY,-,-,1
2015-11-05T00:00:00Z,11,Theft,10H40,"Other, Unknown, or Not Listed",4200-4299,SAN JACINTO,ST,-,1
2015-10-31T00:00:00Z,01,Auto Theft,10H40,"Road, Street, or Sidewalk",3500-3599,CHENEVERT,-,-,1
2015-02-14T00:00:00Z,13,Theft,10H40,Department or Discount Store,1000-1099,ELGIN,ST,-,1
2015-11-01T00:00:00Z,16,Theft,10H40,Strip Business Center Parking Lot,2600-2699,TRAVIS,-,-,1
2015-11-02T00:00:00Z,10,Theft,10H40,Light Rail (Metro Rail) Vehicle,3500-3599,MAIN,ST,-,1
2015-11-03T00:00:00Z,08,Rape,10H40,Residence or House,4000-4099,FANNIN,ST,-,1
2015-10-31T00:00:00Z,09,Auto Theft,10H40,"Road, Street, or Sidewalk",2400-2499,SAN JACINTO,-,-,1
2015-11-19T00:00:00Z,19,Robbery,10H40,Other Parking Lot,900-999,ROSALIE,-,-,1
2015-11-25T00:00:00Z,11,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,TRAVIS,-,-,1
2015-11-24T00:00:00Z,08,Theft,10H40,Other Parking Lot,3200-3299,SAN JACINTO,-,-,1
2015-11-22T00:00:00Z,10,Theft,10H40,Bar or Night Club,2400-2499,SAN JACINTO,-,-,1
2015-11-20T00:00:00Z,15,Robbery,10H50,"Road, Street, or Sidewalk",3400-3499,DREW,ST,-,1
2015-11-14T00:00:00Z,12,Aggravated Assault,10H50,Apartment Parking Lot,3200-3299,TRUXILLO,-,-,1
2015-11-05T00:00:00Z,16,Aggravated Assault,10H50,Residence or House,3700-3799,CLEBURNE,ST,-,1
2015-11-13T00:00:00Z,15,Burglary,10H50,Residence or House,2100-2199,ALABAMA,ST,-,1
2015-11-12T00:00:00Z,15,Burglary,10H50,Residence or House,2100-2199,ALABAMA,ST,-,1
2015-11-12T00:00:00Z,02,Theft,10H50,Residence or House,UNK,3436.5 TUAM,-,-,1
2015-11-06T00:00:00Z,17,Aggravated Assault,10H50,Residence or House,3200-3299,BURKETT,ST,-,1
2015-11-08T00:00:00Z,15,Theft,10H50,"Church, Synagogue, or Temple",3800-3899,WHEELER,-,-,1
2015-11-03T00:00:00Z,10,Theft,10H50,,3700-3799,SCOTT,ST,-,1
1996-09-16T00:00:00Z,15,Rape,10H50,Residence or House,2500-2599,TUAM,-,-,1
2015-11-01T00:00:00Z,11,Burglary,10H50,Restaurant or Cafeteria,3800-3899,ENNIS,ST,-,1
2015-11-05T00:00:00Z,15,Auto Theft,10H50,"Road, Street, or Sidewalk",3500-3599,CLEBURNE,ST,-,1
2015-11-13T00:00:00Z,08,Burglary,10H50,Residence or House,3500-3599,BASTROP,ST,-,1
2015-11-20T00:00:00Z,03,Theft,10H50,"Road, Street, or Sidewalk",2400-2499,GRAY,-,-,1
2015-11-26T00:00:00Z,10,Aggravated Assault,10H50,Apartment,3600-3699,ANITA,ST,-,1
