Date,Hour,Offense Type,Beat,Premise,Block Range,Street Name,Type,Suffix,Offenses
05/21/2017,20,Theft,18F50,Department or Discount Store,7500-7599,BELLAIRE BLVD STE 300,-,-,1
05/22/2017,17,Theft,18F50,Strip Business Center Parking Lot,6800-6899,HARWIN DR,-,-,1
05/22/2017,11,Theft,18F50,Strip Business Center Parking Lot,5600-5699,HILLCROFT AVE,-,-,1
05/22/2017,12,Theft,18F50,Other Parking Lot,9900-9999,WESTPARK DR,-,-,1
05/23/2017,15,Theft,18F50,Miscellaneous Business (Non-Specific),7100-7199,HARWIN,DR,-,1
05/23/2017,15,Burglary,18F50,Apartment,7500-7599,BELLERIVE DR,-,-,1
05/23/2017,14,Theft,18F50,Miscellaneous Business (Non-Specific),7300-7399,SOUTHWEST,ST,-,1
05/23/2017,12,Theft,18F50,Other Parking Lot,8600-8699,WINDSWEPT,LN,-,1
05/23/2017,12,Theft,18F50,Strip Business Center Parking Lot,6700-6799,HARWIN,DR,-,1
05/23/2017,01,AutoTheft,18F50,Hotel or Motel Parking Lot,8100-8199,RICHMOND,AVE,-,1
05/23/2017,20,Theft,18F50,"Road, Street, or Sidewalk",7300-7399,REGENCY SQUARE CT,-,-,1
05/24/2017,11,Theft,18F50,Bar or Night Club,5700-5799,HILLCROFT,AVE,-,1
05/24/2017,11,Theft,18F50,Restaurant or Cafeteria,5600-5699,HILLCROFT,ST,-,1
05/24/2017,12,Theft,18F50,Apartment,7500-7599,P O BOX 755,-,-,1
05/24/2017,12,Theft,18F50,Commercial Parking Lot or Garage,9600-9699,WESTHEIMER RD,RD,-,1
05/24/2017,08,Burglary,18F50,Drug Store or Medical Supply,7500-7599,BELLAIRE,BLVD,-,1
05/24/2017,16,Theft,18F50,"Road, Street, or Sidewalk",6600-6699,SOUTHWEST FWY OB,-,-,1
05/24/2017,15,Burglary,18F50,Mall Common Area,7500-7599,BELLAIRE,BLVD,-,1
05/24/2017,17,AutoTheft,18F50,"Road, Street, or Sidewalk",9200-9299,PAGEWOOD LN,-,-,1
05/25/2017,10,Aggravated Assault,18F50,"Road, Street, or Sidewalk",4800-4899,CAIRNLEIGH,DR,-,1
05/25/2017,11,Burglary,18F50,Strip Business Center Parking Lot,7500-7599,BELLAIRE,BLVD,-,1
05/25/2017,11,Burglary,18F50,Vacant Building (Commercial),7500-7599,BELLAIRE BLVD,BLVD,-,1
05/25/2017,09,Burglary,18F50,"Physician, Doctor, Dentist's Office",7500-7599,BELLAIRE,BLVD,-,1
05/25/2017,09,Burglary,18F50,Restaurant or Cafeteria Parking Lot,6800-6899,SOUTHWEST FWY OB,-,-,1
05/25/2017,19,Theft,18F50,Hotel or Motel Parking Lot,6700-6799,SOUTHWEST FWY OB,-,-,1
05/25/2017,15,Theft,18F50,Auto Repair,5600-5699,FONDREN,RD,-,1
05/25/2017,15,Theft,18F50,Other Parking Lot,3400-3499,ALDRIDGE,DR,-,1
05/25/2017,17,Theft,18F50,Strip Business Center Parking Lot,9600-9699,WESTHEIMER RD,RD,-,1
05/25/2017,14,Theft,18F50,Strip Business Center Parking Lot,1400-1499,CROSS VALLEY,DR,-,1
05/25/2017,11,Theft,18F50,"Gym, Recreat, Club House, Indoor Pool",9600-9699,WESTHEIMER RD,RD,-,1
05/26/2017,01,Theft,18F50,Bar or Night Club Parking Lot,2700-2799,ROCKYRIDGE DR,-,-,1
05/26/2017,02,Burglary,18F50,Restaurant or Cafeteria,5900-5999,HILLCROFT,AVE,-,1
05/26/2017,20,Theft,18F50,"Gym, Recreat, Club House, Indoor Pool",9600-9699,WESTHEIMER RD,RD,-,1
05/26/2017,11,Theft,18F50,Other Parking Lot,3300-3399,FONDREN RD,RD,-,1
05/26/2017,13,Theft,18F50,Strip Business Center Parking Lot,7300-7399,HARWIN DR,-,-,1
05/26/2017,09,AutoTheft,18F50,Apartment Parking Lot,6000-6099,REIMS RD,RD,-,1
05/26/2017,09,Burglary,18F50,Apartment,3600-3699,JEANETTA ST,ST,-,1
05/26/2017,09,Burglary,18F50,Restaurant or Cafeteria,5600-5699,HILLCROFT,AVE,-,1
05/27/2017,15,Aggravated Assault,18F50,Bar or Night Club,7600-7699,DASHWOOD DR,-,-,1
05/27/2017,13,Theft,18F50,Bank or Savings Institution Parking Lot,7300-7399,BELLAIRE BLVD,BLVD,-,1
05/27/2017,13,Theft,18F50,"Pawn, Resale Shop, or Flea Market",3800-3899,FONDREN,RD,-,1
05/27/2017,15,Theft,18F50,Mall Parking Lot,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/27/2017,20,Theft,18F50,Commercial Parking Lot or Garage,9600-9699,WESTHEIMER RD,RD,-,1
05/27/2017,06,Theft,18F50,Strip Business Center Parking Lot,7200-7299,HARWIN DR,-,-,1
05/27/2017,05,Aggravated Assault,18F50,Apartment Parking Lot,6200-6299,MARINETTE DR APT 112 - A,-,-,1
05/27/2017,11,Theft,18F50,Strip Business Center Parking Lot,9500-9599,WESTHEIMER RD,RD,-,1
05/28/2017,16,Theft,18F50,Miscellaneous Business (Non-Specific),6600-6699,SOUTHWEST,ST,-,1
05/28/2017,18,Theft,18F50,Commercial Parking Lot or Garage,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/28/2017,18,AutoTheft,18F50,Mall Parking Lot,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/28/2017,09,Theft,18F50,Driveway,9500-9599,FAIRDALE LN,-,-,1
05/29/2017,01,Murder,18F50,Apartment Parking Lot,6200-6299,MARINETTE DR,-,-,1
05/29/2017,16,Theft,18F50,"Vacant Single Occ Resd(House,Townhs,Dplex)",3500-3599,OCEE ST,ST,-,1
05/29/2017,02,AutoTheft,18F50,Bar or Night Club Parking Lot,100-199,SHARPSTOWN CENTER,-,-,1
05/29/2017,09,Theft,18F50,Department or Discount Store,5700-5799,HILLCROFT,AVE,-,1
05/29/2017,10,Theft,18F50,Driveway,9600-9699,JUDALON LN,-,-,1
05/29/2017,09,AutoTheft,18F50,Bar or Night Club Parking Lot,8900-8999,RICHMOND AVE,-,-,1
05/29/2017,11,Burglary,18F50,Restaurant or Cafeteria Parking Lot,7300-7399,SOUTHWEST,ST,-,1
05/30/2017,01,Aggravated Assault,18F50,"Road, Street, or Sidewalk",8600-8699,RICHMOND AVE,-,-,1
05/30/2017,19,Theft,18F50,Commercial Parking Lot or Garage,9600-9699,WESTHEIMER RD,RD,-,1
05/30/2017,14,AutoTheft,18F50,Commercial Parking Lot or Garage,7600-7699,CLAREWOOD DR,-,-,1
05/30/2017,06,Theft,18F50,Apartment Parking Lot,7500-7599,CLAREWOOD DR,-,-,1
05/30/2017,11,Theft,18F50,"Road, Street, or Sidewalk",6200-6299,AIRPORT,BLVD,W,1
05/30/2017,13,Theft,18F50,Commercial Parking Lot or Garage,9900-9999,WESTPARK,DR,-,1
05/31/2017,22,Theft,18F50,Strip Business Center Parking Lot,9600-9699,WESTHEIMER RD,RD,-,1
05/31/2017,14,Theft,18F50,Mall Common Area,7500-7599,BELLAIRE,BLVD,-,1
05/31/2017,14,Theft,18F50,Mall Parking Lot,7500-7599,BELLAIRE BLVD,BLVD,-,1
05/31/2017,13,Theft,18F50,Mall Parking Lot,100-199,SHARPSTOWN CENTER,-,-,1
05/31/2017,13,Aggravated Assault,18F50,Apartment,6200-6299,MARINETTE DR,-,-,1
05/01/2017,23,Theft,18F60,Commercial Parking Lot or Garage,8100-8199,SOUTHWEST FWY OB,-,-,1
05/01/2017,19,Theft,18F60,Restaurant or Cafeteria,9500-9599,BEECHNUT,ST,-,1
05/01/2017,14,Theft,18F60,Other Parking Lot,8600-8699,BEECHNUT ST,ST,-,1
05/01/2017,18,Theft,18F60,Apartment Parking Lot,9100-9199,BELLAIRE BLVD,BLVD,-,1
05/01/2017,10,AutoTheft,18F60,"Road, Street, or Sidewalk",8100-8199,LANGDON LN,-,-,1
05/01/2017,06,Burglary,18F60,Residence or House,9000-9099,ROWAN LN,-,-,1
05/02/2017,13,Aggravated Assault,18F60,Residence or House,9300-9399,WESTWOOD VILLAGE DR,-,-,1
05/02/2017,15,Theft,18F60,Mall Parking Lot,8400-8499,BEECHNUT ST,ST,-,1
05/02/2017,09,Theft,18F60,Commercial Parking Lot or Garage,9900-9999,HARWIN DR,-,-,1
05/02/2017,21,Aggravated Assault,18F60,Apartment Parking Lot,9400-9499,BEECHNUT,ST,-,1
05/02/2017,22,Robbery,18F60,"Other, Unknown, or Not Listed",5900-5999,S GESSNER RD,RD,-,1
05/02/2017,19,Theft,18F60,Strip Business Center Parking Lot,9300-9399,HARWIN DR,-,-,1
05/02/2017,16,Theft,18F60,Strip Business Center Parking Lot,8000-8099,S GESSNER RD,RD,-,1
05/03/2017,10,Theft,18F60,Grocery Store or Supermarket Parking Lot,8600-8699,BELLAIRE BLVD,BLVD,-,1
05/03/2017,14,Theft,18F60,Strip Business Center Parking Lot,7700-7799,BELLAIRE BLVD,BLVD,-,1
05/03/2017,21,Robbery,18F60,Apartment Parking Lot,6400-6499,S GESSNER RD,RD,-,1
05/04/2017,13,Theft,18F60,Residence or House,7300-7399,OSAGE ST,ST,-,1
05/05/2017,08,AutoTheft,18F60,"Road, Street, or Sidewalk",8300-8399,LA ROCHE LN,-,-,1
05/06/2017,15,Theft,18F60,Service or Gas Station,7700-7799,BELLAIRE,BLVD,-,1
05/06/2017,16,Robbery,18F60,Other Parking Lot,8600-8699,BEECHNUT ST,ST,-,1
05/06/2017,20,Theft,18F60,"Road, Street, or Sidewalk",6800-6899,GESSNER RD,RD,-,1
05/07/2017,00,Aggravated Assault,18F60,Apartment Parking Lot,8000-8099,BELLAIRE BLVD,BLVD,-,2
05/07/2017,23,AutoTheft,18F60,Apartment Parking Lot,6500-6599,HARBOR TOWN DR,-,-,1
05/08/2017,03,Burglary,18F60,Vehicle/Auto Sales/Lease/Auto Parts Store,5800-5899,GESSNER,RD,S,1
05/08/2017,07,Theft,18F60,"Road, Street, or Sidewalk",6800-6899,HARBOR TOWN DR,-,-,1
05/09/2017,19,AutoTheft,18F60,Driveway,8300-8399,AUGUSTINE DR,-,-,1
05/09/2017,19,Robbery,18F60,Apartment Parking Lot,9200-9299,BEECHNUT ST,ST,-,1
05/09/2017,17,Burglary,18F60,Residence or House,5800-5899,LUGARY,DR,-,1
05/09/2017,15,Theft,18F60,Drug Store or Medical Supply,8600-8699,WEDNESBURY LN APT 114,-,-,1
05/09/2017,06,Theft,18F60,Apartment Parking Lot,7800-7899,CORPORATE DR,-,-,1
05/10/2017,09,Theft,18F60,Bus Stop,8600-8699,BEECHNUT ST,ST,-,1
05/10/2017,11,Theft,18F60,Apartment Parking Lot,9400-9499,BEECHNUT ST,ST,-,1
05/11/2017,01,Robbery,18F60,Bar or Night Club Parking Lot,9500-9599,BEECHNUT,ST,-,1
05/11/2017,16,Robbery,18F60,Residence or House,7000-7099,LACY HILL DR,-,-,1
05/11/2017,21,Robbery,18F60,Other Parking Lot,6400-6499,BURNING TREE DR,-,-,1
05/11/2017,14,Robbery,18F60,"Road, Street, or Sidewalk",7800-7899,BARBERTON DR,-,-,1
05/11/2017,12,Theft,18F60,Hotel or Motel Parking Lot,300-399,VERMONT,AVE,-,1
05/12/2017,13,Theft,18F60,Hotel or Motel Parking Lot,8100-8199,SOUTHWEST FWY OB,-,-,1
05/12/2017,15,Theft,18F60,Grocery Store or Supermarket,5800-5899,GESSNER,RD,S,1
05/13/2017,16,AutoTheft,18F60,Apartment Parking Lot,7800-7899,CORPORATE,DR,-,1
05/14/2017,15,Theft,18F60,Service or Gas Station,7700-7799,BELLAIRE,BLVD,-,1
05/15/2017,09,Theft,18F60,Commercial Parking Lot or Garage,8100-8199,SOUTHWEST FWY OB,-,-,1
05/15/2017,07,Aggravated Assault,18F60,Convenience Store,9000-9099,BEECHNUT,ST,-,1
05/15/2017,02,Aggravated Assault,18F60,Apartment,8300-8399,BELLAIRE BLVD,BLVD,-,1
05/16/2017,12,Theft,18F60,Grocery Store or Supermarket,7100-7199,S GESSNER RD,RD,-,1
05/16/2017,12,Theft,18F60,"Pawn, Resale Shop, or Flea Market",6800-6899,GESSNER,RD,S,1
05/16/2017,18,Robbery,18F60,Apartment Parking Lot,7200-7299,CORPORATE DR,-,-,1
05/16/2017,14,Burglary,18F60,Apartment,6500-6599,S GESSNER RD,RD,-,1
05/17/2017,09,Burglary,18F60,Restaurant or Cafeteria Parking Lot,8100-8199,SOUTHWEST,ST,-,1
05/18/2017,12,Burglary,18F60,"Other, Unknown, or Not Listed",3800-3899,BRIDGEBAY,LN,-,1
05/18/2017,00,Theft,18F60,Apartment Parking Lot,9500-9599,BEECHNUT,ST,-,1
05/19/2017,14,Theft,18F60,Strip Business Center Parking Lot,9300-9399,HARWIN DR,-,-,1
05/19/2017,15,Theft,18F60,Residence or House,2700-2799,SUNBIRD,RD,-,1
05/19/2017,10,Theft,18F60,Apartment,5900-5999,ALLDAY DR,-,-,1
05/19/2017,09,Burglary,18F60,Miscellaneous Business (Non-Specific),9400-9499,HARWIN,DR,-,1
05/19/2017,06,Theft,18F60,Residence or House,8000-8099,BEECHNUT,ST,-,1
05/19/2017,22,Robbery,18F60,Apartment Parking Lot,6400-6499,GESSNER,RD,S,1
05/20/2017,17,Theft,18F60,Other Parking Lot,9400-9499,HARWIN DR,-,-,1
05/20/2017,16,Theft,18F60,Other Parking Lot,8000-8099,HARWIN DR,-,-,1
05/20/2017,16,Theft,18F60,"Pawn, Resale Shop, or Flea Market",5900-5999,GESSNER,RD,S,1
05/21/2017,20,Theft,18F60,Apartment Parking Lot,9400-9499,TANAGER,-,-,1
05/21/2017,10,Burglary,18F60,"Vacant Storage Fac (Barn,Garage,Warehouse)",6600-6699,GESSNER,RD,S,1
05/23/2017,03,Theft,18F60,"Road, Street, or Sidewalk",5900-5999,BURNING TREE,DR,-,1
05/23/2017,09,Theft,18F60,Apartment Parking Lot,7900-7999,BELLAIRE BLVD,BLVD,-,1
05/23/2017,20,Robbery,18F60,Apartment Parking Lot,6500-6599,HARBOR TOWN DR,-,-,1
05/24/2017,09,Theft,18F60,Strip Business Center Parking Lot,8100-8199,SOUTHWEST FWY OB,-,-,1
05/24/2017,08,Theft,18F60,Apartment Parking Lot,7900-7999,BELLAIRE BLVD,BLVD,-,1
05/24/2017,17,Theft,18F60,Apartment Parking Lot,9100-9199,BEECHNUT,ST,-,1
05/24/2017,20,Aggravated Assault,18F60,Apartment Parking Lot,9100-9199,BELLAIRE BLVD,BLVD,-,2
05/24/2017,16,Theft,18F60,Commercial Parking Lot or Garage,8100-8199,SOUTHWEST FWY OB,-,-,1
05/24/2017,15,Theft,18F60,"Road, Street, or Sidewalk",5800-5899,FONDREN RD,RD,-,1
05/25/2017,20,Theft,18F60,Strip Business Center Parking Lot,8100-8199,BEECHNUT ST,ST,-,1
05/25/2017,20,AutoTheft,18F60,Apartment Parking Lot,8100-8199,BELLAIRE BLVD,BLVD,-,1
05/25/2017,16,Theft,18F60,Commercial Parking Lot or Garage,8100-8199,SOUTHWEST FWY OB,-,-,1
05/26/2017,05,Theft,18F60,Apartment Parking Lot,7600-7699,S GESSNER RD,RD,-,1
05/26/2017,03,Burglary,18F60,Commercial Building,8300-8399,BEECHNUT,ST,-,1
05/26/2017,08,Theft,18F60,Residence or House,6400-6499,S GESSNER RD,RD,-,1
05/26/2017,14,Theft,18F60,Driveway,8100-8199,SANDS POINT DR,-,-,1
05/27/2017,06,Theft,18F60,"Road, Street, or Sidewalk",7700-7799,PRESTWOOD DR,-,-,1
05/27/2017,08,Theft,18F60,Miscellaneous Business (Non-Specific),8100-8199,SOUTHWEST FWY OB,-,-,1
05/27/2017,02,Theft,18F60,Driveway,7700-7799,EICHLER DR,-,-,1
05/27/2017,15,Theft,18F60,Other Parking Lot,8100-8199,SOUTHWEST FWY OB,-,-,1
05/29/2017,04,Robbery,18F60,"Road, Street, or Sidewalk",8600-8699,SOUTHWEST FWY OB,-,-,1
05/29/2017,17,Theft,18F60,"Electronics Store, Electrical Supplies",8000-8099,GESSNER,RD,S,1
05/30/2017,08,Theft,18F60,Apartment Parking Lot,8800-8899,BEECHNUT ST,ST,-,1
05/30/2017,19,Theft,18F60,Strip Business Center Parking Lot,9900-9999,HARWIN DR,-,-,1
05/30/2017,18,Theft,18F60,"Road, Street, or Sidewalk",9600-9699,WESTWOOD PLACE DR,-,-,1
05/31/2017,19,Robbery,18F60,Apartment Parking Lot,8600-8699,SANDS POINT DR,-,-,1
05/01/2017,21,AutoTheft,19G10,Apartment Parking Lot,10500-10599,SPICE LN,-,-,1
05/01/2017,03,Burglary,19G10,Apartment,9500-9599,P O BOX 273325,-,-,1
05/01/2017,00,Robbery,19G10,Apartment Parking Lot,8000-8099,WESTHEIMER,RD,-,1
05/01/2017,00,Robbery,19G10,Condominium,9900-9999,SHARPCREST ST,ST,-,1
05/01/2017,00,Aggravated Assault,19G10,Bar or Night Club Parking Lot,9800-9899,BEECHNUT ST,ST,-,1
05/01/2017,01,Robbery,19G10,"Road, Street, or Sidewalk",10900-10999,P O BOX 36251,-,-,1
05/01/2017,10,Burglary,19G10,Rental Storage Facility,9800-9899,BISSONNET ST,ST,-,1
05/01/2017,11,Theft,19G10,Garage or Carport,9800-9899,BELLAIRE BLVD,BLVD,-,1
05/01/2017,11,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
05/01/2017,17,AutoTheft,19G10,Apartment Parking Lot,9400-9499,WOODFAIR DR,-,-,1
05/01/2017,15,Theft,19G10,"Other, Unknown, or Not Listed",UNK,BISSONNET ST /SOUTHWEST FWY OB,-,-,1
05/01/2017,14,Theft,19G10,Apartment Parking Lot,8400-8499,WILCREST DR,-,-,1
05/01/2017,14,Theft,19G10,Office Building,9500-9599,SAM HOUSTON,PKWY,W,1
05/01/2017,13,Theft,19G10,Apartment Parking Lot,8100-8199,MAPLECREST DR,-,-,1
05/02/2017,07,Aggravated Assault,19G10,Apartment Parking Lot,10800-10899,FONDREN RD APT 3526,-,-,1
05/02/2017,16,Theft,19G10,Restaurant or Cafeteria,9500-9599,BISSONNET ST,ST,-,1
05/02/2017,17,Rape,19G10,Apartment,9400-9499,CONCOURSE,DR,-,2
05/02/2017,20,Burglary,19G10,Apartment,9300-9399,WOODFAIR DR,-,-,1
05/03/2017,12,Theft,19G10,Apartment Parking Lot,7900-7999,CORPORATE DR,-,-,1
05/03/2017,11,Theft,19G10,Service or Gas Station,10000-10099,BEECHNUT,ST,-,1
05/03/2017,07,Theft,19G10,Rental Storage Facility,9800-9899,BISSONNET ST,ST,-,1
05/03/2017,08,Theft,19G10,Apartment Parking Lot,10500-10599,SPICE LN,-,-,1
05/03/2017,19,Aggravated Assault,19G10,Apartment,9300-9399,WOODFAIR DR,-,-,1
05/04/2017,01,Aggravated Assault,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST,-,1
05/04/2017,13,Theft,19G10,"Garden Supply, Nursery, or Florist",4600-4699,HOWARD LANE - SUITE 200,-,W,1
05/04/2017,08,Theft,19G10,Convenience Store Parking Lot,8100-8199,SAM HOUSTON,PKWY,W,1
05/04/2017,17,Theft,19G10,Grocery Store or Supermarket,9400-9499,W SAM HOUSTON PKWY S,-,-,1
05/04/2017,18,AutoTheft,19G10,"Other, Unknown, or Not Listed",10600-10699,BEECHNUT ST,ST,-,1
05/04/2017,18,AutoTheft,19G10,"Road, Street, or Sidewalk",9700-9799,STROUD DR,-,-,1
05/04/2017,15,Theft,19G10,Apartment Parking Lot,9500-9599,WILCREST DR,-,-,1
05/04/2017,15,Theft,19G10,Strip Business Center Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-,-,1
05/04/2017,20,Theft,19G10,Other Parking Lot,7400-7499,W SAM HOUSTON PKWY S,-,-,1
05/05/2017,08,AutoTheft,19G10,"Road, Street, or Sidewalk",8300-8399,CINNAMON LN,-,-,1
05/05/2017,13,AutoTheft,19G10,Apartment Parking Lot,9400-9499,WOODFAIR DR,-,-,1
05/05/2017,14,Theft,19G10,Other Parking Lot,UNK,SAM HOUSTON PKWY S/BELLAIRE ENTR,-,-,1
05/05/2017,17,Theft,19G10,"Parks and Recreation, Zoo, Swimming Pool",7400-7499,W SAM HOUSTON PKWY S,-,-,1
05/05/2017,21,Aggravated Assault,19G10,"Road, Street, or Sidewalk",10100-10199,LANSDALE DR,-,-,1
05/06/2017,01,Theft,19G10,Service or Gas Station,11000-11099,SELA,LN,-,1
05/06/2017,09,Theft,19G10,Service or Gas Station,8100-8199,SAM HOUSTON,PKWY,W,1
05/06/2017,12,Aggravated Assault,19G10,Apartment Parking Lot,10600-10699,BEECHNUT ST,ST,-,1
05/06/2017,16,Theft,19G10,Apartment,7900-7999,CORPORATE DR,-,-,1
05/06/2017,14,Theft,19G10,"Other, Unknown, or Not Listed",9400-9499,SAM HOUSTON,PKWY,W,1
05/07/2017,00,Robbery,19G10,Apartment Parking Lot,10200-10299,CLUB CREEK DR,-,-,1
05/07/2017,01,Robbery,19G10,Apartment Parking Lot,10500-10599,BEECHNUT ST,ST,-,1
05/07/2017,04,Aggravated Assault,19G10,Apartment,7500-7599,CORPORATE DR,-,-,1
05/07/2017,07,Theft,19G10,Hotel or Motel Parking Lot,7700-7799,SAM HOUSTON,PKWY,W,1
05/07/2017,12,Robbery,19G10,Bar or Night Club Parking Lot,8600-8699,HEATHERVIEW DR,-,-,1
05/07/2017,11,Aggravated Assault,19G10,Apartment,3100-3199,HAYES,RD,-,1
05/07/2017,19,Theft,19G10,Apartment,9900-9999,CLUB CREEK DR,-,-,1
05/07/2017,14,Theft,19G10,Bar or Night Club,7000-7099,FONDREN,RD,-,1
05/08/2017,01,Burglary,19G10,Apartment,10600-10699,BEECHNUT ST,ST,-,1
05/08/2017,11,Theft,19G10,Strip Business Center Parking Lot,7300-7399,W SAM HOUSTON PKWY S,-,-,1
05/08/2017,23,Aggravated Assault,19G10,Highway or Freeway,9600-9699,SOUTHWEST FWY OB,-,-,1
05/08/2017,16,Theft,19G10,Apartment Parking Lot,9900-9999,CLUB CREEK DR,-,-,1
05/08/2017,16,Robbery,19G10,"Road, Street, or Sidewalk",9300-9399,CONCOURSE DR,-,-,1
05/08/2017,12,Robbery,19G10,"Gym, Recreat, Club House, Indoor Pool",8000-8099,BOONE RD,RD,-,1
05/09/2017,10,Burglary,19G10,Rental Storage Facility,8800-8899,BOONE,RD,-,1
05/09/2017,20,Robbery,19G10,Miscellaneous Business (Non-Specific),10900-10999,BISSONNET,ST,-,1
05/09/2017,14,Robbery,19G10,Specialty Store (Non-Specific),9500-9599,SOUTHWEST,ST,-,1
05/09/2017,13,Theft,19G10,Apartment,10500-10599,SPICE LN,-,-,1
05/09/2017,19,AutoTheft,19G10,Apartment,9400-9499,WOODFAIR DR,-,-,1
05/10/2017,00,Robbery,19G10,"Road, Street, or Sidewalk",9300-9399,COUNTRY CREEK DR,-,-,1
05/10/2017,10,Theft,19G10,Service or Gas Station,10300-10399,BISSONNET ST,ST,-,1
05/10/2017,17,Theft,19G10,Department or Discount Store,9400-9499,SAM HOUSTON,PKWY,W,1
05/11/2017,00,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
05/11/2017,15,Theft,19G10,Bank,9700-9799,BELLAIRE BLVD,BLVD,-,1
05/11/2017,14,Theft,19G10,"Parks and Recreation, Zoo, Swimming Pool",9000-9099,JONES RD APT 115,-,-,1
05/11/2017,10,Robbery,19G10,Grocery Store or Supermarket Parking Lot,9400-9499,SAM HOUSTON,PKWY,W,1
05/11/2017,11,Rape,19G10,Vehicle/Auto Sales/Lease/Auto Parts Store,9800-9899,BISSONNET,ST,-,1
05/11/2017,13,Theft,19G10,"Parks and Recreation, Zoo, Swimming Pool",7400-7499,W SAM HOUSTON PKWY S,-,-,1
05/11/2017,20,Aggravated Assault,19G10,Apartment Parking Lot,8500-8599,W SAM HOUSTON PKWY S,-,-,1
05/11/2017,20,AutoTheft,19G10,Other Parking Lot,9000-9099,STERLINGSHIRE ST 1308,-,-,1
05/11/2017,20,Theft,19G10,Grocery Store or Supermarket,10100-10199,BEECHNUT ST,ST,-,1
05/11/2017,17,Aggravated Assault,19G10,"Road, Street, or Sidewalk",14100-14199,MANGUS,LN,-,1
05/12/2017,04,Aggravated Assault,19G10,Apartment,9500-9599,W SAM HOUSTON PKWY S,-,-,1
05/12/2017,18,Theft,19G10,Office Building,7000-7099,CORPORATE,DR,-,1
05/12/2017,19,Aggravated Assault,19G10,Apartment,8800-8899,BOONE RD,RD,-,1
05/12/2017,23,Aggravated Assault,19G10,Apartment Parking Lot,10100-10199,LANSDALE DR,-,-,1
05/12/2017,13,Theft,19G10,"Amusement Park, Bowling Alley, Skate Rink",6700-6799,SAM HOUSTON,PKWY,W,1
05/12/2017,15,Aggravated Assault,19G10,Apartment,10200-10299,BEECHNUT ST,ST,-,1
05/12/2017,09,Theft,19G10,Apartment Parking Lot,10500-10599,SPICE LN,-,-,1
05/12/2017,09,Theft,19G10,Department or Discount Store,6800-6899,SAM HOUSTON,PKWY,W,1
05/13/2017,18,Burglary,19G10,Apartment,10100-10199,LANSDALE DR,-,-,1
05/13/2017,05,Aggravated Assault,19G10,"Road, Street, or Sidewalk",9400-9499,CONCOURSE DR,-,-,1
05/13/2017,11,Robbery,19G10,"Road, Street, or Sidewalk",9800-9899,BISSONNET ST,ST,-,1
05/14/2017,19,Theft,19G10,"Parks and Recreation, Zoo, Swimming Pool",4100-4199,SCHULZ LN,-,-,1
05/14/2017,16,Theft,19G10,Apartment,8500-8599,W SAM HOUSTON PKWY S,-,-,1
05/14/2017,15,Rape,19G10,Apartment,10300-10399,CLUB CREEK DR,-,-,1
05/14/2017,09,Aggravated Assault,19G10,Apartment,8500-8599,W SAM HOUSTON PKWY S,-,-,1
05/14/2017,09,Theft,19G10,Hotel or Motel Parking Lot,7700-7799,W SAM HOUSTON PKWY S,-,-,1
05/14/2017,08,AutoTheft,19G10,Residence or House,10500-10599,SPICE LN,-,-,1
05/15/2017,07,Theft,19G10,Apartment Parking Lot,10000-10099,GREENFORK DR,-,-,1
05/15/2017,21,Aggravated Assault,19G10,Apartment,9800-9899,CLUB CREEK DR,-,-,1
05/15/2017,12,Theft,19G10,"Parks and Recreation, Zoo, Swimming Pool",7400-7499,W SAM HOUSTON PKWY S,-,-,1
05/15/2017,11,Theft,19G10,Grocery Store or Supermarket Parking Lot,7500-7599,BANYAN,ST,-,1
05/15/2017,11,Theft,19G10,Other Parking Lot,10500-10599,BISSONNET,ST,-,1
05/15/2017,12,Rape,19G10,Other Parking Lot,10100-10199,BISSONNET ST,ST,-,1
05/15/2017,14,AutoTheft,19G10,"Road, Street, or Sidewalk",10900-10999,VILLAGE BEND LN,-,-,1
05/15/2017,15,Theft,19G10,Strip Business Center Parking Lot,11200-11299,VANDERFORD,RD,-,1
05/16/2017,17,Theft,19G10,Other Parking Lot,7400-7499,W SAM HOUSTON PKWY S,-,-,1
05/16/2017,20,Burglary,19G10,Apartment,9400-9499,CONCOURSE DR,-,-,1
05/16/2017,11,AutoTheft,19G10,Apartment Parking Lot,9400-9499,CONCOURSE DR,-,-,1
05/16/2017,09,Aggravated Assault,19G10,"Road, Street, or Sidewalk",9400-9499,WOODFAIR DR,-,-,1
05/17/2017,11,Theft,19G10,Restaurant or Cafeteria Parking Lot,8100-8199,SAM HOUSTON,PKWY,W,1
05/17/2017,12,Theft,19G10,Apartment Parking Lot,9400-9499,W SAM HOUSTON PKWY S,-,-,1
05/17/2017,17,Theft,19G10,Commercial Parking Lot or Garage,9400-9499,W SAM HOUSTON PKWY S,-,-,1
05/18/2017,18,Theft,19G10,"Other, Unknown, or Not Listed",9400-9499,W SAM HOUSTON PKWY S,-,-,1
