Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2016-11-04T00:00:00Z,16,Theft,10H20,Apartment Parking Lot,4600-4699,WALKER,ST,-,1
2016-11-04T00:00:00Z,08,Theft,10H20,Residence or House,4700-4799,WOODSIDE,ST,-,1
2016-11-01T00:00:00Z,18,Theft,10H20,Miscellaneous Business (Non-Specific),800-899,TELEPHONE,RD,-,1
2016-10-12T00:00:00Z,16,Theft,10H20,Middle School,5400-5499,LAWNDALE,-,-,1
2016-10-01T00:00:00Z,08,Theft,10H20,Convenience Store,4000-4099,POLK,-,-,1
2016-11-29T00:00:00Z,14,Robbery,10H20,Convenience Store Parking Lot,1000-1099,TELEPHONE,RD,-,1
2016-11-23T00:00:00Z,10,Robbery,10H20,"Road, Street, or Sidewalk",4700-4799,PARK,DR,-,1
2016-11-21T00:00:00Z,23,Theft,10H20,"Road, Street, or Sidewalk",1200-1299,MILBY,-,-,1
2016-11-21T00:00:00Z,17,Burglary,10H20,Garage or Carport,4900-4999,MCKINNEY,ST,-,1
2016-11-22T00:00:00Z,09,Auto Theft,10H20,Apartment Parking Lot,1700-1799,FOURCADE,ST,-,1
2016-11-21T00:00:00Z,11,Robbery,10H20,Residence or House,4900-4999,MCKINNEY,ST,-,1
2016-11-19T00:00:00Z,17,Robbery,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
2016-11-10T00:00:00Z,14,Robbery,10H30,"Road, Street, or Sidewalk",3500-3599,GULF,FWY,-,1
2016-11-10T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,BELL,ST,-,1
2016-11-10T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
2016-11-10T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,WALKER,ST,-,1
2016-11-09T00:00:00Z,20,Auto Theft,10H30,Residence or House,1400-1499,NAGLE,-,-,1
2016-11-09T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,HUTCHINS,-,-,1
2016-11-11T00:00:00Z,03,Aggravated Assault,10H30,Residence or House,1300-1399,EDMUNDSON,ST,-,1
2016-11-11T00:00:00Z,19,Theft,10H30,Other Parking Lot,1300-1399,PALMER,ST,-,1
2016-11-16T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,MCKINNEY,ST,-,1
2016-11-16T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,WALKER,ST,-,1
2016-11-16T00:00:00Z,12,Theft,10H30,"Road, Street, or Sidewalk",900-999,MCKINNEY PARK,LN,-,1
2016-11-17T00:00:00Z,21,Theft,10H30,"Road, Street, or Sidewalk",900-999,HUTCHINS,-,-,1
2016-11-18T00:00:00Z,00,Theft,10H30,Other Parking Lot,700-799,SAINT EMANUEL,ST,-,1
2016-11-18T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",1600-1699,ENNIS,ST,-,1
2016-11-18T00:00:00Z,10,Auto Theft,10H30,Apartment Parking Lot,2000-2099,TEXAS,ST,-,1
2016-11-17T00:00:00Z,08,Auto Theft,10H30,Residence or House,2800-2899,CAPITOL,ST,-,1
2016-11-18T00:00:00Z,22,Theft,10H30,Restaurant or Cafeteria Parking Lot,2100-2199,PEASE,ST,-,1
2016-11-19T00:00:00Z,10,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,POLK,-,-,1
2016-10-15T00:00:00Z,13,Theft,10H30,Bar or Night Club,800-899,SAINT EMANUEL,ST,-,1
2016-10-30T00:00:00Z,14,Theft,10H30,"Road, Street, or Sidewalk",3200-3299,MCKINNEY,ST,-,1
2016-11-04T00:00:00Z,10,Theft,10H30,Apartment Parking Lot,2100-2199,CAPITOL,ST,-,1
2016-11-04T00:00:00Z,11,Auto Theft,10H30,"Garden Supply, Nursery, or Florist",2100-2199,LEELAND,-,-,1
2016-11-04T00:00:00Z,15,Theft,10H30,Highway or Freeway,3500-3599,IH 45,FWY,S,1
2016-11-03T00:00:00Z,11,Theft,10H30,Other Parking Lot,2000-2099,LEELAND,-,-,1
2016-11-05T00:00:00Z,02,Aggravated Assault,10H30,Bar or Night Club,2100-2199,LEELAND,-,-,1
2016-11-05T00:00:00Z,10,Theft,10H30,"Road, Street, or Sidewalk",2600-2699,POLK,-,-,1
2016-11-06T00:00:00Z,10,Auto Theft,10H30,Miscellaneous Business (Non-Specific),2100-2199,FRANKLIN,ST,-,1
2016-11-05T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",2600-2699,CAPITOL,ST,-,1
2016-11-05T00:00:00Z,22,Robbery,10H30,Apartment Parking Lot,2100-2199,TEXAS,ST,-,1
2016-11-08T00:00:00Z,12,Theft,10H30,Construction Site,3000-3099,BELL,ST,-,1
2016-11-06T00:00:00Z,17,Theft,10H30,"Road, Street, or Sidewalk",1700-1799,ADEN,DR,-,1
2016-11-07T00:00:00Z,02,Theft,10H30,Other Parking Lot,400-499,DOWLING,ST,-,1
2016-11-07T00:00:00Z,11,Theft,10H30,Residence or House,1700-1799,SAMPSON,-,-,1
2016-11-08T00:00:00Z,20,Theft,10H30,"Other, Unknown, or Not Listed",1700-1799,ENNIS,ST,-,1
2016-11-08T00:00:00Z,21,Theft,10H30,"Road, Street, or Sidewalk",2100-2199,DALLAS,ST,-,1
2016-11-20T00:00:00Z,08,Theft,10H30,"Road, Street, or Sidewalk",2000-2099,LEELAND,-,-,1
2016-11-20T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,HUTCHINS,-,-,1
2016-11-22T00:00:00Z,07,Theft,10H30,Driveway,800-899,PAIGE,-,-,1
2016-11-21T00:00:00Z,23,Theft,10H30,Commercial Parking Lot or Garage,2000-2099,COMMERCE,ST,-,1
2016-11-28T00:00:00Z,05,Theft,10H30,Convenience Store Parking Lot,3500-3599,GULF,FWY,-,1
2016-11-28T00:00:00Z,08,Theft,10H30,Apartment Parking Lot,2000-2099,TEXAS,ST,-,1
2016-11-28T00:00:00Z,09,Theft,10H30,Apartment Parking Lot,2000-2099,TEXAS,ST,-,1
2016-11-27T00:00:00Z,04,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,JEFFERSON,ST,-,1
2016-11-26T00:00:00Z,06,Theft,10H30,Construction Site,3500-3599,COYLE,ST,-,1
2016-11-25T00:00:00Z,14,Theft,10H30,Apartment Parking Lot,2400-2499,CAPITOL,ST,-,1
2016-11-25T00:00:00Z,02,Theft,10H30,"Road, Street, or Sidewalk",3100-3199,DALLAS,ST,-,1
2016-11-25T00:00:00Z,12,Theft,10H30,Apartment Parking Lot,2100-2199,CAPITOL,ST,-,1
2016-11-23T00:00:00Z,22,Theft,10H30,Apartment Parking Lot,2400-2499,CAPITOL,ST,-,1
2016-11-29T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",1700-1799,ENNIS,ST,-,1
2016-11-29T00:00:00Z,20,Theft,10H30,"Road, Street, or Sidewalk",900-999,SAINT EMANUEL,ST,-,1
2016-11-28T00:00:00Z,22,Theft,10H30,Bar or Night Club Parking Lot,2100-2199,RUSK,ST,-,1
2016-11-28T00:00:00Z,19,Theft,10H30,Residence or House,3700-3799,LEELAND,-,-,1
2016-11-30T00:00:00Z,20,Theft,10H30,Restaurant or Cafeteria Parking Lot,UNK,CHARTRES,ST,-,1
2016-11-18T00:00:00Z,22,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2016-11-18T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",1100-1199,DENNIS,ST,-,1
2016-11-17T00:00:00Z,07,Theft,10H40,Highway or Freeway,200-299,US 59,-,S,1
2016-11-16T00:00:00Z,22,Theft,10H40,Other Parking Lot,2100-2199,CHENEVERT,-,-,1
2016-11-16T00:00:00Z,22,Theft,10H40,Apartment Parking Lot,2700-2799,TRAVIS,-,-,1
2016-11-17T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",3700-3799,FANNIN,ST,-,1
2016-11-18T00:00:00Z,09,Robbery,10H40,"Road, Street, or Sidewalk",4100-4199,SAN JACINTO,ST,-,1
2016-11-17T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,WINBERN,-,-,1
2016-11-17T00:00:00Z,16,Robbery,10H40,"Road, Street, or Sidewalk",2600-2699,SAN JACINTO,ST,-,1
2016-11-16T00:00:00Z,17,Theft,10H40,Department or Discount Store,4200-4299,SAN JACINTO,ST,-,1
2016-11-16T00:00:00Z,03,Auto Theft,10H40,"Road, Street, or Sidewalk",1000-1099,DENNIS,ST,-,1
2016-11-15T00:00:00Z,20,Theft,10H40,"Road, Street, or Sidewalk",800-899,FRANCIS,ST,-,1
2016-11-16T00:00:00Z,06,Theft,10H40,Bar or Night Club,3600-3699,TRAVIS,-,-,1
2016-11-16T00:00:00Z,07,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,ALMEDA,RD,-,1
2016-11-16T00:00:00Z,11,Theft,10H40,Commercial Parking Lot or Garage,3200-3299,LOUISIANA,ST,-,1
2016-11-15T00:00:00Z,10,Theft,10H40,Hospital Parking Lot,2000-2099,CRAWFORD,ST,-,1
2016-11-15T00:00:00Z,10,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,TRAVIS,-,-,1
2016-11-14T00:00:00Z,14,Robbery,10H40,"Road, Street, or Sidewalk",1000-1099,ELGIN,ST,-,1
2016-11-14T00:00:00Z,20,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
2016-11-14T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
2016-11-14T00:00:00Z,08,Theft,10H40,Commercial Parking Lot or Garage,3000-3099,CAROLINE,ST,-,1
2016-11-13T00:00:00Z,03,Theft,10H40,Restaurant or Cafeteria Parking Lot,1000-1099,MCGOWEN,ST,-,1
2016-11-13T00:00:00Z,09,Auto Theft,10H40,"Road, Street, or Sidewalk",2900-2999,MILAM,-,-,1
2016-11-12T00:00:00Z,20,Theft,10H40,"Road, Street, or Sidewalk",3900-3999,AUSTIN,ST,-,1
2016-11-13T00:00:00Z,17,Theft,10H40,Restaurant or Cafeteria,2000-2099,MAIN,ST,-,1
2016-11-13T00:00:00Z,20,Robbery,10H40,Bar or Night Club,2600-2699,TRAVIS,-,-,1
2016-11-11T00:00:00Z,18,Aggravated Assault,10H40,Restaurant or Cafeteria Parking Lot,2000-2099,FANNIN,ST,-,1
2016-11-11T00:00:00Z,12,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,FANNIN,ST,-,1
2016-11-11T00:00:00Z,15,Theft,10H40,Commercial Parking Lot or Garage,800-899,ALABAMA,ST,-,1
2016-11-11T00:00:00Z,15,Robbery,10H40,"Road, Street, or Sidewalk",100-199,ST JOESPH PRWY,-,-,1
2016-11-11T00:00:00Z,00,Theft,10H40,Bar or Night Club,2600-2699,TRAVIS,-,-,1
2016-11-12T00:00:00Z,12,Theft,10H40,Restaurant or Cafeteria,3000-3099,TRAVIS,-,-,1
2016-11-12T00:00:00Z,13,Theft,10H40,"Road, Street, or Sidewalk",1300-1399,EAGLE,ST,-,1
2016-11-11T00:00:00Z,22,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,AUSTIN,ST,-,1
2016-11-11T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",3900-3999,LA BRANCH,-,-,1
2016-11-11T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",800-899,BERRY,ST,-,1
2016-11-12T00:00:00Z,01,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2016-11-09T00:00:00Z,08,Theft,10H40,"Road, Street, or Sidewalk",2600-2699,TRAVIS,-,-,1
2016-11-09T00:00:00Z,10,Auto Theft,10H40,"Road, Street, or Sidewalk",3400-3499,SAN JACINTO,ST,-,1
2016-11-09T00:00:00Z,17,Theft,10H40,Bar or Night Club Parking Lot,1000-1099,MCGOWEN,ST,-,1
2016-11-10T00:00:00Z,06,Theft,10H40,"Road, Street, or Sidewalk",1700-1799,FRANCIS,ST,-,1
2016-11-09T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",1200-1299,ROSALIE,-,-,1
2016-11-09T00:00:00Z,22,Theft,10H40,Residence or House,1400-1499,CLEBURNE,ST,-,1
2016-11-10T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",700-799,STUART,-,-,1
2016-11-10T00:00:00Z,12,Robbery,10H40,"Road, Street, or Sidewalk",3200-3299,SAN JACINTO,ST,-,1
2016-11-10T00:00:00Z,12,Theft,10H40,"Other, Unknown, or Not Listed",3200-3299,LOUISIANA,ST,-,1
2016-11-10T00:00:00Z,08,Theft,10H40,"Road, Street, or Sidewalk",3200-3299,CHENEVERT,-,-,1
2016-11-08T00:00:00Z,22,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,MCGOWEN,ST,-,1
2016-11-08T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",1000-1099,MCGOWEN,ST,-,1
2016-11-09T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",4200-4299,MAIN,ST,-,1
2016-11-07T00:00:00Z,11,Theft,10H40,"Other, Unknown, or Not Listed",2700-2799,TRAVIS,-,-,1
2016-11-08T00:00:00Z,12,Theft,10H40,"Other, Unknown, or Not Listed",4500-4599,TRAVIS,-,-,1
2016-11-08T00:00:00Z,03,Theft,10H40,Bar or Night Club,1500-1599,ALABAMA,ST,-,1
2016-11-05T00:00:00Z,23,Theft,10H40,"Road, Street, or Sidewalk",2500-2599,TRAVIS,-,-,1
2016-11-05T00:00:00Z,15,Aggravated Assault,10H40,Light Rail Platform,4500-4599,MAIN,ST,-,1
2016-11-05T00:00:00Z,17,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,FANNIN,ST,-,1
2016-11-05T00:00:00Z,06,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,TRAVIS,-,-,2
2016-11-05T00:00:00Z,07,Theft,10H40,Residence or House,1600-1699,HOLMAN,-,-,1
2016-11-04T00:00:00Z,16,Theft,10H40,Apartment,4600-4699,MAIN,ST,-,1
2016-11-03T00:00:00Z,16,Theft,10H40,Other Parking Lot,3200-3299,LOUISIANA,ST,-,1
2016-11-02T00:00:00Z,19,Theft,10H40,Department or Discount Store,1000-1099,ELGIN,ST,-,1
2016-11-02T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",3000-3099,CAROLINE,ST,-,1
2016-11-03T00:00:00Z,01,Theft,10H40,"Road, Street, or Sidewalk",3500-3599,SAN JACINTO,ST,-,1
2016-11-04T00:00:00Z,12,Theft,10H40,Apartment,1600-1699,HOLMAN,-,-,1
2016-11-04T00:00:00Z,12,Theft,10H40,Department or Discount Store,4200-4299,MAIN,ST,-,1
2016-11-04T00:00:00Z,02,Theft,10H40,"Road, Street, or Sidewalk",3800-3899,LA BRANCH,-,-,1
2015-10-28T00:00:00Z,03,Aggravated Assault,10H40,Apartment,2200-2299,AUSTIN,ST,-,1
2016-10-12T00:00:00Z,15,Auto Theft,10H40,Rental Storage Facility,1000-1099,WEBSTER,ST,-,1
2016-10-22T00:00:00Z,08,Theft,10H40,"Other, Unknown, or Not Listed",3300-3399,CAROLINE,ST,-,1
2016-10-23T00:00:00Z,18,Theft,10H40,Bar or Night Club,3700-3799,FANNIN,ST,-,1
2016-10-27T00:00:00Z,10,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2016-10-01T00:00:00Z,01,Theft,10H40,Bus Station,2100-2199,MAIN,ST,-,1
2016-01-11T00:00:00Z,04,Burglary,10H40,Service or Gas Station,2200-2299,MAIN,ST,-,1
2016-11-02T00:00:00Z,16,Theft,10H40,Strip Business Center Parking Lot,2600-2699,LOUISIANA,ST,-,1
2016-11-01T00:00:00Z,04,Theft,10H40,"Road, Street, or Sidewalk",1600-1699,STUART,-,-,1
2016-11-30T00:00:00Z,19,Theft,10H40,Grocery Store or Supermarket,4200-4299,SAN JACINTO,ST,-,1
2016-11-28T00:00:00Z,20,Theft,10H40,Restaurant or Cafeteria Parking Lot,2600-2699,TRAVIS,-,-,1
2016-11-28T00:00:00Z,18,Theft,10H40,Bar or Night Club,2300-2399,MAIN,ST,-,1
2016-11-28T00:00:00Z,18,Theft,10H40,"Gym, Recreat, Club House, Indoor Pool, Spa",3200-3299,LOUISIANA,ST,-,1
2016-11-29T00:00:00Z,14,Theft,10H40,Service or Gas Station,2300-2399,MAIN,ST,-,1
2016-11-23T00:00:00Z,20,Auto Theft,10H40,Apartment Parking Lot,800-899,ALABAMA,ST,-,1
2016-11-23T00:00:00Z,16,Theft,10H40,Apartment,4000-4099,FANNIN,ST,-,1
2016-11-26T00:00:00Z,10,Theft,10H40,"Road, Street, or Sidewalk",900-999,WINBERN,-,-,1
2016-11-26T00:00:00Z,23,Auto Theft,10H40,"Road, Street, or Sidewalk",1000-1099,BERRY,ST,-,1
2016-11-26T00:00:00Z,21,Theft,10H40,"Road, Street, or Sidewalk",700-799,BERRY,ST,-,1
2016-11-28T00:00:00Z,08,Auto Theft,10H40,Apartment Parking Lot,3600-3699,CHENEVERT,-,-,1
2016-11-27T00:00:00Z,13,Theft,10H40,Bus Stop,2000-2099,FANNIN,ST,-,1
2016-11-27T00:00:00Z,13,Theft,10H40,Bar or Night Club,2600-2699,TRAVIS,-,-,1
2016-11-27T00:00:00Z,12,Theft,10H40,"Other, Unknown, or Not Listed",3700-3799,FANNIN,ST,-,1
2016-11-21T00:00:00Z,18,Aggravated Assault,10H40,Grocery Store or Supermarket Parking Lot,4200-4299,SAN JACINTO,ST,-,1
2016-11-21T00:00:00Z,20,Theft,10H40,"Road, Street, or Sidewalk",800-899,STUART,-,-,1
2016-11-22T00:00:00Z,11,Theft,10H40,Bar or Night Club,1500-1599,ALABAMA,ST,-,1
2016-11-22T00:00:00Z,12,Theft,10H40,Garage or Carport,2200-2299,AUSTIN,ST,-,1
2016-11-23T00:00:00Z,14,Aggravated Assault,10H40,"Road, Street, or Sidewalk",3300-3399,SAN JACINTO,ST,-,1
2016-11-22T00:00:00Z,23,Theft,10H40,Other Parking Lot,3500-3599,MAIN,ST,-,1
2016-11-23T00:00:00Z,00,Theft,10H40,"Road, Street, or Sidewalk",2300-2399,FANNIN,ST,-,1
2016-11-21T00:00:00Z,16,Theft,10H40,"Road, Street, or Sidewalk",3300-3399,CRAWFORD,ST,-,1
2016-11-20T00:00:00Z,09,Theft,10H40,Restaurant or Cafeteria,3600-3699,MILAM,-,-,1
2016-11-20T00:00:00Z,09,Theft,10H40,Service or Gas Station,3800-3899,SAN JACINTO,ST,-,1
2016-11-19T00:00:00Z,13,Theft,10H40,Restaurant or Cafeteria Parking Lot,1800-1899,ALABAMA,ST,-,1
2016-11-19T00:00:00Z,13,Theft,10H40,Convenience Store Parking Lot,2100-2199,FANNIN,ST,-,1
2016-11-10T00:00:00Z,10,Theft,10H50,Residence or House,3300-3399,ALABAMA,ST,E,1
2016-11-10T00:00:00Z,13,Theft,10H50,Residence or House,2500-2599,MCGOWEN,ST,-,1
2016-11-10T00:00:00Z,19,Aggravated Assault,10H50,Residence or House,2200-2299,HOLMAN,-,-,1
2016-11-09T00:00:00Z,23,Robbery,10H50,Apartment,3000-3099,SCOTT,ST,-,1
2016-11-09T00:00:00Z,23,Aggravated Assault,10H50,Residence or House,3200-3299,MCGOWEN,ST,-,1
2016-11-09T00:00:00Z,12,Auto Theft,10H50,Residence or House,3700-3799,BREMOND,ST,-,1
2016-11-12T00:00:00Z,07,Auto Theft,10H50,"Road, Street, or Sidewalk",UNK,HOLMAN,-,-,1
2016-11-12T00:00:00Z,11,Burglary,10H50,,2400-2499,PIERCE,ST,-,1
2016-11-12T00:00:00Z,14,Aggravated Assault,10H50,Restaurant or Cafeteria Parking Lot,3700-3799,SCOTT,ST,-,1
2016-11-12T00:00:00Z,15,Burglary,10H50,"Other, Unknown, or Not Listed",2900-2999,LUCINDA,-,-,1
2016-11-11T00:00:00Z,00,Theft,10H50,"Road, Street, or Sidewalk",2100-2199,WEBSTER STREET,-,-,1
2016-11-11T00:00:00Z,08,Aggravated Assault,10H50,Residence or House,3100-3199,ALABAMA,ST,-,1
2016-11-11T00:00:00Z,08,Theft,10H50,Residence or House,2700-2799,BERRY,ST,-,1
2016-11-11T00:00:00Z,08,Theft,10H50,Restaurant or Cafeteria Parking Lot,3500-3599,SCOTT,ST,-,1
2016-11-11T00:00:00Z,13,Burglary,10H50,Residence or House,3300-3399,NAPOLEON,-,-,1
2016-11-11T00:00:00Z,17,Auto Theft,10H50,"Road, Street, or Sidewalk",2400-2499,SAINT CHARLES,-,-,1
2016-11-13T00:00:00Z,10,Theft,10H50,Construction Site,3500-3599,ELGIN,ST,-,1
2016-11-13T00:00:00Z,23,Theft,10H50,"Road, Street, or Sidewalk",2600-2699,ISABELLA,-,-,1
2016-11-14T00:00:00Z,11,Theft,10H50,Apartment,2500-2599,WEBSTER,ST,-,1
2016-11-14T00:00:00Z,20,Theft,10H50,"Road, Street, or Sidewalk",3800-3899,LIVE OAK,-,-,1
2016-11-14T00:00:00Z,23,Robbery,10H50,Convenience Store,2700-2799,ALABAMA,ST,-,1
2016-11-15T00:00:00Z,13,Theft,10H50,Bus Stop,3700-3799,BURKETT,ST,-,1
2016-11-15T00:00:00Z,12,Theft,10H50,Apartment,3700-3799,BURKETT,ST,-,1
2016-11-16T00:00:00Z,00,Theft,10H50,Residence or House,2800-2899,ANITA,ST,-,1
