Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2015-07-08T00:00:00Z,00,Theft,10H10,Office Building,200-299,NORWOOD,ST,N,1
2015-07-17T00:00:00Z,14,Theft,10H10,Restaurant or Cafeteria,3400-3499,NAVIGATION,-,-,1
2015-07-19T00:00:00Z,23,Aggravated Assault,10H10,Residence or House,300-399,SIDNEY,-,-,1
2015-07-26T00:00:00Z,10,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2015-01-26T00:00:00Z,11,Murder,10H10,"Lake, Pond, Waterway, Bayou, River",1900-1999,RUNNELS,-,-,1
2015-07-04T00:00:00Z,21,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2015-07-05T00:00:00Z,05,Aggravated Assault,10H10,Bar or Night Club,3900-3999,CANAL,ST,-,1
2015-07-16T00:00:00Z,14,Burglary,10H10,Residence or House,100-199,EVERTON,ST,-,1
2015-07-18T00:00:00Z,15,Theft,10H10,Garage or Carport,2100-2199,RUNNELS,-,-,1
2015-07-01T00:00:00Z,22,Theft,10H10,"Road, Street, or Sidewalk",100-199,PALMER,ST,N,1
2015-07-02T00:00:00Z,10,Robbery,10H10,Convenience Store,3400-3499,NAVIGATION,-,-,1
2015-07-11T00:00:00Z,14,Auto Theft,10H10,Bar or Night Club Parking Lot,4000-4099,CANAL,ST,-,2
2015-07-17T00:00:00Z,06,Theft,10H10,Other Parking Lot,200-299,BAYWOOD,-,-,1
2015-07-17T00:00:00Z,23,Theft,10H10,Residence or House,400-499,SIDNEY,ST,N,1
2015-07-21T00:00:00Z,01,Theft,10H10,,3400-3499,NAVIGATION,-,-,1
2015-03-15T00:00:00Z,11,Theft,10H10,"Road, Street, or Sidewalk",3800-3899,WILMER,-,-,1
2015-06-19T00:00:00Z,07,Theft,10H10,Restaurant or Cafeteria,3400-3499,NAVIGATION,-,-,1
2015-06-30T00:00:00Z,14,Theft,10H10,,2100-2199,RUNNELS,-,-,1
2015-07-03T00:00:00Z,04,Theft,10H10,"Road, Street, or Sidewalk",1900-1999,RUNNELS,-,-,1
2015-07-03T00:00:00Z,13,Auto Theft,10H10,Other Parking Lot,600-699,MILBY,ST,N,1
2015-07-09T00:00:00Z,14,Theft,10H10,Restaurant or Cafeteria Parking Lot,2700-2799,NAVIGATION,-,-,1
2015-07-15T00:00:00Z,11,Burglary,10H10,Residence or House,200-299,DELMAR,ST,-,1
2015-07-19T00:00:00Z,06,Aggravated Assault,10H10,"Vacant Single Occ Resd(House,Townhs,Dplex)",2800-2899,NAVIGATION,-,-,1
2015-07-20T00:00:00Z,03,Burglary,10H10,Residence or House,300-399,BURR,-,N,1
2015-07-23T00:00:00Z,02,Aggravated Assault,10H10,"Road, Street, or Sidewalk",100-199,YORK,-,N,1
2015-07-05T00:00:00Z,19,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2015-07-08T00:00:00Z,22,Theft,10H10,"Road, Street, or Sidewalk",100-199,ENNIS,ST,N,1
2015-07-18T00:00:00Z,11,Theft,10H10,Driveway,200-299,EDGEWOOD,ST,-,1
2015-07-18T00:00:00Z,14,Auto Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
2015-07-13T00:00:00Z,11,Auto Theft,10H10,Residence or House,UNK,JENKINS,-,-,1
2015-07-30T00:00:00Z,11,Burglary,10H10,Vacant Restaurant,UNK,LOCKWOOD,DR,S,1
2015-07-15T00:00:00Z,22,Theft,10H10,"Road, Street, or Sidewalk",3000-3099,CANAL,ST,-,1
2015-07-25T00:00:00Z,07,Burglary,10H10,Garage or Carport,3100-3199,GARROW,-,-,1
2015-07-29T00:00:00Z,02,Auto Theft,10H10,Vehicle/Auto Sales/Lease/Auto Parts Store,5000-5099,HARRISBURG,-,-,3
2015-06-21T00:00:00Z,12,Theft,10H10,Residence or House,400-499,EVERTON,ST,N,1
2015-07-05T00:00:00Z,12,Theft,10H10,"Road, Street, or Sidewalk",200-299,BRYAN,-,-,1
2015-07-05T00:00:00Z,19,Burglary,10H10,Residence or House,UNK,SAMPSON STREET,-,N,1
2015-07-10T00:00:00Z,19,Theft,10H10,"Road, Street, or Sidewalk",200-299,MCALPINE,ST,-,1
2015-07-07T00:00:00Z,23,Burglary,10H20,Residence or House,1400-1499,PEARSON,-,-,1
2015-06-11T00:00:00Z,18,Theft,10H20,Residence or House,3800-3899,WALKER,ST,-,1
2015-07-15T00:00:00Z,06,Burglary,10H20,Warehouse,3800-3899,GULF,FWY,-,1
2015-07-17T00:00:00Z,17,Theft,10H20,,4500-4599,RUSK,ST,-,1
2015-07-22T00:00:00Z,17,Burglary,10H20,Residence or House,4400-4499,RUSK,ST,-,1
2015-07-09T00:00:00Z,04,Auto Theft,10H20,"Road, Street, or Sidewalk",1400-1499,PEARSON,-,-,1
2014-07-31T00:00:00Z,19,Theft,10H20,Apartment Parking Lot,4300-4399,PEASE,-,-,1
2015-07-15T00:00:00Z,14,Theft,10H20,,4500-4599,LEELAND,-,-,1
2015-07-17T00:00:00Z,10,Burglary,10H20,"Vacant Single Occ Resd(House,Townhs,Dplex)",5300-5399,LINDSAY,-,-,1
2015-07-18T00:00:00Z,18,Rape,10H20,Apartment,4800-4899,RUSK,ST,-,2
2015-07-20T00:00:00Z,09,Theft,10H20,Restaurant or Cafeteria Parking Lot,1000-1099,TELEPHONE,-,-,1
2015-07-25T00:00:00Z,16,Theft,10H20,Residence or House,1900-1999,WESLEY,-,-,1
2015-07-19T00:00:00Z,17,Theft,10H20,"Road, Street, or Sidewalk",5300-5399,CLAY,-,-,1
2015-07-24T00:00:00Z,01,Aggravated Assault,10H20,"Road, Street, or Sidewalk",5000-5099,POLK,-,-,1
2015-07-09T00:00:00Z,10,Burglary,10H20,Apartment,4700-4799,WALKER,ST,-,1
2015-07-11T00:00:00Z,17,Theft,10H20,"Church, Synagogue, or Temple Parking Lot",1900-1999,CULLEN,BLVD,-,1
2015-07-31T00:00:00Z,18,Theft,10H20,Department or Discount Store,4000-4099,POLK,-,-,1
2015-07-23T00:00:00Z,13,Burglary,10H20,Residence or House,1100-1199,WYATT,-,-,1
2015-07-14T00:00:00Z,08,Theft,10H20,Residence or House,4400-4499,RUSK,ST,-,1
2015-07-08T00:00:00Z,22,Burglary,10H20,Specialty Store (Non-Specific),1300-1399,TELEPHONE,-,-,1
2015-07-09T00:00:00Z,16,Theft,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
2015-07-06T00:00:00Z,17,Aggravated Assault,10H20,Residence or House,4100-4199,BELL,ST,-,2
2015-07-03T00:00:00Z,00,Theft,10H20,Driveway,3800-3899,WALKER,ST,-,1
2015-07-30T00:00:00Z,17,Theft,10H20,Miscellaneous Business (Non-Specific),5400-5499,POLK,-,-,1
2015-07-22T00:00:00Z,20,Burglary,10H20,Residence or House,4400-4499,WALKER,ST,-,1
2015-07-16T00:00:00Z,12,Burglary,10H20,Residence or House,4400-4499,MCKINNEY,ST,-,1
2015-07-16T00:00:00Z,19,Theft,10H20,Residence or House,1900-1999,WESLEY,-,-,1
2015-07-15T00:00:00Z,07,Burglary,10H20,Warehouse,2100-2199,HUSSION,-,-,1
2015-07-12T00:00:00Z,06,Aggravated Assault,10H20,Residence or House,4600-4699,WALKER,ST,-,1
2015-07-01T00:00:00Z,18,Robbery,10H20,Department or Discount Store,4000-4099,POLK,-,-,1
2015-07-19T00:00:00Z,20,Rape,10H20,Apartment,5000-5099,PEASE,-,-,1
2015-07-28T00:00:00Z,08,Theft,10H20,Residence or House,4400-4499,MCKINNEY,ST,-,1
2015-07-29T00:00:00Z,18,Aggravated Assault,10H20,"Road, Street, or Sidewalk",1800-1899,HUSSION,-,-,1
2015-07-19T00:00:00Z,11,Theft,10H20,"Road, Street, or Sidewalk",900-999,MILBY,-,-,1
2015-07-17T00:00:00Z,17,Burglary,10H20,Residence or House,4400-4499,RUSK,ST,-,1
2015-07-12T00:00:00Z,14,Burglary,10H20,Residence or House,3900-3999,DALLAS,ST,-,1
2015-07-09T00:00:00Z,13,Theft,10H20,Apartment,3900-3999,COYLE,ST,-,1
2015-07-10T00:00:00Z,07,Burglary,10H20,Warehouse,2100-2199,HUSSION,-,-,1
2015-06-30T00:00:00Z,22,Theft,10H20,Residence or House,4400-4499,COYLE,ST,-,1
2015-07-04T00:00:00Z,20,Theft,10H20,Service or Gas Station,4900-4999,POLK,-,-,1
2015-07-06T00:00:00Z,16,Theft,10H30,Service or Gas Station,3500-3599,GULF,FWY,-,1
2015-06-25T00:00:00Z,14,Theft,10H30,Driveway,1700-1799,HUTCHINS,-,-,1
2015-07-10T00:00:00Z,15,Auto Theft,10H30,Other Parking Lot,2100-2199,CONGRESS,-,-,1
2015-07-09T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,SAINT EMANUEL,ST,-,1
2015-07-11T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,SAINT EMANUEL,ST,-,1
2015-07-06T00:00:00Z,16,Burglary,10H30,Residence or House,1700-1799,ADEN,DR,-,1
2015-07-20T00:00:00Z,12,Theft,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,PEASE,-,-,1
2015-07-23T00:00:00Z,14,Burglary,10H30,Residence or House,1500-1599,PAIGE,-,-,1
2015-07-26T00:00:00Z,04,Aggravated Assault,10H30,"Road, Street, or Sidewalk",2000-2099,LEELAND,-,-,1
2015-07-27T00:00:00Z,14,Theft,10H30,Light Rail (Metro Rail) Vehicle,1500-1599,SCOTT,ST,-,1
2015-07-28T00:00:00Z,11,Burglary,10H30,Construction Site,1800-1899,CHARTRES,-,-,1
2015-07-28T00:00:00Z,18,Theft,10H30,Other Parking Lot,2100-2199,PEASE,ST,-,1
2015-07-31T00:00:00Z,12,Burglary,10H30,Commercial Building,2600-2699,GULF,FWY,-,1
2015-07-23T00:00:00Z,11,Theft,10H30,"Road, Street, or Sidewalk",2700-2799,CLAY,-,-,1
2015-07-25T00:00:00Z,22,Theft,10H30,,1200-1299,NAGLE,-,-,1
2015-07-19T00:00:00Z,10,Auto Theft,10H30,"Road, Street, or Sidewalk",1400-1499,PAIGE,-,-,1
2015-07-09T00:00:00Z,12,Burglary,10H30,Residence or House,1200-1299,ROBERTS,ST,-,1
2015-07-11T00:00:00Z,02,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,TEXAS,ST,-,1
2015-07-12T00:00:00Z,18,Theft,10H30,Bar or Night Club Parking Lot,2000-2099,LEELAND,-,-,1
2015-07-03T00:00:00Z,11,Theft,10H30,Apartment,400-499,DOWLING,ST,-,1
2015-07-12T00:00:00Z,02,Robbery,10H30,"Road, Street, or Sidewalk",2000-2099,PEASE,-,-,1
2015-07-12T00:00:00Z,13,Theft,10H30,Miscellaneous Business (Non-Specific),400-499,DOWLING,ST,-,1
2015-07-13T00:00:00Z,07,Theft,10H30,Other Parking Lot,2200-2299,TEXAS,ST,-,1
2015-07-24T00:00:00Z,19,Theft,10H30,Bar or Night Club,2000-2099,WALKER,ST,-,1
2015-07-25T00:00:00Z,12,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,SAINT CHARLES,-,-,1
2015-07-27T00:00:00Z,15,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,LIVE OAK,-,-,1
2015-07-28T00:00:00Z,15,Auto Theft,10H30,Other Parking Lot,3000-3099,POLK,ST,-,1
2015-07-03T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,TEXAS,ST,-,1
2015-07-03T00:00:00Z,17,Aggravated Assault,10H30,Service or Gas Station,2400-2499,PEASE,-,-,1
2015-07-04T00:00:00Z,09,Theft,10H30,Construction Site,2200-2299,PEASE,-,-,1
2015-07-06T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",1100-1199,DELANO,-,-,1
2015-07-19T00:00:00Z,10,Theft,10H30,"Other, Unknown, or Not Listed",2200-2299,DALLAS,ST,-,1
2015-07-22T00:00:00Z,18,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2015-07-25T00:00:00Z,10,Theft,10H30,"Road, Street, or Sidewalk",2800-2899,DALLAS,ST,-,1
2015-07-30T00:00:00Z,18,Theft,10H30,Convenience Store,3500-3599,GULF,FWY,-,1
