Date,Hour,Offense Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,# offenses
2015-06-07T00:00:00Z,08,Auto Theft,10H10,Residence or House,2900-2999,COMMERCE,ST,-,1
2015-06-10T00:00:00Z,06,Theft,10H10,"Road, Street, or Sidewalk",UNK,ENNIS,ST,N,1
2015-06-12T00:00:00Z,10,Theft,10H10,Residence or House,200-299,STILES,-,-,1
2015-06-13T00:00:00Z,13,Theft,10H10,Commercial Parking Lot or Garage,2100-2199,RUNNELS,-,-,1
2015-06-15T00:00:00Z,20,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
2015-06-18T00:00:00Z,22,Burglary,10H10,Residence or House,200-299,STILES,-,-,1
2015-06-20T00:00:00Z,20,Theft,10H10,Restaurant or Cafeteria Parking Lot,2900-2999,NAVIGATION,-,-,1
2015-06-24T00:00:00Z,17,Theft,10H10,Convenience Store Parking Lot,5500-5599,SHERMAN,-,-,1
2015-06-02T00:00:00Z,10,Theft,10H10,Bar or Night Club,3900-3999,CANAL,ST,-,1
2015-06-04T00:00:00Z,07,Theft,10H10,"Road, Street, or Sidewalk",200-299,SIDNEY,ST,N,1
2015-06-12T00:00:00Z,09,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
2015-06-16T00:00:00Z,00,Burglary,10H10,Miscellaneous Business (Non-Specific),UNK,DRENNAN,ST,-,1
2015-06-16T00:00:00Z,18,Theft,10H10,Laundry or Dry Cleaners Parking Lot,5400-5499,HARRISBURG,-,-,1
2015-06-22T00:00:00Z,19,Burglary,10H10,Residence or House,UNK,YORK,-,N,1
2015-06-06T00:00:00Z,20,Burglary,10H10,Residence or House,200-299,HUTCHESON,ST,N,1
2015-06-11T00:00:00Z,08,Auto Theft,10H10,"Road, Street, or Sidewalk",100-199,CHRISTENSEN,ST,-,1
2015-06-13T00:00:00Z,05,Theft,10H10,Hotel or Motel Parking Lot,3000-3099,CANAL,ST,-,1
2015-06-16T00:00:00Z,14,Burglary,10H10,Residence or House,4200-4299,ENGELKE,-,-,1
2015-06-20T00:00:00Z,08,Auto Theft,10H10,Other Parking Lot,300-399,MILBY,-,-,1
2015-06-21T00:00:00Z,18,Burglary,10H10,Miscellaneous Business (Non-Specific),4700-4799,HARRISBURG,-,-,1
2015-06-14T00:00:00Z,18,Theft,10H10,Service or Gas Station,3400-3499,NAVIGATION,-,-,1
2015-06-22T00:00:00Z,18,Aggravated Assault,10H10,"Road, Street, or Sidewalk",4000-4099,NAVIGATION,-,-,1
2015-06-03T00:00:00Z,05,Burglary,10H10,Restaurant or Cafeteria Parking Lot,300-399,LOCKWOOD,DR,S,1
2015-06-08T00:00:00Z,11,Theft,10H10,Strip Business Center Parking Lot,5000-5099,HARRISBURG,-,-,1
2015-06-09T00:00:00Z,22,Aggravated Assault,10H10,Residence or House,200-299,SAMPSON,ST,N,1
2015-06-06T00:00:00Z,00,Auto Theft,10H10,"Road, Street, or Sidewalk",3000-3099,COMMERCE,ST,-,1
2015-06-06T00:00:00Z,15,Theft,10H10,Construction Site,2300-2399,RUNNELS,-,-,1
2015-06-14T00:00:00Z,19,Aggravated Assault,10H10,Residence or House,5300-5399,TEXAS,ST,-,1
2015-06-15T00:00:00Z,10,Burglary,10H10,Other Parking Lot,500-599,BRYAN,-,N,1
2015-06-16T00:00:00Z,13,Theft,10H10,Vehicle/Auto Sales/Lease/Auto Parts Store,3900-3999,CANAL,ST,-,1
2015-06-24T00:00:00Z,08,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
2015-06-08T00:00:00Z,06,Theft,10H10,"Road, Street, or Sidewalk",5200-5299,BRADY,ST,-,1
2015-06-10T00:00:00Z,11,Theft,10H10,"Libraries, Museums",100-199,MILBY,ST,N,1
2015-06-18T00:00:00Z,10,Theft,10H10,"Parks and Recreation, Zoo, Swimming Pool",5000-5099,HARRISBURG,-,-,1
2015-06-19T00:00:00Z,10,Theft,10H10,"Road, Street, or Sidewalk",2100-2199,CANAL,ST,-,1
2015-06-19T00:00:00Z,15,Theft,10H10,"Road, Street, or Sidewalk",4000-4099,SHERMAN,-,-,1
2015-06-21T00:00:00Z,10,Theft,10H10,Apartment Parking Lot,2100-2199,RUNNELS,-,-,1
2015-06-22T00:00:00Z,07,Theft,10H10,"Road, Street, or Sidewalk",2900-2999,COMMERCE,ST,-,1
2015-06-24T00:00:00Z,09,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,2
2015-05-31T00:00:00Z,13,Theft,10H10,Restaurant or Cafeteria,2700-2799,NAVIGATION,-,-,1
2015-06-06T00:00:00Z,09,Theft,10H10,Auto Repair,3900-3999,CANAL,ST,-,1
2015-06-07T00:00:00Z,17,Aggravated Assault,10H10,Residence or House,4100-4199,NAVIGATION,-,-,1
2015-06-08T00:00:00Z,07,Robbery,10H10,Convenience Store Parking Lot,5100-5199,NAVIGATION,-,-,1
2015-06-09T00:00:00Z,10,Auto Theft,10H10,Department or Discount Store,2600-2699,COMMERCE,ST,-,1
2015-06-14T00:00:00Z,09,Theft,10H10,"Road, Street, or Sidewalk",300-399,MCALPINE,-,-,1
2015-06-20T00:00:00Z,12,Theft,10H10,Commercial Building,100-199,ADAMS,ST,-,1
2015-06-20T00:00:00Z,20,Aggravated Assault,10H10,Residence or House,5100-5199,SHERMAN,-,-,1
2015-06-21T00:00:00Z,05,Burglary,10H10,Apartment,6000-6099,SHERMAN,-,-,1
2015-06-22T00:00:00Z,07,Theft,10H10,"Road, Street, or Sidewalk",300-399,JENSEN,DR,-,1
2015-06-23T00:00:00Z,07,Theft,10H10,Apartment Parking Lot,2100-2199,CANAL,ST,-,1
2015-06-28T00:00:00Z,15,Robbery,10H10,Convenience Store,5400-5499,HARRISBURG,-,-,1
2015-06-19T00:00:00Z,16,Theft,10H20,Grocery Store or Supermarket Parking Lot,4000-4099,POLK,-,-,1
2015-06-09T00:00:00Z,17,Burglary,10H20,Garage or Carport,4300-4399,LEELAND,-,-,1
2015-06-08T00:00:00Z,12,Theft,10H20,Department or Discount Store,800-899,TELEPHONE,-,-,1
2015-06-06T00:00:00Z,19,Theft,10H20,Apartment Parking Lot,600-699,TELEPHONE,RD,-,1
2015-06-13T00:00:00Z,11,Theft,10H20,Commercial Parking Lot or Garage,300-399,TELEPHONE,-,-,1
2015-05-27T00:00:00Z,13,Theft,10H20,Middle School,5100-5199,POLK,-,-,1
2015-06-20T00:00:00Z,10,Auto Theft,10H20,"Road, Street, or Sidewalk",5100-5199,CLAREMONT,ST,-,1
2015-06-01T00:00:00Z,19,Aggravated Assault,10H20,Residence or House,4100-4199,RUSK,ST,-,1
2015-06-02T00:00:00Z,22,Murder,10H20,"Road, Street, or Sidewalk",1500-1599,LAWSON,-,-,1
2015-06-24T00:00:00Z,07,Theft,10H20,Apartment,4400-4499,RUSK,ST,-,1
2015-06-10T00:00:00Z,19,Burglary,10H20,"Other, Unknown, or Not Listed",5000-5099,GULF,FWY,-,1
2015-06-12T00:00:00Z,22,Theft,10H20,Restaurant or Cafeteria Parking Lot,2100-2199,TELEPHONE,-,-,1
2015-06-01T00:00:00Z,11,Theft,10H20,Residence or House,3900-3999,RUSK,ST,-,1
2015-05-29T00:00:00Z,21,Auto Theft,10H20,Driveway,3900-3999,PEASE,ST,-,2
2015-06-11T00:00:00Z,20,Aggravated Assault,10H20,Apartment,1600-1699,MARLIN,ST,-,1
2015-06-28T00:00:00Z,16,Theft,10H20,"Multi-Plex Home (Duplex,Triplex Etc.)",1800-1899,EASTWOOD,ST,-,1
2012-11-25T00:00:00Z,14,Theft,10H20,Grocery Store or Supermarket,4200-4299,POLK,-,-,1
2015-06-27T00:00:00Z,18,Robbery,10H20,Convenience Store,800-899,DUMBLE,ST,-,1
2015-06-16T00:00:00Z,01,Aggravated Assault,10H20,"Other, Unknown, or Not Listed",600-699,TELEPHONE,-,-,1
2015-06-15T00:00:00Z,02,Aggravated Assault,10H20,Bar or Night Club Parking Lot,1500-1599,TELEPHONE,-,-,1
2015-06-09T00:00:00Z,08,Burglary,10H20,Residence or House,1500-1599,ELLIOTT,ST,-,1
2015-06-29T00:00:00Z,17,Robbery,10H20,Department or Discount Store,800-899,TELEPHONE,-,-,1
2015-06-30T00:00:00Z,22,Robbery,10H20,"Road, Street, or Sidewalk",1800-1899,FOURCADE,ST,-,1
2015-06-16T00:00:00Z,15,Auto Theft,10H20,Grocery Store or Supermarket,4000-4099,POLK,-,-,1
2015-06-01T00:00:00Z,06,Theft,10H20,Residence or House,5200-5299,POLK,-,-,1
2015-06-12T00:00:00Z,23,Theft,10H30,"Road, Street, or Sidewalk",3500-3599,GULF,FWY,-,1
2015-06-26T00:00:00Z,10,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,CONGRESS,-,-,1
2015-06-20T00:00:00Z,19,Theft,10H30,"Road, Street, or Sidewalk",2500-2599,MCKINNEY,ST,-,1
2015-06-15T00:00:00Z,08,Aggravated Assault,10H30,"Road, Street, or Sidewalk",2000-2099,CONGRESS,-,-,1
2015-06-20T00:00:00Z,01,Auto Theft,10H30,"Road, Street, or Sidewalk",400-499,BASTROP,ST,-,1
2015-06-26T00:00:00Z,12,Robbery,10H30,"Road, Street, or Sidewalk",2000-2099,CONGRESS,-,-,1
2015-06-27T00:00:00Z,11,Theft,10H30,"Road, Street, or Sidewalk",1600-1699,SAINT EMANUEL,ST,-,1
2015-06-12T00:00:00Z,19,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2015-06-07T00:00:00Z,00,Aggravated Assault,10H30,"Road, Street, or Sidewalk",1000-1099,BASTROP,ST,-,1
2015-06-03T00:00:00Z,23,Theft,10H30,Residence or House,2500-2599,LEELAND,-,-,1
2015-06-05T00:00:00Z,13,Theft,10H30,Construction Site,900-999,ENNIS,ST,-,1
2015-06-01T00:00:00Z,13,Burglary,10H30,Residence or House,1700-1799,LIVE OAK,-,-,1
2015-06-02T00:00:00Z,00,Theft,10H30,"Road, Street, or Sidewalk",1000-1099,BASTROP,ST,-,1
2015-06-29T00:00:00Z,21,Theft,10H30,Miscellaneous Business (Non-Specific),2000-2099,PRESTON,ST,-,1
2015-06-06T00:00:00Z,17,Theft,10H30,Restaurant or Cafeteria Parking Lot,2000-2099,COMMERCE,ST,-,1
2015-06-01T00:00:00Z,11,Burglary,10H30,"Vacant Single Occ Resd(House,Townhs,Dplex)",3100-3199,LEELAND,-,-,1
2015-06-06T00:00:00Z,14,Theft,10H30,Bar or Night Club Parking Lot,2200-2299,LEELAND,-,-,1
2015-06-20T00:00:00Z,08,Theft,10H30,Commercial Parking Lot or Garage,2200-2299,WALKER,ST,-,1
2015-06-20T00:00:00Z,01,Theft,10H30,"Road, Street, or Sidewalk",2400-2499,WALKER,ST,-,1
2015-06-21T00:00:00Z,03,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,LEELAND,-,-,1
2015-06-21T00:00:00Z,04,Theft,10H30,"Road, Street, or Sidewalk",1600-1699,BASTROP,ST,-,1
2015-06-29T00:00:00Z,09,Theft,10H30,"Road, Street, or Sidewalk",2700-2799,CLAY,-,-,1
2015-06-26T00:00:00Z,15,Theft,10H30,"Road, Street, or Sidewalk",3500-3599,GULF,FWY,-,1
2015-06-27T00:00:00Z,19,Theft,10H30,"Road, Street, or Sidewalk",700-799,CHARTRES,-,-,1
2015-06-16T00:00:00Z,14,Auto Theft,10H30,,2900-2999,POLK,ST,-,1
2015-06-17T00:00:00Z,00,Theft,10H30,Other Parking Lot,1300-1399,SAINT EMMANUAL,-,-,1
2015-06-01T00:00:00Z,00,Theft,10H30,Bar or Night Club Parking Lot,2100-2199,RUSK,ST,-,1
2015-06-02T00:00:00Z,09,Burglary,10H30,Vacant Industrial or Manufacturing Blding,3300-3399,DALLAS,ST,-,1
2015-06-05T00:00:00Z,02,Theft,10H30,Bar or Night Club Parking Lot,800-899,SAINT EMANUEL,ST,-,1
2015-06-05T00:00:00Z,12,Theft,10H30,"Road, Street, or Sidewalk",2300-2399,LEELAND,-,-,1
2015-06-06T00:00:00Z,22,Theft,10H30,"Road, Street, or Sidewalk",2500-2599,RUSK,ST,-,1
