beat,district,area_sq_mi,placename,population,category_name,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
5F30,5,8.70689439,"Fairbanks, Carverdale, Fawndale and Northwest Crossing",16828,Sexual Assault,20,16,20,3,16,56,18.7,0,-20,-20,-14,118.8,95.1,118.8,95.1,111.1
6B10,6,5.50084827,"York Plaza, Pembrook Place and Hawthorne Place",33440,Sexual Assault,20,30,29,4,28,79,26.3,45,40,-3.4,6,59.8,89.7,86.7,83.7,78.6
6B20,6,6.12869477,"Highland Heights, Oakdale and Melrose Gardens",18199,Sexual Assault,27,19,19,3,16,65,21.7,-29.6,-40.7,-15.8,-26,148.4,104.4,104.4,87.9,119.2
6B30,6,7.2300685,"Woodland Trails, Oaks of Inwood, Bayou Bend, Cole Creek Manor and Inwood Forest",37617,Sexual Assault,19,30,11,2,7,60,20,-42.1,-63.2,-36.4,-65,50.5,79.8,29.2,18.6,53.2
6B40,6,5.544689,"Highland Gardens, Highland Heights and North Plaza",20476,Sexual Assault,27,14,17,2,11,58,19.3,-37,-59.3,-35.3,-43,131.9,68.4,83,53.7,94.3
22B30,22,2.8264671,Aldine and Imperial Valley,18502,Sexual Assault,16,11,16,1,14,43,14.3,0,-12.5,-12.5,-2,86.5,59.5,86.5,75.7,77.3
22B20,22,4.61158268,Greenspoint,24000,Sexual Assault,39,34,39,7,40,112,37.3,0,2.6,2.6,7,162.5,141.7,162.5,166.7,155.4
7C10,7,3.47828324,"Fifth Ward, North Park and Pinecrest",12524,Sexual Assault,12,17,18,0,14,47,15.7,50,16.7,-22.2,-11,95.8,135.7,143.7,111.8,125.4
7C20,7,7.08575157,"Huntington Place, Willshire Place, Kashmere Gardens and Liberty Gardens",21312,Sexual Assault,50,41,33,3,23,124,41.3,-34,-54,-30.3,-44,234.6,192.4,154.8,107.9,193.8
7C30,7,4.51719841,"Camden Woods, Archers Acres and Croyden Gardens",18012,Sexual Assault,22,19,23,1,11,64,21.3,4.5,-50,-52.2,-48,122.1,105.5,127.7,61.1,118.3
7C40,7,3.36786526,Keith-Weiss Park and Farrington Place,8126,Sexual Assault,6,7,2,2,4,15,5,-66.7,-33.3,100,-20,73.8,86.1,24.6,49.2,61.5
22B40,22,13.03325001,"Intercontinental Airport, Northwood, Lakeview Park and Glen Lee",11438,Sexual Assault,11,14,15,3,15,40,13.3,36.4,36.4,0,13,96.2,122.4,131.1,131.1,116.3
8C10,8,3.69037316,"Tidwell Park, Shady Oak and Buckingham Place",11828,Sexual Assault,12,14,19,4,19,45,15,58.3,58.3,0,27,101.5,118.4,160.6,160.6,126.8
8C20,8,3.36154214,"Houston Gardens, Rosewood and Homestead",7247,Sexual Assault,5,3,6,0,6,14,4.7,20,20,0,28,69,41.4,82.8,82.8,64.9
8C30,8,4.6258259,"Parkhurst, East Houston and Clairmont Place",10545,Sexual Assault,4,10,10,3,9,24,8,150,125,-10,12,37.9,94.8,94.8,85.3,75.9
8C40,8,4.97945551,"Lake Houston, Greenriver, Knoll and Lake Forest",7607,Sexual Assault,5,6,1,0,1,12,4,-80,-80,0,-75,65.7,78.9,13.1,13.1,52.6
8C50,8,3.31739498,"Park North, Forest Green, Kentshire Place, Glenwood Forest and Dorchester",8133,Sexual Assault,7,9,11,1,11,27,9,57.1,57.1,0,22,86.1,110.7,135.3,135.3,110.7
8C60,8,5.79693312,"Edgeworth, Northwood Manor and Scenic Woods",19229,Sexual Assault,18,14,17,1,14,49,16.3,-5.6,-22.2,-17.6,-14,93.6,72.8,88.4,72.8,84.8
9C10,9,5.21185619,"Port of Houston, Clinton Park, Pleasantville and Fidelity Manor",5597,Sexual Assault,4,4,10,0,8,18,6,150,100,-20,33,71.5,71.5,178.7,142.9,107.2
9C20,9,7.5383173,Denver Harbor and Houston Harbor,15752,Sexual Assault,11,11,9,3,7,31,10.3,-18.2,-36.4,-22.2,-32,69.8,69.8,57.1,44.4,65.4
9C30,9,8.13353768,"City Park East, Wynnewood Acres and Wallisville Gardens",9165,Sexual Assault,9,11,17,1,15,37,12.3,88.9,66.7,-11.8,22,98.2,120,185.5,163.7,134.2
9C40,9,10.42549456,"Greens Bayou Estates, Shady Brook, Northshore",22769,Sexual Assault,20,15,15,3,12,50,16.7,-25,-40,-20,-28,87.8,65.9,65.9,52.7,73.3
10H10,10,2.81830654,Oak Lawn and Ranger,11304,Sexual Assault,10,5,11,2,10,26,8.7,10,0,-9.1,15,88.5,44.2,97.3,88.5,77
10H20,10,1.75743169,Eastwood and Broadmoor,10142,Sexual Assault,5,6,3,0,0,14,4.7,-40,-100,-100,-100,49.3,59.2,29.6,0,46.3
10H30,10,1.02691154,Near East End,4160,Sexual Assault,8,5,6,2,6,19,6.3,-25,-25,0,-5,192.3,120.2,144.2,144.2,151.4
10H40,10,0.99627062,Midtown,8194,Sexual Assault,16,16,23,9,25,55,18.3,43.8,56.2,8.7,37,195.3,195.3,280.7,305.1,223.3
10H50,10,2.30843079,the University of Houston area,12867,Sexual Assault,14,11,12,3,10,37,12.3,-14.3,-28.6,-16.7,-19,108.8,85.5,93.3,77.7,95.6
10H60,10,3.08931006,"University Oaks, Riverside Terrace and the Texas Southern University area",20363,Sexual Assault,20,14,13,4,14,47,15.7,-35,-30,7.7,-11,98.2,68.8,63.8,68.8,77.1
10H70,10,3.52217952,"Texas Medical Center, Hermann Park, Houston Zoo and Miller Outdoor Theatre",15650,Sexual Assault,28,32,45,10,45,105,35,60.7,60.7,0,29,178.9,204.5,287.5,287.5,223.6
10H80,10,2.73862779,"Southampton, Rice University area, Shadow Lawn and Broad Acres",18584,Sexual Assault,21,6,13,2,14,40,13.3,-38.1,-33.3,7.7,5,113,32.3,70,75.3,71.6
11H10,11,5.31502815,"Mason Park, Forest Hill, Sunnyland and Central Park",27726,Sexual Assault,24,23,28,3,22,75,25,16.7,-8.3,-21.4,-12,86.6,83,101,79.3,90.2
11H20,11,3.9311161,"Harrisburg, Manchester and Pecan Park",18100,Sexual Assault,8,9,20,2,19,37,12.3,150,137.5,-5,54,44.2,49.7,110.5,105,68
11H30,11,2.84278059,Meadow Brook and Park Place,15237,Sexual Assault,15,12,9,3,10,36,12,-40,-33.3,11.1,-17,98.4,78.8,59.1,65.6,78.8
11H40,11,6.14001938,Allendale and Oak Meadows,8423,Sexual Assault,4,2,7,0,4,13,4.3,75,0,-42.9,-7,47.5,23.7,83.1,47.5,51.1
11H50,11,2.09534157,"Meadow Creek, Ferndale Addition and Glenbrook Industrial",7615,Sexual Assault,4,18,8,1,6,30,10,100,50,-25,-40,52.5,236.4,105.1,78.8,131.3
12D10,12,8.55384717,"Almeda Mall, Southridge, Edgebrook and South Houston Gardens",43826,Sexual Assault,31,29,33,12,36,93,31,6.5,16.1,9.1,16,70.7,66.2,75.3,82.1,70.7
12D20,12,3.83700574,Sage,22428,Sexual Assault,12,14,10,0,6,36,12,-16.7,-50,-40,-50,53.5,62.4,44.6,26.8,53.5
12D30,12,3.99301158,Gulf Palms and Beamer,14676,Sexual Assault,3,3,9,1,9,15,5,200,200,0,80,20.4,20.4,61.3,61.3,34.1
12D40,12,9.68663455,Scarsdale and Ellington Field,10667,Sexual Assault,10,7,8,2,6,25,8.3,-20,-40,-25,-28,93.7,65.6,75,56.2,77.8
12D50,12,8.93327581,"Bay Glen, Bay Oaks, Brook Forest and Bay Forest",25606,Sexual Assault,4,8,5,2,5,17,5.7,25,25,0,-12,15.6,31.2,19.5,19.5,22.3
12D60,12,6.35832041,"NASA's Johnson Space Center, Meadow Green, Oakbrook West and Camino South",22499,Sexual Assault,15,9,23,2,21,47,15.7,53.3,40,-8.7,34,66.7,40,102.2,93.3,69.8
12D70,12,5.39156317,Baybrook Mall and Sterling Knoll,11955,Sexual Assault,8,7,8,3,9,23,7.7,0,12.5,12.5,17,66.9,58.6,66.9,75.3,64.4
13D10,13,5.2433708,"Gulfgate Mall, Bay Forest, Riverview, Hampshire, Golfcrest and Barnett Stadium",23207,Sexual Assault,30,20,25,0,16,75,25,-16.7,-46.7,-36,-36,129.3,86.2,107.7,68.9,107.7
13D20,13,6.66870859,"Fairlawn, Garden Villas, Glenbrook Valley and Santa Rosa",36151,Sexual Assault,31,31,22,4,17,84,28,-29,-45.2,-22.7,-39,85.8,85.8,60.9,47,77.5
13D30,13,3.07402543,"Allen Farms, Airport Gardens and the Hobby Airport area",1524,Sexual Assault,5,1,0,0,0,6,2,-100,-100,NA,-100,328.1,65.6,0,0,131.2
13D40,13,5.0688163,"Val Verde East, Gulf Meadows and Houston Skyscraper Shadows",13362,Sexual Assault,8,15,1,1,1,24,8,-87.5,-87.5,0,-88,59.9,112.3,7.5,7.5,59.9
14D10,14,3.66057918,McGregor Terrace and Riverside Terrace,17296,Sexual Assault,21,31,19,4,19,71,23.7,-9.5,-9.5,0,-20,121.4,179.2,109.9,109.9,137
14D20,14,7.25646368,"Blueridge, Sunnyside, Brook Haven and Bayou Estates",28038,Sexual Assault,43,38,37,7,36,118,39.3,-14,-16.3,-2.7,-8,153.4,135.5,132,128.4,140.2
14D30,14,4.20537595,"Crestmont, Edgewood, Bellfort Park, Inwood Terrace and Southpark",20724,Sexual Assault,21,14,8,3,9,43,14.3,-61.9,-57.1,12.5,-37,101.3,67.6,38.6,43.4,69
14D40,14,6.61224595,"South Acres, Shamrock Manor, Hillwood and Cloverland",20619,Sexual Assault,23,18,13,2,12,54,18,-43.5,-47.8,-7.7,-33,111.5,87.3,63,58.2,87.3
14D50,14,8.69627992,"Golden Glade Estates, Langston and Almeda Genoa",9247,Sexual Assault,3,7,4,1,5,14,4.7,33.3,66.7,25,6,32.4,75.7,43.3,54.1,50.8
15E10,15,4.34996776,"Meyerland Plaza, Robindell, Meyerland, Braeburn Terrace and Maplewood South",24186,Sexual Assault,5,8,10,0,9,23,7.7,100,80,-10,17,20.7,33.1,41.3,37.2,31.8
15E20,15,3.58384499,"Westbury, Park West and Willow Creek",17754,Sexual Assault,8,16,3,0,2,27,9,-62.5,-75,-33.3,-78,45.1,90.1,16.9,11.3,50.7
15E30,15,6.29133294,"Meyer Park, Post Oak Manor, Westwood, Willow Bend and Linkwood",34338,Sexual Assault,17,9,16,2,11,42,14,-5.9,-35.3,-31.2,-21,49.5,26.2,46.6,32,40.8
15E40,15,10.0079174,"The Astrodome, Six Flags Astroworld, Lakes at 610 and Plaza del Oro",30317,Sexual Assault,22,15,23,6,25,60,20,4.5,13.6,8.7,25,72.6,49.5,75.9,82.5,66
16E10,16,5.38940818,Canterbury Village and Monarch Estates,15009,Sexual Assault,9,6,4,0,4,19,6.3,-55.6,-55.6,0,-37,60,40,26.7,26.7,42
16E20,16,8.15202134,"Almeda Plaza, South Glen, Dumbarton Oaks and Briarwick",35118,Sexual Assault,13,16,23,2,20,52,17.3,76.9,53.8,-13,16,37,45.6,65.5,57,49.3
16E30,16,7.00932789,"Greenpark, Southwest Crossing and Windsor Village",21532,Sexual Assault,17,12,16,1,15,45,15,-5.9,-11.8,-6.2,0,79,55.7,74.3,69.7,69.7
16E40,16,7.49721482,"Chasewood, Willowpark, Briarwick, Ridgemont and Quail Run",35307,Sexual Assault,15,21,11,0,7,47,15.7,-26.7,-53.3,-36.4,-55,42.5,59.5,31.2,19.8,44.5
17E10,17,3.3104034,"Southwest Memorial Hospital, Burnett Bayland Park and Westmoreland",51281,Sexual Assault,54,39,44,11,47,137,45.7,-18.5,-13,6.8,3,105.3,76.1,85.8,91.7,89.1
17E20,17,3.92767309,the Houston Baptist University area and Maplewood West,26917,Sexual Assault,37,19,38,7,36,94,31.3,2.7,-2.7,-5.3,15,137.5,70.6,141.2,133.7,116.3
17E30,17,3.8060455,Braeburn Valley West and Glenshire,21251,Sexual Assault,17,30,24,1,20,71,23.7,41.2,17.6,-16.7,-16,80,141.2,112.9,94.1,111.5
17E40,17,4.70920035,"Creekbend, Southwood and Fondren Southwest",45632,Sexual Assault,46,39,34,9,28,119,39.7,-26.1,-39.1,-17.6,-29,100.8,85.5,74.5,61.4,87
18F10,18,1.95881352,"Saddlebrook, Bayou Woods and Sherwood Forest",7322,Sexual Assault,6,4,2,1,3,12,4,-66.7,-50,50,-25,81.9,54.6,27.3,41,54.6
18F20,18,3.51641691,"The Galleria, Tanglewood, Riverway and Post Oak",23875,Sexual Assault,13,25,27,5,31,65,21.7,107.7,138.5,14.8,43,54.5,104.7,113.1,129.8,90.9
18F30,18,3.80008564,"The Richmond Strip, Briargrove, Post Oak Estates and Westhaven",35589,Sexual Assault,20,27,33,2,29,80,26.7,65,45,-12.1,9,56.2,75.9,92.7,81.5,75
18F40,18,2.9060249,"Rosewood General Hospital, Woodlake and Briarmeadow",34762,Sexual Assault,28,22,21,5,19,71,23.7,-25,-32.1,-9.5,-20,80.5,63.3,60.4,54.7,68.2
18F50,18,2.96939217,"Tanglewild, Sharpstown Mall and Regency Square",20389,Sexual Assault,33,17,20,8,20,70,23.3,-39.4,-39.4,0,-14,161.9,83.4,98.1,98.1,114.3
18F60,18,3.62528697,Sharpstown Country Club and Southway Center,27923,Sexual Assault,27,13,17,2,13,57,19,-37,-51.9,-23.5,-32,96.7,46.6,60.9,46.6,68
19G10,19,2.74020376,Concourse South and Westwood Mall,30517,Sexual Assault,41,39,32,6,34,112,37.3,-22,-17.1,6.2,-9,134.4,127.8,104.9,111.4,122.2
19G20,19,3.29219023,"Catalina Square, Bellaire West, Imperial Point",24940,Sexual Assault,14,22,10,4,11,46,15.3,-28.6,-21.4,10,-28,56.1,88.2,40.1,44.1,61.3
19G30,19,2.49064202,"Rodeo Square, Wildflower Green, Braewood Glen",18412,Sexual Assault,10,12,5,1,4,27,9,-50,-60,-20,-56,54.3,65.2,27.2,21.7,48.9
19G40,19,4.56425364,"Huntington Village, Wellington Park, Leawood, Keegans Glen",37045,Sexual Assault,34,18,27,3,27,79,26.3,-20.6,-20.6,0,3,91.8,48.6,72.9,72.9,71
19G50,19,2.30578624,"Forum Park, Stancliff and Southwest Park",17516,Sexual Assault,30,32,18,2,17,80,26.7,-40,-43.3,-5.6,-36,171.3,182.7,102.8,97.1,152.4
20G10,20,3.06600809,"Westchase, Woodchase Village and Point West",28775,Sexual Assault,22,20,24,6,21,66,22,9.1,-4.5,-12.5,-5,76.5,69.5,83.4,73,76.5
20G20,20,3.27621655,"Lakeside Estates, City West Place, Rivercrest and Briargrove Park",18353,Sexual Assault,3,14,6,1,5,23,7.7,100,66.7,-16.7,-35,16.3,76.3,32.7,27.2,42
20G30,20,3.97953501,"West Houston Medical Center, Andrau Airport, Westchase and Westchase Mall",26103,Sexual Assault,13,32,31,4,24,76,25.3,138.5,84.6,-22.6,-5,49.8,122.6,118.8,91.9,96.9
20G40,20,4.16594899,"Lakeview Forest, Lakeside Place, Ashford Village and Southlake",27946,Sexual Assault,26,14,15,2,15,55,18.3,-42.3,-42.3,0,-18,93,50.1,53.7,53.7,65.5
20G70,20,2.38283582,Westpark Village and Ashford Point,20787,Sexual Assault,15,17,12,4,11,44,14.7,-20,-26.7,-8.3,-25,72.2,81.8,57.7,52.9,70.7
20G80,20,25.33626534,City Limits,37327,Sexual Assault,17,14,18,4,18,49,16.3,5.9,5.9,0,10,45.5,37.5,48.2,48.2,43.7
21I10,21,0.00549966,Hobby Airport,0,Sexual Assault,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21I50,21,14.61100076,Hobby Airport,0,Sexual Assault,2,0,3,1,2,5,1.7,50,0,-33.3,18,NA,NA,NA,NA,NA
22B10,22,3.28874287,"Willowbrook, Willow Chase Park and Centerfield",8046,Sexual Assault,11,14,8,2,8,33,11,-27.3,-27.3,0,-27,136.7,174,99.4,99.4,136.7
5F20,5,5.94082911,Spring Branch and Schwartz Park,41925,Sexual Assault,31,25,31,4,31,87,29,0,0,0,7,73.9,59.6,73.9,73.9,69.2
4F10,4,4.13606469,"Timber Oaks, Shadow Oaks and Long Point Acres",22505,Sexual Assault,21,11,18,4,20,50,16.7,-14.3,-4.8,11.1,20,93.3,48.9,80,88.9,74.2
20G50,20,5.88593521,"Nottingham, Yorkshire, Wilchester, Town and Country Village and Memorial City Shopping Center",30070,Sexual Assault,12,10,13,1,11,35,11.7,8.3,-8.3,-15.4,-6,39.9,33.3,43.2,36.6,38.9
4F20,4,5.85840284,"Claymore Park, Westbranch, Spring Shadows and Kempwood Forest",27918,Sexual Assault,22,23,11,4,13,56,18.7,-50,-40.9,18.2,-30,78.8,82.4,39.4,46.6,67
20G60,20,4.54207617,"Barkers Landing, Fleetwood, Thornwood and Darrel Tully Stadium",22500,Sexual Assault,10,16,7,3,7,33,11,-30,-30,0,-36,44.4,71.1,31.1,31.1,48.9
4F30,4,26.30690179,"Addicks Reservoir Area, Claymore Park, Brittmore Village, Park Ten Place and Mayde Creek Farms",17589,Sexual Assault,19,17,11,3,9,47,15.7,-42.1,-52.6,-18.2,-43,108,96.7,62.5,51.2,89.3
24C10,24,5.44044978,Kingwood,13401,Sexual Assault,6,10,5,0,5,21,7,-16.7,-16.7,0,-29,44.8,74.6,37.3,37.3,52.2
24C20,24,6.8291794,Kingwood,17897,Sexual Assault,6,4,7,0,5,17,5.7,16.7,-16.7,-28.6,-12,33.5,22.4,39.1,27.9,31.8
24C30,24,9.78735527,Kingwood,28717,Sexual Assault,5,3,8,1,6,16,5.3,60,20,-25,13,17.4,10.4,27.9,20.9,18.5
24C40,24,35.7992771,Kingwood,6374,Sexual Assault,6,1,1,0,1,8,2.7,-83.3,-83.3,0,-63,94.1,15.7,15.7,15.7,42.4
24C50,24,7.51791807,Kingwood,5184,Sexual Assault,2,0,5,2,5,7,2.3,150,150,0,117,38.6,0,96.5,96.5,44.4
24C60,24,4.86823328,Kingwood,21021,Sexual Assault,2,3,5,0,3,10,3.3,150,50,-40,-9,9.5,14.3,23.8,14.3,15.7
21I60,21,0.01236886,Hobby Airport,0,Sexual Assault,1,0,1,0,1,2,0.7,0,0,0,43,NA,NA,NA,NA,NA
HCSO,NA,NA,NA,NA,Sexual Assault,9,5,1,0,0,15,5,-88.9,-100,-100,-100,NA,NA,NA,NA,NA
OOJ,NA,NA,NA,NA,Sexual Assault,29,12,3,1,3,44,14.7,-89.7,-89.7,0,-80,NA,NA,NA,NA,NA
Unknown,NA,NA,NA,NA,Sexual Assault,0,1,1,0,1,2,0.7,NA,NA,0,43,NA,NA,NA,NA,NA
