beat,district,area_sq_mi,placename,population,type,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
10H30,10,1.02691154,Near East End,3326,Violent,171,158,173,27,172,502,167.3,1.2,0.6,-0.6,3,5141.3,4750.5,5201.4,5171.4,5030.1
10H40,10,0.99627062,Midtown,6926,Other,736,1159,1175,190,1229,3070,1023.3,59.6,67,4.6,20,10626.6,16734,16965.1,17744.7,14774.8
10H40,10,0.99627062,Midtown,6926,Property,1518,1050,981,193,1060,3549,1183,-35.4,-30.2,8.1,-10,21917.4,15160.3,14164,15304.6,17080.6
10H40,10,0.99627062,Midtown,6926,Violent,751,638,567,87,569,1956,652,-24.5,-24.2,0.4,-13,10843.2,9211.7,8186.5,8215.4,9413.8
10H50,10,2.30843079,the University of Houston area,12720,Other,1006,1144,1149,204,1157,3299,1099.7,14.2,15,0.7,5,7908.8,8993.7,9033,9095.9,8645.4
10H50,10,2.30843079,the University of Houston area,12720,Property,833,781,729,128,748,2343,781,-12.5,-10.2,2.6,-4,6548.7,6139.9,5731.1,5880.5,6139.9
10H50,10,2.30843079,the University of Houston area,12720,Violent,753,691,609,94,592,2053,684.3,-19.1,-21.4,-2.8,-13,5919.8,5432.4,4787.7,4654.1,5379.7
10H60,10,3.08931006,"University Oaks, Riverside Terrace and the Texas Southern University area",17373,Other,598,907,894,152,925,2399,799.7,49.5,54.7,3.5,16,3442.1,5220.7,5145.9,5324.4,4603.1
10H60,10,3.08931006,"University Oaks, Riverside Terrace and the Texas Southern University area",17373,Property,772,763,900,140,934,2435,811.7,16.6,21,3.8,15,4443.7,4391.9,5180.5,5376.2,4672.2
10H60,10,3.08931006,"University Oaks, Riverside Terrace and the Texas Southern University area",17373,Violent,544,520,496,78,509,1560,520,-8.8,-6.4,2.6,-2,3131.3,2993.2,2855,2929.8,2993.2
10H70,10,3.52217952,"Texas Medical Center, Hermann Park, Houston Zoo and Miller Outdoor Theatre",17327,Other,513,777,847,125,847,2137,712.3,65.1,65.1,0,19,2960.7,4484.3,4888.3,4888.3,4110.9
